Gene Symbol	Gene ID	P-Value (Survival os)
SLC22A16	ENSG00000004809.13	4.85e-3
RP11-253M7.1	ENSG00000259426.5	4.85e-3
XX-C00717C00720L.1	ENSG00000279182.1	4.87e-3
KIF4B	ENSG00000226650.5	4.88e-3
FAM221A	ENSG00000188732.10	4.89e-3
ASF1B	ENSG00000105011.8	4.90e-3
LTB4R	ENSG00000213903.8	4.91e-3
GSAP	ENSG00000186088.15	4.94e-3
CEACAM21	ENSG00000007129.17	4.94e-3
ADCY7	ENSG00000121281.12	4.94e-3
KIAA0125	ENSG00000226777.7	4.94e-3
RAD54L	ENSG00000085999.11	5.01e-3
PASK	ENSG00000115687.13	5.01e-3
PNPLA6	ENSG00000032444.15	5.02e-3
RAB34	ENSG00000109113.17	5.04e-3
E2F5	ENSG00000133740.10	5.04e-3
CBR1	ENSG00000159228.12	5.07e-3
KHDC1	ENSG00000135314.12	5.07e-3
RP5-1092A3.4	ENSG00000270605.1	5.14e-3
KCNAB2	ENSG00000069424.14	5.15e-3
CCDC137	ENSG00000185298.12	5.17e-3
ATP6V1H	ENSG00000047249.16	5.18e-3
LGALS1	ENSG00000100097.11	5.18e-3
SIGMAR1	ENSG00000147955.16	5.21e-3
ZMIZ1	ENSG00000108175.16	5.22e-3
PCGF5	ENSG00000180628.14	5.24e-3
