Gene Symbol	Gene ID	P-Value (Survival os)
ARHGEF39	ENSG00000137135.17	5.61e-5
NUP205	ENSG00000155561.14	5.76e-5
YBX1	ENSG00000065978.17	5.78e-5
NAP1L4	ENSG00000205531.12	5.86e-5
KPNA2	ENSG00000182481.8	5.88e-5
FABP5P7	ENSG00000234964.4	5.88e-5
MARC2	ENSG00000117791.15	5.92e-5
GTF3C2	ENSG00000115207.13	5.97e-5
YIF1B	ENSG00000167645.16	6.16e-5
MTMR2	ENSG00000087053.18	6.23e-5
PTDSS2	ENSG00000174915.11	6.28e-5
G6PD	ENSG00000160211.15	6.64e-5
FAM127B	ENSG00000203950.6	6.75e-5
BIRC5	ENSG00000089685.14	6.93e-5
SLC9A3R1	ENSG00000109062.9	7.29e-5
CDC25C	ENSG00000158402.18	7.39e-5
STK39	ENSG00000198648.10	7.40e-5
PRR13	ENSG00000205352.10	7.42e-5
ZNF691	ENSG00000164011.17	7.49e-5
MRTO4	ENSG00000053372.4	7.49e-5
VOPP1	ENSG00000154978.12	7.64e-5
CDCA2	ENSG00000184661.13	7.69e-5
E2F2	ENSG00000007968.6	7.71e-5
CMSS1	ENSG00000184220.10	7.76e-5
DYNC1LI1	ENSG00000144635.8	7.94e-5
SPC25	ENSG00000152253.8	7.99e-5
FKBP4	ENSG00000004478.7	8.02e-5
RANBP1	ENSG00000099901.16	8.06e-5
LCAT	ENSG00000213398.7	8.15e-5
DYNLL1	ENSG00000088986.10	8.16e-5
CEBPZOS	ENSG00000218739.9	8.33e-5
UBE2E1	ENSG00000170142.11	8.42e-5
RP11-421M1.8	ENSG00000272097.1	8.45e-5
RP11-669E14.4	ENSG00000262881.1	8.48e-5
SF3B4	ENSG00000143368.9	8.48e-5
THAP2	ENSG00000173451.6	8.54e-5
FTH1P11	ENSG00000237264.4	8.59e-5
ADAMTS5	ENSG00000154736.5	8.63e-5
ATP5G1P4	ENSG00000227440.1	8.64e-5
TUBA1C	ENSG00000167553.14	8.81e-5
C3orf35	ENSG00000198590.11	8.86e-5
BCL10	ENSG00000142867.12	8.93e-5
PRAF2	ENSG00000243279.3	8.94e-5
ZNF37BP	ENSG00000234420.7	9.11e-5
TMCO3	ENSG00000150403.17	9.15e-5
RP11-620J15.3	ENSG00000257698.1	9.67e-5
LL22NC03-80A10.6	ENSG00000272779.1	9.74e-5
TP53RK	ENSG00000172315.5	9.75e-5
RP9P	ENSG00000205763.13	9.77e-5
POLR3C	ENSG00000186141.8	9.81e-5
SMG5	ENSG00000198952.8	9.98e-5
RDM1	ENSG00000278023.4	9.98e-5
GP6	ENSG00000088053.11	9.99e-5
MSANTD3	ENSG00000066697.14	1.00e-4
TXNL4A	ENSG00000141759.14	1.01e-4
RP11-258F1.2	ENSG00000279428.1	1.01e-4
SPP1	ENSG00000118785.13	1.02e-4
DHX34	ENSG00000134815.18	1.03e-4
SNRPD1	ENSG00000167088.10	1.03e-4
BRD8	ENSG00000112983.17	1.03e-4
C20orf27	ENSG00000101220.17	1.03e-4
CCL14	ENSG00000276409.4	1.04e-4
NAT9	ENSG00000109065.11	1.04e-4
DDX56	ENSG00000136271.10	1.06e-4
MAMSTR	ENSG00000176909.11	1.08e-4
MED8	ENSG00000159479.16	1.09e-4
ADH4	ENSG00000198099.8	1.11e-4
NUP85	ENSG00000125450.10	1.14e-4
CCDC34	ENSG00000109881.16	1.18e-4
GNG5	ENSG00000174021.10	1.18e-4
CFHR4	ENSG00000134365.12	1.21e-4
NOP58	ENSG00000055044.10	1.22e-4
ITGB1BP1	ENSG00000119185.12	1.24e-4
ARMC10	ENSG00000170632.13	1.27e-4
METTL18	ENSG00000171806.11	1.28e-4
TMEM115	ENSG00000126062.3	1.30e-4
ADAM12	ENSG00000148848.14	1.30e-4
NEIL3	ENSG00000109674.3	1.32e-4
SLC16A11	ENSG00000174326.11	1.33e-4
LINC00152	ENSG00000222041.10	1.37e-4
RP4-734G22.3	ENSG00000272078.1	1.38e-4
PARD3	ENSG00000148498.15	1.41e-4
ZFPL1	ENSG00000162300.11	1.41e-4
ACYP1	ENSG00000119640.8	1.41e-4
ZNF133	ENSG00000125846.15	1.43e-4
HAUS6	ENSG00000147874.10	1.44e-4
MYPOP	ENSG00000176182.5	1.44e-4
SLC52A2	ENSG00000185803.8	1.45e-4
N4BP3	ENSG00000145911.5	1.46e-4
ARF4	ENSG00000168374.10	1.46e-4
BAMBI	ENSG00000095739.10	1.50e-4
NUP155	ENSG00000113569.15	1.50e-4
TMEM237	ENSG00000155755.18	1.52e-4
AC083899.3	ENSG00000204745.3	1.52e-4
FAM50A	ENSG00000071859.14	1.53e-4
POLR2G	ENSG00000168002.11	1.54e-4
CCT7	ENSG00000135624.15	1.57e-4
PCAT6	ENSG00000228288.6	1.58e-4
SEC61A1	ENSG00000058262.9	1.61e-4
RP11-641D5.1	ENSG00000213178.3	1.62e-4
CCNB1	ENSG00000134057.14	1.65e-4
FTSJ1	ENSG00000068438.14	1.66e-4
RP11-165F24.2	ENSG00000235330.2	1.66e-4
DUSP12	ENSG00000081721.11	1.66e-4
CDK1	ENSG00000170312.15	1.67e-4
ATP6V0D2	ENSG00000147614.3	1.68e-4
TTYH3	ENSG00000136295.14	1.69e-4
HDAC2	ENSG00000196591.11	1.70e-4
MYL6B	ENSG00000196465.10	1.70e-4
ILF2	ENSG00000143621.16	1.71e-4
LSM5	ENSG00000106355.9	1.71e-4
HEATR5A	ENSG00000129493.14	1.72e-4
RNF145	ENSG00000145860.11	1.73e-4
C16orf59	ENSG00000162062.14	1.74e-4
EWSR1	ENSG00000182944.17	1.75e-4
CHORDC1	ENSG00000110172.11	1.76e-4
LL22NC03-N14H11.1	ENSG00000272872.1	1.78e-4
SGOL1	ENSG00000129810.14	1.79e-4
SRSF9	ENSG00000111786.8	1.82e-4
AC009005.2	ENSG00000267751.5	1.87e-4
CD58	ENSG00000116815.15	1.87e-4
C20orf24	ENSG00000101084.16	1.89e-4
TRIP13	ENSG00000071539.13	1.90e-4
DHDH	ENSG00000104808.7	1.91e-4
FAM24B	ENSG00000213185.6	1.92e-4
SH3GLB1	ENSG00000097033.14	1.92e-4
ISY1	ENSG00000240682.9	1.95e-4
SNHG3	ENSG00000242125.3	1.95e-4
NUF2	ENSG00000143228.12	1.95e-4
MMP10	ENSG00000166670.9	1.97e-4
ANAPC1	ENSG00000153107.11	2.03e-4
DDX11	ENSG00000013573.16	2.03e-4
VPS45	ENSG00000136631.12	2.05e-4
ACKR1	ENSG00000213088.9	2.05e-4
RAMP3	ENSG00000122679.8	2.06e-4
PGBD1	ENSG00000137338.5	2.06e-4
SNRPE	ENSG00000182004.12	2.09e-4
UPB1	ENSG00000100024.14	2.09e-4
CDCA5	ENSG00000146670.9	2.10e-4
CBX1	ENSG00000108468.14	2.12e-4
MAPKAPK5	ENSG00000089022.13	2.16e-4
MCM8	ENSG00000125885.13	2.17e-4
LLPH	ENSG00000139233.6	2.18e-4
REXO4	ENSG00000148300.11	2.19e-4
ADRA2B	ENSG00000274286.1	2.19e-4
ZNF239	ENSG00000196793.13	2.20e-4
CFHR3	ENSG00000116785.13	2.21e-4
LINC01554	ENSG00000236882.7	2.23e-4
E2F8	ENSG00000129173.12	2.24e-4
UBE2D2	ENSG00000131508.15	2.25e-4
NDC1	ENSG00000058804.11	2.25e-4
RAD54L	ENSG00000085999.11	2.27e-4
CBX2	ENSG00000173894.10	2.29e-4
CLIC1	ENSG00000213719.8	2.30e-4
E2F5	ENSG00000133740.10	2.30e-4
INPP5F	ENSG00000198825.11	2.32e-4
MMP1	ENSG00000196611.4	2.32e-4
PPHLN1	ENSG00000134283.17	2.32e-4
AURKA	ENSG00000087586.17	2.33e-4
NCBP2	ENSG00000114503.10	2.35e-4
WDR4	ENSG00000160193.11	2.36e-4
SGOL2	ENSG00000163535.17	2.36e-4
PRMT3	ENSG00000185238.12	2.36e-4
WDR77	ENSG00000116455.13	2.37e-4
RP11-1000B6.7	ENSG00000276724.1	2.37e-4
BACE1-AS	ENSG00000278768.1	2.38e-4
RP11-307C12.11	ENSG00000232093.1	2.40e-4
CENPI	ENSG00000102384.13	2.45e-4
RAN	ENSG00000132341.11	2.46e-4
AGPS	ENSG00000018510.12	2.46e-4
XCR1	ENSG00000173578.7	2.46e-4
SSR3	ENSG00000114850.6	2.46e-4
ZNF516	ENSG00000101493.10	2.46e-4
RP11-3P17.5	ENSG00000269888.1	2.47e-4
TOP2B	ENSG00000077097.13	2.47e-4
GPATCH4	ENSG00000160818.16	2.51e-4
KTI12	ENSG00000198841.3	2.56e-4
METTL5	ENSG00000138382.13	2.57e-4
TICRR	ENSG00000140534.13	2.57e-4
TMEM234	ENSG00000160055.19	2.60e-4
VPS72	ENSG00000163159.11	2.60e-4
APOPT1	ENSG00000256053.7	2.61e-4
LRRC42	ENSG00000116212.14	2.63e-4
OLA1P1	ENSG00000213790.2	2.64e-4
THAP3	ENSG00000041988.15	2.66e-4
VN1R108P	ENSG00000230772.1	2.68e-4
SLC30A6	ENSG00000152683.14	2.69e-4
DYNC1H1	ENSG00000197102.10	2.71e-4
CSTF2	ENSG00000101811.13	2.73e-4
CDCA8	ENSG00000134690.10	2.74e-4
IER3	ENSG00000137331.11	2.76e-4
ARMC7	ENSG00000125449.6	2.77e-4
UBLCP1	ENSG00000164332.7	2.77e-4
GEMIN2	ENSG00000092208.16	2.77e-4
ATIC	ENSG00000138363.14	2.78e-4
TPRXL	ENSG00000180438.14	2.79e-4
TARS	ENSG00000113407.13	2.80e-4
NEK2	ENSG00000117650.12	2.81e-4
PRR19	ENSG00000188368.9	2.81e-4
GRIN2D	ENSG00000105464.3	2.84e-4
RP11-79P5.10	ENSG00000255883.1	2.84e-4
RP11-286H14.4	ENSG00000230626.3	2.84e-4
ERP29	ENSG00000089248.6	2.85e-4
SRL	ENSG00000185739.13	2.86e-4
CTB-193M12.5	ENSG00000280206.1	2.87e-4
PSMD13	ENSG00000185627.17	2.88e-4
NEU1	ENSG00000204386.10	2.88e-4
COPRS	ENSG00000172301.10	2.90e-4
MKLN1	ENSG00000128585.17	2.92e-4
RP11-817I4.2	ENSG00000276115.1	2.92e-4
NABP2	ENSG00000139579.12	2.92e-4
SRSF2	ENSG00000161547.14	2.93e-4
CTC-459F4.9	ENSG00000281468.1	2.94e-4
C20orf196	ENSG00000171984.14	2.95e-4
CTD-3138B18.5	ENSG00000268516.2	2.95e-4
CPS1	ENSG00000021826.14	2.97e-4
MCM3	ENSG00000112118.17	3.00e-4
MBOAT7	ENSG00000125505.16	3.03e-4
PPP2R1A	ENSG00000105568.17	3.03e-4
RP11-159J3.1	ENSG00000250982.2	3.06e-4
RTN3	ENSG00000133318.13	3.07e-4
MCM7	ENSG00000166508.17	3.08e-4
SUPT3H	ENSG00000196284.13	3.09e-4
UQCC3	ENSG00000204922.4	3.10e-4
AC097662.2	ENSG00000236432.7	3.12e-4
MMD	ENSG00000108960.7	3.14e-4
RP11-466H18.1	ENSG00000244398.1	3.15e-4
UBXN2A	ENSG00000173960.12	3.16e-4
CAD	ENSG00000084774.13	3.18e-4
EXO1	ENSG00000174371.16	3.19e-4
SFPQ	ENSG00000116560.10	3.19e-4
AMD1	ENSG00000123505.14	3.20e-4
ARHGAP39	ENSG00000147799.11	3.20e-4
FANCL	ENSG00000115392.11	3.20e-4
AUNIP	ENSG00000127423.10	3.22e-4
PHC2	ENSG00000134686.16	3.23e-4
HSF2	ENSG00000025156.12	3.23e-4
CDC45	ENSG00000093009.9	3.24e-4
HMGA1	ENSG00000137309.19	3.24e-4
CEP55	ENSG00000138180.15	3.25e-4
SLC22A1	ENSG00000175003.12	3.25e-4
RP11-783K16.5	ENSG00000256940.1	3.26e-4
ZNF408	ENSG00000175213.2	3.27e-4
CRNKL1	ENSG00000101343.14	3.28e-4
RP11-468E2.6	ENSG00000259371.2	3.29e-4
MITD1	ENSG00000158411.10	3.30e-4
ESCO2	ENSG00000171320.14	3.30e-4
BBS7	ENSG00000138686.9	3.32e-4
CCDC134	ENSG00000100147.13	3.34e-4
TAF11	ENSG00000064995.16	3.34e-4
SMOX	ENSG00000088826.17	3.41e-4
C11orf84	ENSG00000168005.8	3.43e-4
MRPS15	ENSG00000116898.11	3.46e-4
SNRPA	ENSG00000077312.8	3.48e-4
CENPQ	ENSG00000031691.6	3.49e-4
RBM14	ENSG00000239306.4	3.51e-4
ITM2A	ENSG00000078596.10	3.53e-4
CNTN6	ENSG00000134115.12	3.54e-4
MARCKSL1	ENSG00000175130.6	3.54e-4
VPS37C	ENSG00000167987.10	3.58e-4
CTD-2083E4.4	ENSG00000260774.1	3.58e-4
RP4-798A17.5	ENSG00000225704.2	3.59e-4
CDT1	ENSG00000167513.8	3.60e-4
RGS20	ENSG00000147509.13	3.63e-4
PET117	ENSG00000232838.3	3.64e-4
CHCHD2	ENSG00000106153.12	3.64e-4
UBAP2L	ENSG00000143569.18	3.64e-4
TBX19	ENSG00000143178.12	3.68e-4
ERCC1	ENSG00000012061.15	3.68e-4
RP11-337N6.3	ENSG00000280374.1	3.70e-4
PIFO	ENSG00000173947.13	3.70e-4
RP11-403I13.8	ENSG00000272419.5	3.72e-4
METTL1	ENSG00000037897.16	3.76e-4
KDELR1	ENSG00000105438.8	3.77e-4
ZBTB40	ENSG00000184677.16	3.79e-4
ANKRD24	ENSG00000089847.12	3.80e-4
SEC14L2	ENSG00000100003.17	3.86e-4
RBFA	ENSG00000101546.12	3.86e-4
RPLP2	ENSG00000177600.8	3.87e-4
CYB5D2	ENSG00000167740.9	3.89e-4
PRC1	ENSG00000198901.13	3.91e-4
RNF24	ENSG00000101236.16	3.97e-4
PRDX1	ENSG00000117450.13	3.97e-4
IFT20	ENSG00000109083.13	4.01e-4
RP11-252E2.2	ENSG00000261058.1	4.03e-4
DLGAP5	ENSG00000126787.12	4.14e-4
TMED7-TICAM2	ENSG00000251201.8	4.15e-4
B4GALT2	ENSG00000117411.16	4.17e-4
HN1	ENSG00000189159.15	4.17e-4
SF3A3	ENSG00000183431.11	4.20e-4
SUPT5H	ENSG00000196235.13	4.22e-4
MYLK2	ENSG00000101306.10	4.22e-4
RP11-177B4.1	ENSG00000248375.1	4.23e-4
PAIP1	ENSG00000172239.13	4.26e-4
VPS26A	ENSG00000122958.14	4.27e-4
CAPG	ENSG00000042493.15	4.28e-4
CBX3	ENSG00000122565.18	4.30e-4
TBL1XR1	ENSG00000177565.15	4.30e-4
ETV5	ENSG00000244405.7	4.32e-4
IMPDH1	ENSG00000106348.16	4.33e-4
PLOD2	ENSG00000152952.11	4.33e-4
POLD1	ENSG00000062822.12	4.35e-4
CENPM	ENSG00000100162.14	4.35e-4
APIP	ENSG00000149089.12	4.36e-4
CTD-2240J17.1	ENSG00000259372.2	4.36e-4
ZNF248	ENSG00000198105.11	4.37e-4
ZC2HC1A	ENSG00000104427.11	4.37e-4
SLC39A10	ENSG00000196950.13	4.39e-4
RP11-884K10.7	ENSG00000271976.1	4.43e-4
FFAR3	ENSG00000185897.6	4.43e-4
MKI67	ENSG00000148773.12	4.45e-4
LARS	ENSG00000133706.17	4.46e-4
EIF4A3	ENSG00000141543.9	4.48e-4
DLGAP4	ENSG00000080845.17	4.48e-4
RP11-295M18.6	ENSG00000272823.1	4.48e-4
PSMD1	ENSG00000173692.12	4.49e-4
PRPF39	ENSG00000185246.17	4.53e-4
MAPT	ENSG00000186868.15	4.55e-4
MRGBP	ENSG00000101189.6	4.56e-4
RPIA	ENSG00000153574.8	4.57e-4
SKA3	ENSG00000165480.15	4.58e-4
FAIM	ENSG00000158234.12	4.59e-4
LMAN2L	ENSG00000114988.11	4.61e-4
FBXO5	ENSG00000112029.9	4.62e-4
NME6	ENSG00000172113.8	4.65e-4
AP000695.4	ENSG00000233818.1	4.65e-4
FAM27E3	ENSG00000274026.1	4.67e-4
B4GALT5	ENSG00000158470.5	4.68e-4
USP39	ENSG00000168883.19	4.69e-4
COA4	ENSG00000181924.6	4.70e-4
EHMT2	ENSG00000204371.11	4.72e-4
TUBG1	ENSG00000131462.7	4.74e-4
DENND5A	ENSG00000184014.7	4.75e-4
RARS	ENSG00000113643.8	4.75e-4
CENPBD1P1	ENSG00000213753.10	4.77e-4
NCDN	ENSG00000020129.15	4.78e-4
MCM10	ENSG00000065328.16	4.78e-4
OIP5	ENSG00000104147.8	4.78e-4
AC116035.1	ENSG00000227260.1	4.79e-4
ZNF789	ENSG00000198556.13	4.79e-4
NUTM2B-AS1	ENSG00000225484.6	4.82e-4
WDHD1	ENSG00000198554.11	4.82e-4
SNX7	ENSG00000162627.16	4.86e-4
DANCR	ENSG00000226950.6	4.86e-4
HOXD9	ENSG00000128709.11	4.86e-4
XRCC3	ENSG00000126215.13	4.88e-4
MRPL36	ENSG00000171421.12	4.91e-4
TOMM34	ENSG00000025772.7	4.93e-4
CEBPZ	ENSG00000115816.13	4.94e-4
TTLL1	ENSG00000100271.16	4.98e-4
DDOST	ENSG00000244038.9	4.98e-4
AP5Z1	ENSG00000242802.6	5.04e-4
TCF21	ENSG00000118526.6	5.09e-4
RAB35	ENSG00000111737.11	5.09e-4
GNAI3	ENSG00000065135.8	5.13e-4
MRPL35	ENSG00000132313.14	5.14e-4
H2AFZ	ENSG00000164032.11	5.16e-4
RNFT2	ENSG00000135119.14	5.16e-4
POLR3D	ENSG00000168495.12	5.17e-4
GYS2	ENSG00000111713.2	5.18e-4
C19orf48	ENSG00000167747.13	5.25e-4
TTLL4	ENSG00000135912.10	5.26e-4
APRT	ENSG00000198931.10	5.27e-4
C8B	ENSG00000021852.12	5.27e-4
DNAJB2	ENSG00000135924.15	5.31e-4
ELOVL1	ENSG00000066322.12	5.32e-4
ENO1	ENSG00000074800.13	5.33e-4
AC012065.1	ENSG00000279307.1	5.33e-4
TMEM79	ENSG00000163472.18	5.34e-4
PPIH	ENSG00000171960.10	5.35e-4
LINC01268	ENSG00000227502.2	5.35e-4
SNRPB2	ENSG00000125870.10	5.35e-4
LINC01296	ENSG00000244306.9	5.41e-4
ANXA10	ENSG00000109511.10	5.43e-4
FHL3	ENSG00000183386.9	5.45e-4
TARDBP	ENSG00000120948.15	5.46e-4
APLP2	ENSG00000084234.16	5.48e-4
PDSS1	ENSG00000148459.15	5.49e-4
CES3	ENSG00000172828.12	5.52e-4
FBXO30	ENSG00000118496.4	5.59e-4
RP11-98G7.1	ENSG00000236947.5	5.63e-4
TMEM14C	ENSG00000111843.13	5.65e-4
ERCC6L	ENSG00000186871.6	5.65e-4
CHMP3	ENSG00000115561.14	5.66e-4
ST6GALNAC4	ENSG00000136840.18	5.67e-4
BRD9	ENSG00000028310.17	5.69e-4
KIF11	ENSG00000138160.5	5.72e-4
RCL1	ENSG00000120158.11	5.75e-4
