Gene Symbol	Gene ID	P-Value (Survival os)
ASTN2	ENSG00000148219.16	5.57e-4
PRDX4	ENSG00000123131.12	5.58e-4
TIMM21	ENSG00000075336.11	5.58e-4
HOXA11	ENSG00000005073.5	5.63e-4
ANLN	ENSG00000011426.10	5.69e-4
RPL5P4	ENSG00000229994.1	5.70e-4
DDIAS	ENSG00000165490.12	5.72e-4
NPC1L1	ENSG00000015520.14	5.73e-4
HMGA1	ENSG00000137309.19	5.76e-4
NOVA2	ENSG00000104967.6	5.81e-4
RP11-44F14.2	ENSG00000261804.1	5.86e-4
IL1RAP	ENSG00000196083.9	5.86e-4
FBXL6	ENSG00000182325.10	5.88e-4
SPAG5	ENSG00000076382.16	5.91e-4
RP11-506E9.3	ENSG00000261745.2	6.02e-4
RPL7AP60	ENSG00000213152.5	6.03e-4
C1QTNF9B-AS1	ENSG00000205861.11	6.12e-4
MKI67	ENSG00000148773.12	6.12e-4
RP11-159N11.4	ENSG00000270179.1	6.14e-4
ATPAF2	ENSG00000171953.15	6.31e-4
NR2F1	ENSG00000175745.11	6.36e-4
GCDH	ENSG00000105607.12	6.39e-4
RNF112	ENSG00000128482.15	6.42e-4
RP11-120K19.4	ENSG00000278017.1	6.49e-4
CENPP	ENSG00000188312.13	6.52e-4
TICRR	ENSG00000140534.13	6.52e-4
ZCCHC12	ENSG00000174460.3	6.59e-4
GAP43	ENSG00000172020.12	6.60e-4
NRG1	ENSG00000157168.18	6.61e-4
HAS1	ENSG00000105509.10	6.61e-4
TPX2	ENSG00000088325.15	6.65e-4
IQGAP3	ENSG00000183856.10	6.65e-4
C16orf89	ENSG00000153446.15	6.70e-4
TMEM200C	ENSG00000206432.4	6.80e-4
AC011294.3	ENSG00000233539.5	6.82e-4
RP11-650L12.2	ENSG00000261762.1	6.84e-4
RP4-583P15.14	ENSG00000273047.1	6.85e-4
TCTA	ENSG00000145022.4	6.89e-4
NOP2	ENSG00000111641.10	6.91e-4
KCNJ16	ENSG00000153822.13	6.92e-4
KIF11	ENSG00000138160.5	6.93e-4
FOXD2-AS1	ENSG00000237424.1	7.09e-4
SLC25A4	ENSG00000151729.10	7.11e-4
MTFR1L	ENSG00000117640.17	7.14e-4
MAPKAPK3	ENSG00000114738.10	7.15e-4
HNRNPC	ENSG00000092199.17	7.16e-4
DBF4	ENSG00000006634.7	7.22e-4
TMEM143	ENSG00000161558.10	7.22e-4
HSPE1	ENSG00000115541.10	7.34e-4
FAM83D	ENSG00000101447.13	7.35e-4
POM121L9P	ENSG00000128262.8	7.35e-4
PSAT1	ENSG00000135069.13	7.36e-4
CDCA2	ENSG00000184661.13	7.43e-4
AC015849.16	ENSG00000270977.1	7.45e-4
EEF1B2P3	ENSG00000232472.1	7.50e-4
SFRP4	ENSG00000106483.11	7.55e-4
DRAXIN	ENSG00000162490.6	7.60e-4
CNDP2	ENSG00000133313.14	7.60e-4
FUK	ENSG00000157353.16	7.65e-4
HEY1	ENSG00000164683.16	7.67e-4
CLDN3	ENSG00000165215.6	7.70e-4
PCSK5	ENSG00000099139.13	7.70e-4
VTN	ENSG00000109072.13	7.72e-4
AC007040.11	ENSG00000258881.6	7.77e-4
ATP5A1	ENSG00000152234.15	7.79e-4
RP11-67K19.3	ENSG00000230894.1	7.81e-4
RP11-160H22.5	ENSG00000227373.5	7.82e-4
CTD-2510F5.4	ENSG00000265415.1	7.83e-4
CHIT1	ENSG00000133063.15	7.85e-4
RAPGEFL1	ENSG00000108352.11	7.90e-4
TROAP	ENSG00000135451.12	7.93e-4
PLD5	ENSG00000180287.16	7.93e-4
RP11-455F5.3	ENSG00000250616.2	7.95e-4
CAMK2B	ENSG00000058404.19	7.96e-4
SLC25A48	ENSG00000145832.12	8.05e-4
SPATS2	ENSG00000123352.17	8.10e-4
EIF3E	ENSG00000104408.9	8.11e-4
RP11-247I13.3	ENSG00000214093.3	8.11e-4
COL12A1	ENSG00000111799.20	8.15e-4
WDR75	ENSG00000115368.9	8.35e-4
TCF25	ENSG00000141002.18	8.37e-4
WISP2	ENSG00000064205.10	8.39e-4
C1orf127	ENSG00000175262.14	8.45e-4
CACNA1G	ENSG00000006283.17	8.46e-4
CTD-2376I4.1	ENSG00000271926.1	8.46e-4
CAPNS1	ENSG00000126247.10	8.48e-4
LINC01420	ENSG00000204272.10	8.48e-4
C15orf59	ENSG00000205363.5	8.50e-4
PRRX2	ENSG00000167157.10	8.51e-4
CISH	ENSG00000114737.15	8.52e-4
GAS8	ENSG00000141013.14	8.68e-4
AQP1	ENSG00000240583.10	8.71e-4
KIAA1614-AS1	ENSG00000232586.1	8.80e-4
LINC00624	ENSG00000278811.4	8.80e-4
RP13-1032I1.11	ENSG00000275902.1	8.83e-4
TWIST1	ENSG00000122691.12	8.83e-4
TP53INP2	ENSG00000078804.12	8.98e-4
FOXM1	ENSG00000111206.12	9.05e-4
ZNF671	ENSG00000083814.12	9.06e-4
TMEM40	ENSG00000088726.15	9.07e-4
CHORDC1	ENSG00000110172.11	9.09e-4
TAF5	ENSG00000148835.10	9.32e-4
CX3CL1	ENSG00000006210.6	9.35e-4
FAM149A	ENSG00000109794.13	9.40e-4
FOXD2	ENSG00000186564.5	9.41e-4
PYCR1	ENSG00000183010.16	9.41e-4
NDUFA4L2	ENSG00000185633.10	9.46e-4
SUCLA2	ENSG00000136143.13	9.46e-4
CTD-3064M3.3	ENSG00000261655.1	9.47e-4
RP11-697K23.3	ENSG00000279017.1	9.48e-4
MRGBP	ENSG00000101189.6	9.51e-4
TEF	ENSG00000167074.14	9.62e-4
ADCY2	ENSG00000078295.15	9.64e-4
KIF2C	ENSG00000142945.12	9.69e-4
RP11-122G18.7	ENSG00000215840.3	9.73e-4
MMP16	ENSG00000156103.15	9.80e-4
CCNB2	ENSG00000157456.7	9.84e-4
PHYHD1	ENSG00000175287.18	9.91e-4
MCM10	ENSG00000065328.16	9.94e-4
CREG2	ENSG00000175874.9	9.97e-4
NDUFS8	ENSG00000110717.10	9.97e-4
LRRC39	ENSG00000122477.12	9.98e-4
CXorf57	ENSG00000147231.13	1.01e-3
TOX2	ENSG00000124191.17	1.01e-3
ST14	ENSG00000149418.10	1.02e-3
HELLS	ENSG00000119969.14	1.02e-3
ADAMTS5	ENSG00000154736.5	1.02e-3
DLX2	ENSG00000115844.10	1.03e-3
SNRPA1	ENSG00000131876.16	1.03e-3
TONSL	ENSG00000160949.16	1.04e-3
GBP1P1	ENSG00000225492.6	1.04e-3
HOXD10	ENSG00000128710.5	1.04e-3
RP11-505K9.4	ENSG00000260300.5	1.06e-3
RGS17	ENSG00000091844.7	1.06e-3
RASGEF1B	ENSG00000138670.16	1.06e-3
P4HA1	ENSG00000122884.12	1.07e-3
UQCRFS1	ENSG00000169021.5	1.07e-3
OR51E1	ENSG00000180785.8	1.07e-3
MATN2	ENSG00000132561.13	1.07e-3
FANCB	ENSG00000181544.13	1.07e-3
PIGC	ENSG00000135845.9	1.07e-3
RP11-324L17.1	ENSG00000272551.1	1.07e-3
ANO1	ENSG00000131620.17	1.08e-3
MCM6	ENSG00000076003.4	1.09e-3
IMPA2	ENSG00000141401.11	1.09e-3
CEP55	ENSG00000138180.15	1.09e-3
DQX1	ENSG00000144045.13	1.10e-3
ZNF280C	ENSG00000056277.15	1.11e-3
ACTA2-AS1	ENSG00000180139.11	1.11e-3
LINC01260	ENSG00000132832.9	1.11e-3
BARD1	ENSG00000138376.10	1.11e-3
PHEX	ENSG00000102174.8	1.12e-3
RP5-1120P11.1	ENSG00000237686.6	1.12e-3
PBK	ENSG00000168078.9	1.13e-3
CENPI	ENSG00000102384.13	1.13e-3
FIS1	ENSG00000214253.8	1.13e-3
LRRC37A9P	ENSG00000271013.1	1.14e-3
NOS3	ENSG00000164867.10	1.14e-3
KATNAL2	ENSG00000167216.16	1.15e-3
CASC5	ENSG00000137812.19	1.15e-3
DLX1	ENSG00000144355.14	1.15e-3
C1orf61	ENSG00000125462.16	1.15e-3
RP11-554A11.9	ENSG00000259799.1	1.16e-3
FAM83F	ENSG00000133477.16	1.16e-3
CTD-2651B20.7	ENSG00000259932.1	1.16e-3
HIST1H2AI	ENSG00000196747.4	1.16e-3
RP11-30L15.4	ENSG00000253667.2	1.16e-3
AURKB	ENSG00000178999.12	1.16e-3
RPS15AP1	ENSG00000214535.3	1.16e-3
RP11-234K24.6	ENSG00000278035.1	1.17e-3
RP11-90B22.1	ENSG00000273012.1	1.17e-3
RP11-460E7.8	ENSG00000235893.5	1.17e-3
PCSK9	ENSG00000169174.10	1.18e-3
PATZ1	ENSG00000100105.17	1.18e-3
YARS2	ENSG00000139131.12	1.19e-3
ENO2	ENSG00000111674.8	1.19e-3
MEP1A	ENSG00000112818.9	1.20e-3
DLX6	ENSG00000006377.10	1.20e-3
DLGAP5	ENSG00000126787.12	1.20e-3
TSPEAR-AS2	ENSG00000182912.6	1.20e-3
RPL23AP65	ENSG00000243964.1	1.20e-3
RP11-102M11.1	ENSG00000240695.1	1.20e-3
RP11-407N17.5	ENSG00000258940.2	1.20e-3
ATP6V1E1	ENSG00000131100.12	1.20e-3
TMEM125	ENSG00000179178.10	1.21e-3
P4HA3	ENSG00000149380.11	1.22e-3
KIF23	ENSG00000137807.13	1.22e-3
RPL23AP82	ENSG00000184319.15	1.23e-3
FOXF2	ENSG00000137273.3	1.23e-3
KIF20B	ENSG00000138182.14	1.23e-3
TMEM171	ENSG00000157111.12	1.24e-3
FAM73B	ENSG00000148343.18	1.25e-3
GPHN	ENSG00000171723.15	1.25e-3
PRSS35	ENSG00000146250.6	1.25e-3
CACNA1C	ENSG00000151067.20	1.26e-3
STEAP1B	ENSG00000105889.14	1.26e-3
MED11	ENSG00000161920.9	1.26e-3
VENTX	ENSG00000151650.7	1.26e-3
NKAIN3	ENSG00000185942.11	1.26e-3
GAL3ST2	ENSG00000154252.11	1.27e-3
RHEBL1	ENSG00000167550.10	1.28e-3
MFAP4	ENSG00000166482.11	1.28e-3
RP11-54O7.1	ENSG00000230699.2	1.28e-3
DKC1	ENSG00000130826.15	1.30e-3
FXYD6-FXYD2	ENSG00000255245.3	1.30e-3
APITD1	ENSG00000175279.21	1.30e-3
DPYSL3	ENSG00000113657.12	1.31e-3
RBAK-RBAKDN	ENSG00000272968.5	1.31e-3
CTB-193M12.5	ENSG00000280206.1	1.31e-3
SCN9A	ENSG00000169432.14	1.34e-3
TTK	ENSG00000112742.9	1.35e-3
OGDHL	ENSG00000197444.9	1.36e-3
AUH	ENSG00000148090.11	1.36e-3
LA16c-380H5.6	ENSG00000274367.1	1.37e-3
AHSA1	ENSG00000100591.7	1.37e-3
NXPE4	ENSG00000137634.9	1.38e-3
AC099850.1	ENSG00000224738.1	1.38e-3
NPTX1	ENSG00000171246.5	1.38e-3
FBXO45	ENSG00000174013.7	1.39e-3
RP11-231P20.2	ENSG00000236155.6	1.39e-3
GTSE1	ENSG00000075218.18	1.40e-3
FLRT2	ENSG00000185070.10	1.40e-3
MPND	ENSG00000008382.15	1.41e-3
RP11-752L20.3	ENSG00000280219.1	1.41e-3
RP11-178C3.2	ENSG00000267302.5	1.42e-3
WFDC5	ENSG00000175121.11	1.42e-3
SERPINH1	ENSG00000149257.13	1.42e-3
RFC4	ENSG00000163918.10	1.43e-3
RP11-112J1.1	ENSG00000213598.4	1.43e-3
GNAO1	ENSG00000087258.13	1.43e-3
ASB13	ENSG00000196372.12	1.44e-3
ABCB6	ENSG00000115657.12	1.44e-3
PDHB	ENSG00000168291.12	1.44e-3
FOXQ1	ENSG00000164379.5	1.45e-3
HSD17B8	ENSG00000204228.3	1.46e-3
DNASE2B	ENSG00000137976.7	1.46e-3
TOPORS-AS1	ENSG00000235453.7	1.47e-3
BRCA1	ENSG00000012048.19	1.47e-3
RP11-343C2.11	ENSG00000260914.3	1.47e-3
NRN1	ENSG00000124785.8	1.48e-3
ALDH2	ENSG00000111275.12	1.48e-3
IDH3G	ENSG00000067829.18	1.48e-3
NDUFV1	ENSG00000167792.11	1.48e-3
TOMM20L	ENSG00000196860.7	1.48e-3
RP11-381E24.1	ENSG00000241634.1	1.49e-3
GABRP	ENSG00000094755.16	1.49e-3
PTHLH	ENSG00000087494.15	1.50e-3
RPL39	ENSG00000198918.7	1.50e-3
NKD2	ENSG00000145506.13	1.51e-3
PUS7	ENSG00000091127.13	1.52e-3
ACO2	ENSG00000100412.15	1.53e-3
HNRNPA3	ENSG00000170144.18	1.54e-3
CENPW	ENSG00000203760.8	1.54e-3
IL33	ENSG00000137033.11	1.54e-3
RP11-175B9.3	ENSG00000236439.4	1.54e-3
VWA5B2	ENSG00000145198.14	1.55e-3
ATP11AUN	ENSG00000197595.4	1.55e-3
USH1C	ENSG00000006611.15	1.55e-3
SCN1B	ENSG00000105711.10	1.56e-3
FKBP1C	ENSG00000198225.5	1.56e-3
ADAM12	ENSG00000148848.14	1.57e-3
CNPPD1	ENSG00000115649.15	1.58e-3
SLC25A11	ENSG00000108528.13	1.58e-3
RP11-715J22.2	ENSG00000259895.1	1.58e-3
FGF14-AS2	ENSG00000272143.1	1.58e-3
HIRA	ENSG00000100084.14	1.59e-3
RAD51AP1	ENSG00000111247.14	1.59e-3
RP11-269M20.3	ENSG00000271752.1	1.59e-3
MMP15	ENSG00000102996.4	1.60e-3
TMEM132D	ENSG00000151952.14	1.60e-3
WWC1	ENSG00000113645.13	1.61e-3
CALCB	ENSG00000175868.13	1.61e-3
PI15	ENSG00000137558.7	1.61e-3
PCDH12	ENSG00000113555.5	1.63e-3
C6orf226	ENSG00000221821.3	1.63e-3
TMEM158	ENSG00000249992.1	1.64e-3
FAM83E	ENSG00000105523.3	1.64e-3
SKA1	ENSG00000154839.9	1.66e-3
STC2	ENSG00000113739.10	1.66e-3
SLC50A1	ENSG00000169241.17	1.67e-3
PRAM1	ENSG00000133246.11	1.67e-3
CENPU	ENSG00000151725.11	1.67e-3
SULF1	ENSG00000137573.13	1.67e-3
FAM134B	ENSG00000154153.13	1.67e-3
HOXC13	ENSG00000123364.4	1.68e-3
SLC39A8	ENSG00000138821.12	1.68e-3
MFN2	ENSG00000116688.16	1.69e-3
CCDC59	ENSG00000133773.11	1.69e-3
NUF2	ENSG00000143228.12	1.69e-3
BLM	ENSG00000197299.10	1.70e-3
ZNF286B	ENSG00000249459.8	1.70e-3
TBX4	ENSG00000121075.9	1.70e-3
GATB	ENSG00000059691.11	1.70e-3
EPB41L4A-AS2	ENSG00000278921.2	1.71e-3
RP11-338K13.1	ENSG00000273267.1	1.71e-3
FZD7	ENSG00000155760.2	1.71e-3
RP11-867G23.8	ENSG00000255468.6	1.71e-3
DNAJC2	ENSG00000105821.14	1.72e-3
MMRN1	ENSG00000138722.9	1.72e-3
RASL11B	ENSG00000128045.6	1.73e-3
FANK1	ENSG00000203780.10	1.73e-3
RASSF1-AS1	ENSG00000281358.1	1.75e-3
GAK	ENSG00000178950.16	1.75e-3
