Gene Symbol	Gene ID	P-Value (Survival os)
CTD-3001H11.2	ENSG00000277383.1	1.71e-4
CISD1	ENSG00000122873.11	1.73e-4
APOL4	ENSG00000100336.17	1.75e-4
CYTH3	ENSG00000008256.15	1.76e-4
CSTF3	ENSG00000176102.11	1.81e-4
BAIAP2	ENSG00000175866.15	1.89e-4
DOK7	ENSG00000175920.15	1.89e-4
ABRACL	ENSG00000146386.7	1.91e-4
CPE	ENSG00000109472.13	1.94e-4
TRIM38	ENSG00000112343.10	1.96e-4
SETP17	ENSG00000255222.1	1.97e-4
CFAP44	ENSG00000206530.8	2.03e-4
SH3BP5-AS1	ENSG00000224660.1	2.06e-4
ADAMTS18	ENSG00000140873.15	2.06e-4
AHNAK	ENSG00000124942.13	2.10e-4
RP11-408A13.4	ENSG00000272871.1	2.15e-4
OSBPL7	ENSG00000006025.11	2.16e-4
KIAA1644	ENSG00000138944.7	2.18e-4
IL9RP3	ENSG00000226942.2	2.23e-4
RP11-325E5.1	ENSG00000259656.1	2.24e-4
ARL4C	ENSG00000188042.7	2.24e-4
RP1-102E24.10	ENSG00000276718.1	2.28e-4
RP11-802E16.3	ENSG00000255031.5	2.29e-4
ESYT2	ENSG00000117868.15	2.34e-4
MAN1B1	ENSG00000177239.14	2.45e-4
PPARG	ENSG00000132170.19	2.48e-4
MYLK	ENSG00000065534.18	2.48e-4
P3H4	ENSG00000141696.12	2.73e-4
C14orf37	ENSG00000139971.15	2.75e-4
USF1	ENSG00000158773.14	2.79e-4
HSPB7	ENSG00000173641.17	2.82e-4
ALDH1L2	ENSG00000136010.13	2.82e-4
MAFG-AS1	ENSG00000265688.1	2.83e-4
FKBP9	ENSG00000122642.10	2.85e-4
RP3-416H24.1	ENSG00000257671.1	2.87e-4
RP3-523E19.2	ENSG00000271218.1	2.91e-4
NPM1P25	ENSG00000229417.1	2.93e-4
HCG4P7	ENSG00000230521.1	2.98e-4
FGF10	ENSG00000070193.4	3.04e-4
CALM1	ENSG00000198668.10	3.09e-4
GLG1	ENSG00000090863.11	3.09e-4
OFD1	ENSG00000046651.14	3.20e-4
AVEN	ENSG00000169857.7	3.25e-4
RP11-174G6.5	ENSG00000261324.2	3.26e-4
METTL11B	ENSG00000203740.3	3.33e-4
CLSTN2	ENSG00000158258.15	3.37e-4
CTB-31O20.4	ENSG00000267244.5	3.38e-4
C2orf40	ENSG00000119147.9	3.39e-4
DCHS1	ENSG00000166341.7	3.42e-4
ESD	ENSG00000139684.13	3.49e-4
RP11-204M4.2	ENSG00000204837.3	3.51e-4
EHBP1	ENSG00000115504.14	3.52e-4
RP11-553A21.3	ENSG00000231652.2	3.70e-4
DTD2	ENSG00000129480.12	3.71e-4
AC021218.2	ENSG00000204876.4	3.73e-4
RGMA	ENSG00000182175.13	3.74e-4
EPN2	ENSG00000072134.15	3.86e-4
RP11-540A21.2	ENSG00000245522.2	3.93e-4
RP4-710M16.2	ENSG00000223956.1	3.95e-4
GPR37	ENSG00000170775.2	3.95e-4
DRD2	ENSG00000149295.13	3.98e-4
FXYD6	ENSG00000137726.15	4.03e-4
KLK6	ENSG00000167755.13	4.05e-4
PTOV1-AS2	ENSG00000269352.1	4.09e-4
GHR	ENSG00000112964.13	4.15e-4
RP11-578O24.2	ENSG00000254352.1	4.20e-4
ADAMTS3	ENSG00000156140.8	4.21e-4
ABCC9	ENSG00000069431.10	4.24e-4
AC018804.7	ENSG00000213225.7	4.27e-4
MFSD11	ENSG00000092931.11	4.28e-4
CTD-3128G10.6	ENSG00000269680.1	4.33e-4
RP11-7F18.2	ENSG00000271966.1	4.37e-4
SLC25A25-AS1	ENSG00000234771.3	4.41e-4
RP11-326I11.5	ENSG00000270426.1	4.46e-4
SMIM10L2B	ENSG00000196972.7	4.52e-4
DSEL	ENSG00000171451.13	4.57e-4
COPZ1	ENSG00000111481.9	4.59e-4
AF129075.5	ENSG00000231125.2	4.62e-4
RFPL3S	ENSG00000205853.10	4.63e-4
RP11-386M24.6	ENSG00000260337.3	4.69e-4
HACD4	ENSG00000188921.13	4.75e-4
RP11-752G15.10	ENSG00000279758.1	4.85e-4
PRKG1	ENSG00000185532.14	4.94e-4
DTNA	ENSG00000134769.21	4.97e-4
CXorf38	ENSG00000185753.12	4.99e-4
RP5-965G21.3	ENSG00000277938.1	5.03e-4
MXRA7	ENSG00000182534.13	5.05e-4
RP11-21B23.2	ENSG00000261092.1	5.09e-4
MSRB3	ENSG00000174099.10	5.21e-4
AKAP6	ENSG00000151320.10	5.23e-4
RP11-84C13.2	ENSG00000270720.1	5.28e-4
PID1	ENSG00000153823.18	5.29e-4
SETBP1	ENSG00000152217.16	5.47e-4
SKAP1	ENSG00000141293.15	5.49e-4
SNED1	ENSG00000162804.13	5.71e-4
ABL2	ENSG00000143322.19	5.73e-4
RP11-218F10.3	ENSG00000273449.1	5.74e-4
EPHA6	ENSG00000080224.17	5.75e-4
POU5F1	ENSG00000204531.15	5.77e-4
GPBP1	ENSG00000062194.15	5.91e-4
CALU	ENSG00000128595.16	5.92e-4
NTN4	ENSG00000074527.11	6.00e-4
TPH1	ENSG00000129167.9	6.02e-4
PCDHB7	ENSG00000113212.6	6.11e-4
AC112721.1	ENSG00000222022.1	6.19e-4
NCAM1	ENSG00000149294.16	6.29e-4
FLNC	ENSG00000128591.15	6.30e-4
AGER	ENSG00000204305.13	6.41e-4
KB-1980E6.3	ENSG00000253633.1	6.42e-4
KCNB1	ENSG00000158445.7	6.44e-4
UCHL1	ENSG00000154277.12	6.50e-4
SEC24B-AS1	ENSG00000247950.6	6.54e-4
OGN	ENSG00000106809.10	6.67e-4
AC008746.12	ENSG00000267838.2	6.72e-4
LAMA2	ENSG00000196569.11	6.74e-4
RP11-428J1.5	ENSG00000272142.1	6.76e-4
RP13-554M15.5	ENSG00000280311.1	6.96e-4
BCHE	ENSG00000114200.9	6.96e-4
AC109642.1	ENSG00000235997.2	6.99e-4
CERCAM	ENSG00000167123.18	7.12e-4
CTB-50L17.5	ENSG00000267255.1	7.17e-4
AC113188.2	ENSG00000279535.1	7.21e-4
DUSP14	ENSG00000276023.4	7.25e-4
AOC2	ENSG00000131480.8	7.27e-4
CACNA2D1	ENSG00000153956.15	7.28e-4
LINC00539	ENSG00000224429.7	7.28e-4
PNPT1P1	ENSG00000229241.1	7.39e-4
CHL1	ENSG00000134121.9	7.43e-4
SORCS1	ENSG00000108018.15	7.45e-4
RP11-672L10.2	ENSG00000265179.6	7.60e-4
SNORA59B	ENSG00000266079.4	7.60e-4
JAM2	ENSG00000154721.14	7.74e-4
CCL15	ENSG00000275718.1	7.83e-4
AIFM3	ENSG00000183773.15	7.90e-4
TIMM22	ENSG00000177370.4	7.95e-4
RP11-526I2.5	ENSG00000270127.2	7.99e-4
PTGIS	ENSG00000124212.5	8.11e-4
RP11-228B15.4	ENSG00000225032.5	8.11e-4
GAS6	ENSG00000183087.14	8.16e-4
PRELP	ENSG00000188783.5	8.20e-4
RP11-589C21.6	ENSG00000271938.1	8.43e-4
NRXN2	ENSG00000110076.18	8.55e-4
GARS	ENSG00000106105.13	8.56e-4
SEMA6D	ENSG00000137872.15	8.64e-4
FHL1	ENSG00000022267.16	8.69e-4
C19orf26	ENSG00000099625.12	8.74e-4
CTA-228A9.3	ENSG00000272720.1	8.76e-4
PAIP1P1	ENSG00000233892.1	8.83e-4
TMEM198B	ENSG00000182796.12	9.01e-4
BOC	ENSG00000144857.14	9.10e-4
RP11-666O2.2	ENSG00000275441.1	9.11e-4
MAP2	ENSG00000078018.19	9.22e-4
RP11-43N16.4	ENSG00000279861.1	9.22e-4
GSDMB	ENSG00000073605.18	9.23e-4
ADCYAP1R1	ENSG00000078549.14	9.24e-4
FSIP2	ENSG00000188738.13	9.25e-4
RP11-373D23.3	ENSG00000270210.1	9.39e-4
PCDHGA2	ENSG00000081853.14	9.50e-4
RP11-147L13.12	ENSG00000274561.1	9.59e-4
DEPDC5	ENSG00000100150.16	9.73e-4
RP11-848P1.9	ENSG00000266865.6	9.75e-4
RP11-171I2.4	ENSG00000271141.1	9.80e-4
AC011298.2	ENSG00000219159.4	9.81e-4
RP11-696N14.1	ENSG00000246090.6	9.82e-4
ZNF436-AS1	ENSG00000249087.6	9.93e-4
TM4SF1-AS1	ENSG00000240541.2	1.00e-3
COL14A1	ENSG00000187955.11	1.01e-3
RP1-102K2.8	ENSG00000268812.3	1.01e-3
JAM3	ENSG00000166086.12	1.01e-3
RP5-966M1.6	ENSG00000243696.4	1.01e-3
SPOCD1	ENSG00000134668.12	1.02e-3
SPAG5-AS1	ENSG00000227543.4	1.03e-3
NFE2L3P1	ENSG00000267497.1	1.04e-3
AC006128.2	ENSG00000279716.1	1.04e-3
LINC01198	ENSG00000231817.7	1.04e-3
ADAMTS15	ENSG00000166106.3	1.06e-3
CTD-2396E7.11	ENSG00000275234.1	1.06e-3
ZSCAN9	ENSG00000137185.11	1.06e-3
TMEM72-AS1	ENSG00000224812.2	1.07e-3
ORMDL1	ENSG00000128699.13	1.07e-3
MFRP	ENSG00000259159.5	1.07e-3
RP11-379F12.3	ENSG00000243350.1	1.08e-3
RP5-1139B12.2	ENSG00000269890.1	1.09e-3
HHIPL1	ENSG00000182218.9	1.10e-3
RP11-1143G9.5	ENSG00000274979.1	1.12e-3
SPRN	ENSG00000203772.7	1.13e-3
GPR25	ENSG00000170128.3	1.14e-3
VCL	ENSG00000035403.16	1.14e-3
EGFR-AS1	ENSG00000224057.1	1.15e-3
WASIR2	ENSG00000231439.4	1.15e-3
SLC27A6	ENSG00000113396.12	1.15e-3
PATZ1	ENSG00000100105.17	1.15e-3
RHBG	ENSG00000132677.12	1.16e-3
NR2F1-AS1	ENSG00000237187.8	1.16e-3
LRP5L	ENSG00000100068.11	1.16e-3
RP11-166D19.1	ENSG00000255248.6	1.17e-3
MCFD2	ENSG00000180398.11	1.17e-3
SLC10A5	ENSG00000253598.1	1.18e-3
PLEKHS1	ENSG00000148735.14	1.18e-3
ADRM1	ENSG00000130706.12	1.19e-3
RP3-467K16.4	ENSG00000228140.1	1.19e-3
ANXA5	ENSG00000164111.14	1.19e-3
SLC4A5	ENSG00000188687.15	1.19e-3
RP11-1114A5.4	ENSG00000232611.1	1.20e-3
KDELC2	ENSG00000178202.12	1.20e-3
TTLL3	ENSG00000214021.15	1.22e-3
GKN1	ENSG00000169605.5	1.22e-3
HS6ST2	ENSG00000171004.17	1.22e-3
FKTN	ENSG00000106692.13	1.23e-3
TEX10	ENSG00000136891.13	1.23e-3
RP11-158K1.3	ENSG00000253106.1	1.23e-3
SPAG4	ENSG00000061656.9	1.24e-3
LINC01139	ENSG00000215808.2	1.24e-3
LDLR	ENSG00000130164.11	1.25e-3
EMC2	ENSG00000104412.7	1.26e-3
HEYL	ENSG00000163909.7	1.26e-3
NSUN5P1	ENSG00000223705.9	1.27e-3
SURF4	ENSG00000148248.13	1.27e-3
RP5-1142A6.8	ENSG00000182376.2	1.28e-3
SHTN1	ENSG00000187164.17	1.29e-3
AARD	ENSG00000205002.3	1.30e-3
NFKBID	ENSG00000167604.13	1.31e-3
RNF26	ENSG00000173456.4	1.31e-3
RP11-456K23.1	ENSG00000267414.1	1.32e-3
CTD-3092A11.2	ENSG00000270055.1	1.32e-3
RP1-13D10.3	ENSG00000217078.1	1.32e-3
ZHX3	ENSG00000174306.21	1.33e-3
ADAMTSL3	ENSG00000156218.12	1.33e-3
GATA2	ENSG00000179348.11	1.34e-3
AOC3	ENSG00000131471.6	1.34e-3
HAUS4	ENSG00000092036.16	1.35e-3
DEGS1	ENSG00000143753.12	1.35e-3
CCIN	ENSG00000185972.5	1.37e-3
CTD-2587H19.3	ENSG00000269873.1	1.38e-3
HADHA	ENSG00000084754.10	1.38e-3
CPA4	ENSG00000128510.10	1.39e-3
PLA2G1B	ENSG00000170890.13	1.39e-3
RPL34P18	ENSG00000240509.1	1.39e-3
TBX3	ENSG00000135111.14	1.39e-3
FAM84B	ENSG00000168672.3	1.40e-3
FAM171B	ENSG00000144369.12	1.40e-3
COLGALT1	ENSG00000130309.10	1.40e-3
KLHL4	ENSG00000102271.13	1.40e-3
RP11-135L13.4	ENSG00000265263.1	1.41e-3
ZNF521	ENSG00000198795.10	1.41e-3
HNF1B	ENSG00000275410.4	1.41e-3
RP11-246E12.2	ENSG00000278891.1	1.42e-3
FTLP14	ENSG00000260459.2	1.43e-3
FAM110B	ENSG00000169122.11	1.46e-3
CTD-3035D6.2	ENSG00000258884.1	1.48e-3
SFTA1P	ENSG00000225383.6	1.49e-3
AGPAT9	ENSG00000138678.10	1.50e-3
RP11-92F20.1	ENSG00000274629.1	1.51e-3
SNX29	ENSG00000048471.13	1.51e-3
ZNF266	ENSG00000174652.17	1.52e-3
KANK4	ENSG00000132854.18	1.52e-3
AC010761.9	ENSG00000265474.1	1.52e-3
FBLN5	ENSG00000140092.14	1.53e-3
CYP2W1	ENSG00000073067.13	1.53e-3
FGD4	ENSG00000139132.14	1.53e-3
RP11-434H6.7	ENSG00000273437.1	1.54e-3
RP11-245P10.6	ENSG00000270104.1	1.55e-3
WASH7P	ENSG00000226210.3	1.55e-3
ENPP1	ENSG00000197594.11	1.56e-3
SYNPO2	ENSG00000172403.10	1.58e-3
SUCLA2	ENSG00000136143.13	1.60e-3
PCDH18	ENSG00000189184.11	1.61e-3
MCF2L	ENSG00000126217.20	1.61e-3
POGLUT1	ENSG00000163389.10	1.61e-3
MT1X	ENSG00000187193.8	1.62e-3
TGFB1I1	ENSG00000140682.18	1.62e-3
EHMT2-AS1	ENSG00000237080.2	1.62e-3
RAC3	ENSG00000169750.8	1.63e-3
RHOJ	ENSG00000126785.12	1.64e-3
AC110615.1	ENSG00000279909.1	1.64e-3
FAM187A	ENSG00000214447.4	1.64e-3
AC006014.8	ENSG00000146722.11	1.65e-3
DSG2-AS1	ENSG00000264859.5	1.65e-3
RP11-380L11.4	ENSG00000270028.1	1.65e-3
C2orf16	ENSG00000221843.3	1.68e-3
CYP4F23P	ENSG00000269516.6	1.69e-3
TRMT112P6	ENSG00000268412.2	1.70e-3
DIXDC1	ENSG00000150764.13	1.73e-3
RP11-10J21.4	ENSG00000253307.1	1.74e-3
RP11-497H16.9	ENSG00000269983.1	1.74e-3
CPT1B	ENSG00000205560.12	1.75e-3
RP13-516M14.10	ENSG00000275888.1	1.75e-3
XXbac-BPGBPG55C20.2	ENSG00000272316.1	1.77e-3
GAP43	ENSG00000172020.12	1.78e-3
RP11-632K20.2	ENSG00000254912.2	1.80e-3
RP5-1184F4.5	ENSG00000236772.1	1.81e-3
STK32B	ENSG00000152953.12	1.82e-3
RP11-295I5.3	ENSG00000274987.1	1.82e-3
PTPRD	ENSG00000153707.15	1.82e-3
RP11-325K4.2	ENSG00000261114.1	1.84e-3
TSPAN7	ENSG00000156298.12	1.85e-3
PCDHGB2	ENSG00000253910.2	1.85e-3
FAM126A	ENSG00000122591.11	1.85e-3
EPHB6	ENSG00000106123.11	1.85e-3
THUMPD3-AS1	ENSG00000206573.8	1.86e-3
UCP3	ENSG00000175564.12	1.87e-3
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752.5	1.88e-3
CCDC14	ENSG00000175455.14	1.88e-3
PPT2	ENSG00000221988.12	1.89e-3
RP11-626G11.1	ENSG00000261357.1	1.90e-3
PLD1	ENSG00000075651.15	1.90e-3
RUFY4	ENSG00000188282.12	1.90e-3
RP11-166O4.6	ENSG00000273448.1	1.90e-3
ZNF213-AS1	ENSG00000263072.5	1.91e-3
RP5-855D21.2	ENSG00000273402.1	1.92e-3
UBA7	ENSG00000182179.10	1.92e-3
PVR	ENSG00000073008.14	1.94e-3
CNRIP1	ENSG00000119865.8	1.94e-3
TSEN2	ENSG00000154743.17	1.95e-3
ANKRD13B	ENSG00000198720.12	1.95e-3
RP11-135A1.2	ENSG00000232874.1	1.96e-3
DYM	ENSG00000141627.13	1.97e-3
RP11-304L19.11	ENSG00000261663.1	1.98e-3
RP11-488L18.3	ENSG00000215795.2	1.98e-3
POLB	ENSG00000070501.11	1.99e-3
AC023590.1	ENSG00000225885.6	2.00e-3
SLC45A3	ENSG00000158715.5	2.00e-3
ZNF700	ENSG00000196757.7	2.01e-3
IGSF10	ENSG00000152580.8	2.01e-3
PLA2G2F	ENSG00000158786.4	2.02e-3
IL1RAPL1	ENSG00000169306.9	2.03e-3
DEDD2	ENSG00000160570.13	2.03e-3
RP11-521B24.4	ENSG00000279495.1	2.03e-3
KLRK1	ENSG00000213809.8	2.03e-3
SND1	ENSG00000197157.10	2.03e-3
IL9R	ENSG00000124334.16	2.04e-3
DLEC1	ENSG00000008226.19	2.04e-3
RP11-455G16.1	ENSG00000178636.8	2.05e-3
RP11-308D16.2	ENSG00000234062.7	2.06e-3
RP11-386M24.3	ENSG00000258676.4	2.06e-3
TNFAIP8L3	ENSG00000183578.5	2.07e-3
PCSK9	ENSG00000169174.10	2.07e-3
CCDC103	ENSG00000167131.16	2.10e-3
HOXB3	ENSG00000120093.11	2.10e-3
ASNA1	ENSG00000198356.11	2.10e-3
RP11-134K13.4	ENSG00000271967.1	2.13e-3
WDR4	ENSG00000160193.11	2.14e-3
LSS	ENSG00000160285.14	2.14e-3
RP11-93B14.9	ENSG00000277496.1	2.15e-3
RP11-783K16.10	ENSG00000257069.5	2.15e-3
C8orf44	ENSG00000213865.7	2.17e-3
TOP3B	ENSG00000100038.19	2.18e-3
TPST1	ENSG00000169902.13	2.18e-3
ATAT1	ENSG00000137343.17	2.21e-3
VWA3A	ENSG00000175267.14	2.22e-3
C2orf15	ENSG00000241962.9	2.23e-3
USP13	ENSG00000058056.8	2.23e-3
NTN5	ENSG00000142233.11	2.25e-3
ANXA1	ENSG00000135046.13	2.25e-3
THBS4	ENSG00000113296.14	2.25e-3
LIPM	ENSG00000173239.13	2.25e-3
CSAD	ENSG00000139631.18	2.26e-3
CDH11	ENSG00000140937.13	2.27e-3
AP2S1	ENSG00000042753.11	2.27e-3
RAD51B	ENSG00000182185.18	2.28e-3
LHFP	ENSG00000183722.7	2.30e-3
SPON1	ENSG00000262655.3	2.31e-3
SLC7A9	ENSG00000021488.12	2.32e-3
UNC5CL	ENSG00000124602.9	2.33e-3
ZNF195	ENSG00000005801.16	2.34e-3
RP1-178F15.4	ENSG00000272030.1	2.34e-3
OSBPL10	ENSG00000144645.13	2.34e-3
RP11-173B14.4	ENSG00000228444.2	2.36e-3
RP11-468E2.5	ENSG00000259321.1	2.36e-3
SCN7A	ENSG00000136546.13	2.37e-3
PLEKHF1	ENSG00000166289.5	2.38e-3
AHNAK2	ENSG00000185567.6	2.39e-3
VAMP4	ENSG00000117533.14	2.40e-3
ACRC	ENSG00000147174.11	2.40e-3
CUEDC1	ENSG00000180891.12	2.41e-3
UGT2B15	ENSG00000196620.8	2.42e-3
CRB3	ENSG00000130545.15	2.43e-3
GAS6-AS2	ENSG00000272695.1	2.43e-3
RAD9A	ENSG00000172613.7	2.44e-3
CALD1	ENSG00000122786.19	2.45e-3
PILRB	ENSG00000121716.18	2.47e-3
DAD1	ENSG00000129562.10	2.48e-3
ADRA1D	ENSG00000171873.7	2.48e-3
AVPR1A	ENSG00000166148.3	2.49e-3
GS1-166A23.2	ENSG00000272361.2	2.50e-3
LINC01341	ENSG00000227953.6	2.52e-3
NRG3	ENSG00000185737.12	2.52e-3
REXO2	ENSG00000076043.9	2.54e-3
SLC26A8	ENSG00000112053.13	2.54e-3
METTL24	ENSG00000053328.8	2.54e-3
ADAMTS16	ENSG00000145536.15	2.58e-3
F10	ENSG00000126218.11	2.59e-3
C14orf132	ENSG00000227051.5	2.59e-3
ZNF559-ZNF177	ENSG00000270011.6	2.60e-3
TTLL7	ENSG00000137941.16	2.61e-3
RP11-180N14.1	ENSG00000272511.1	2.62e-3
RP11-561O23.5	ENSG00000234394.8	2.63e-3
VSTM4	ENSG00000165633.12	2.64e-3
NGF	ENSG00000134259.3	2.65e-3
MAP1B	ENSG00000131711.14	2.65e-3
ZDHHC21	ENSG00000175893.11	2.65e-3
PALLD	ENSG00000129116.17	2.68e-3
TST	ENSG00000128311.13	2.69e-3
ANXA6	ENSG00000197043.13	2.70e-3
KIAA1919	ENSG00000173214.5	2.70e-3
RP11-789C17.1	ENSG00000265413.1	2.71e-3
PDE1A	ENSG00000115252.18	2.74e-3
PPP2R3B	ENSG00000167393.16	2.76e-3
LINC00930	ENSG00000258647.5	2.77e-3
COL8A2	ENSG00000171812.10	2.77e-3
EVC	ENSG00000072840.12	2.78e-3
CTC-524C5.2	ENSG00000263272.1	2.81e-3
SOBP	ENSG00000112320.11	2.82e-3
CHRDL1	ENSG00000101938.14	2.83e-3
LYPD6	ENSG00000187123.14	2.83e-3
SLC16A8	ENSG00000100156.10	2.83e-3
AJ271736.10	ENSG00000270726.5	2.83e-3
STX16-NPEPL1	ENSG00000254995.4	2.84e-3
RP1-267L14.6	ENSG00000274227.1	2.85e-3
CLDN15	ENSG00000106404.13	2.86e-3
LRRFIP2	ENSG00000093167.17	2.86e-3
CTD-2199O4.7	ENSG00000271998.1	2.87e-3
VDAC1P8	ENSG00000229036.7	2.87e-3
CTC-479C5.12	ENSG00000261884.2	2.87e-3
PSCA	ENSG00000167653.4	2.88e-3
SGK2	ENSG00000101049.14	2.90e-3
EML1	ENSG00000066629.16	2.90e-3
ZFP14	ENSG00000142065.13	2.91e-3
RP11-506H21.5	ENSG00000278627.1	2.91e-3
CRMP1	ENSG00000072832.14	2.91e-3
TCHH	ENSG00000159450.12	2.91e-3
MEOX2	ENSG00000106511.5	2.92e-3
