Gene Symbol	Gene ID	P-Value (Survival os)
RAB6B	ENSG00000154917.10	9.23e-4
MSRB3	ENSG00000174099.10	9.28e-4
RP1-261G23.7	ENSG00000272114.1	9.28e-4
DDX26B	ENSG00000165359.14	9.32e-4
TMC8	ENSG00000167895.14	9.52e-4
FAM95B1	ENSG00000274628.4	9.69e-4
AC113404.1	ENSG00000254893.5	9.72e-4
AKNA	ENSG00000106948.16	9.84e-4
TUBGCP6	ENSG00000128159.11	9.87e-4
PRSS36	ENSG00000178226.10	9.95e-4
PBX4	ENSG00000105717.13	1.03e-3
RP11-83J16.3	ENSG00000259751.1	1.04e-3
ERG	ENSG00000157554.18	1.04e-3
RP11-713N11.6	ENSG00000276842.1	1.05e-3
ZNF317	ENSG00000130803.14	1.06e-3
FNDC4	ENSG00000115226.9	1.07e-3
CTC-205M6.5	ENSG00000260841.1	1.08e-3
TYRP1	ENSG00000107165.12	1.08e-3
SH2D4B	ENSG00000178217.13	1.09e-3
RP11-54A9.1	ENSG00000257219.5	1.10e-3
LINC01281	ENSG00000235304.1	1.10e-3
APOBEC3B	ENSG00000179750.15	1.10e-3
CETN2	ENSG00000147400.8	1.11e-3
RP11-230F18.6	ENSG00000276916.1	1.12e-3
IFI30	ENSG00000216490.3	1.12e-3
TOMM20	ENSG00000173726.10	1.13e-3
CTB-55O6.13	ENSG00000275091.1	1.15e-3
HECW1	ENSG00000002746.14	1.16e-3
LIG1	ENSG00000105486.13	1.19e-3
ZNF831	ENSG00000124203.5	1.20e-3
KCND2	ENSG00000184408.9	1.20e-3
CD46	ENSG00000117335.18	1.20e-3
PRDM4	ENSG00000110851.11	1.21e-3
GJD3	ENSG00000183153.6	1.22e-3
SLC6A17	ENSG00000197106.6	1.23e-3
RSPH3	ENSG00000130363.11	1.24e-3
AC137932.6	ENSG00000261253.2	1.25e-3
RP11-344P13.6	ENSG00000272583.1	1.26e-3
STX7	ENSG00000079950.13	1.27e-3
FOXP3	ENSG00000049768.14	1.31e-3
TRGV3	ENSG00000211699.2	1.32e-3
APOO	ENSG00000184831.13	1.34e-3
MYBPC2	ENSG00000086967.9	1.34e-3
WWC2-AS2	ENSG00000251359.4	1.36e-3
UBASH3A	ENSG00000160185.13	1.39e-3
WDR38	ENSG00000136918.7	1.39e-3
ETF1P2	ENSG00000240132.1	1.41e-3
LINC00632	ENSG00000203930.10	1.42e-3
CD3D	ENSG00000167286.9	1.42e-3
CCR7	ENSG00000126353.3	1.43e-3
SERINC1	ENSG00000111897.6	1.46e-3
SYNGR3	ENSG00000127561.14	1.47e-3
CCDC42B	ENSG00000186710.11	1.49e-3
RIBC2	ENSG00000128408.8	1.52e-3
CDH2	ENSG00000170558.8	1.53e-3
RP11-802O23.3	ENSG00000272182.1	1.54e-3
CYP4F12	ENSG00000186204.14	1.57e-3
RP11-298I3.5	ENSG00000259132.1	1.59e-3
TRBV24-1	ENSG00000211750.2	1.61e-3
TYK2	ENSG00000105397.13	1.62e-3
AC109333.10	ENSG00000227495.1	1.62e-3
MGAT2	ENSG00000168282.5	1.65e-3
KPNA3	ENSG00000102753.9	1.67e-3
GPHN	ENSG00000171723.15	1.68e-3
RP11-96D1.11	ENSG00000262160.1	1.69e-3
RP11-539L10.2	ENSG00000246526.2	1.73e-3
RP13-349O20.2	ENSG00000281091.2	1.73e-3
MME	ENSG00000196549.10	1.75e-3
MYBPC3	ENSG00000134571.10	1.75e-3
NUBP1	ENSG00000103274.10	1.78e-3
MFI2-AS1	ENSG00000228109.1	1.79e-3
EPHB6	ENSG00000106123.11	1.79e-3
CRTAC1	ENSG00000095713.13	1.90e-3
SLC15A3	ENSG00000110446.9	1.91e-3
MFAP3	ENSG00000037749.11	1.91e-3
SERPINA3	ENSG00000273259.2	1.92e-3
SPRY4	ENSG00000187678.8	1.93e-3
SNAI3	ENSG00000185669.5	1.94e-3
FNDC3A	ENSG00000102531.16	1.95e-3
CD2	ENSG00000116824.4	1.95e-3
PCDHGA10	ENSG00000253846.2	1.99e-3
TRIM74	ENSG00000155428.12	2.01e-3
PKD2L1	ENSG00000107593.16	2.03e-3
RP3-473L9.4	ENSG00000257595.2	2.03e-3
RP11-15E1.5	ENSG00000274893.1	2.05e-3
ACTG1P17	ENSG00000259315.1	2.05e-3
HELLS	ENSG00000119969.14	2.07e-3
RP11-423F24.3	ENSG00000227934.1	2.08e-3
RMI2	ENSG00000175643.8	2.10e-3
POLA2	ENSG00000014138.8	2.13e-3
GAPDH	ENSG00000111640.14	2.13e-3
AC058791.1	ENSG00000226380.7	2.15e-3
RP11-146I2.1	ENSG00000234261.3	2.15e-3
TRAV24	ENSG00000211805.1	2.15e-3
ADAMTS12	ENSG00000151388.10	2.16e-3
AC005944.2	ENSG00000267469.1	2.16e-3
GS1-393G12.14	ENSG00000272115.1	2.17e-3
LY9	ENSG00000122224.17	2.19e-3
IDO2	ENSG00000188676.13	2.20e-3
SOX21-AS1	ENSG00000227640.2	2.23e-3
CD164	ENSG00000135535.14	2.24e-3
EGFR-AS1	ENSG00000224057.1	2.25e-3
PPP1R27	ENSG00000182676.4	2.27e-3
RP11-493L12.4	ENSG00000258181.1	2.28e-3
APOBEC3D	ENSG00000243811.7	2.30e-3
SMIM1	ENSG00000235169.7	2.31e-3
TTC16	ENSG00000167094.15	2.32e-3
CCL17	ENSG00000102970.10	2.35e-3
RP11-597D13.9	ENSG00000248429.5	2.37e-3
NAT8B	ENSG00000204872.3	2.38e-3
FAM20C	ENSG00000177706.8	2.38e-3
LINC00402	ENSG00000235532.1	2.40e-3
PRKCDBP	ENSG00000170955.9	2.41e-3
TANC2	ENSG00000170921.14	2.43e-3
RP11-826F13.1	ENSG00000279459.1	2.43e-3
RP3-467L1.4	ENSG00000236266.1	2.45e-3
ADAM9	ENSG00000168615.11	2.45e-3
TRBV25-1	ENSG00000211751.7	2.47e-3
TCN2	ENSG00000185339.8	2.47e-3
RP11-66N11.8	ENSG00000260081.1	2.48e-3
AKR1A1	ENSG00000117448.13	2.48e-3
SLAMF6	ENSG00000162739.13	2.48e-3
RP11-58E21.4	ENSG00000258946.5	2.48e-3
LILRA4	ENSG00000239961.2	2.50e-3
CTD-2171N6.1	ENSG00000267013.5	2.51e-3
TGFBI	ENSG00000120708.16	2.51e-3
CDK5RAP3	ENSG00000108465.14	2.54e-3
ANXA2P2	ENSG00000231991.4	2.55e-3
EMX2OS	ENSG00000229847.8	2.55e-3
ARMT1	ENSG00000146476.10	2.55e-3
CYSLTR2	ENSG00000152207.7	2.56e-3
PDE1C	ENSG00000154678.16	2.58e-3
CTD-2231E14.8	ENSG00000269243.1	2.59e-3
ATG4D	ENSG00000130734.9	2.59e-3
CKB	ENSG00000166165.12	2.62e-3
RBM38	ENSG00000132819.16	2.64e-3
HHEX	ENSG00000152804.10	2.66e-3
F8	ENSG00000185010.13	2.66e-3
CAP1	ENSG00000131236.16	2.67e-3
SSBP3	ENSG00000157216.15	2.68e-3
RP11-297C4.6	ENSG00000280137.1	2.70e-3
TRBV29-1	ENSG00000232869.2	2.71e-3
H3F3AP6	ENSG00000178458.5	2.72e-3
RN7SL4P	ENSG00000263740.2	2.74e-3
NDFIP2	ENSG00000102471.13	2.75e-3
IGF2R	ENSG00000197081.12	2.80e-3
CCDC71L	ENSG00000253276.2	2.81e-3
CD1E	ENSG00000158488.15	2.81e-3
GOLT1B	ENSG00000111711.9	2.82e-3
TRBV6-6	ENSG00000211724.3	2.83e-3
RP11-452L6.8	ENSG00000277543.1	2.83e-3
RP11-756J15.2	ENSG00000279275.1	2.85e-3
STARD3NL	ENSG00000010270.13	2.85e-3
AC073043.1	ENSG00000232732.9	2.86e-3
KLF7	ENSG00000118263.14	2.86e-3
URB1	ENSG00000142207.6	2.86e-3
RNF31	ENSG00000092098.16	2.87e-3
ASL	ENSG00000126522.16	2.87e-3
APCDD1L-AS1	ENSG00000231290.5	2.87e-3
RP11-400F19.18	ENSG00000267632.1	2.87e-3
FAM210A	ENSG00000177150.12	2.90e-3
RP11-637A17.2	ENSG00000247363.2	2.90e-3
AK4P1	ENSG00000263535.1	2.90e-3
RP11-564A8.4	ENSG00000226945.1	2.92e-3
ANKRD20A3	ENSG00000276203.4	2.96e-3
DLEU1	ENSG00000176124.11	2.98e-3
SLAMF1	ENSG00000117090.14	2.99e-3
SPCS3	ENSG00000129128.12	3.00e-3
RP5-1099D15.1	ENSG00000235036.4	3.02e-3
SMAP1	ENSG00000112305.14	3.03e-3
SEC61G	ENSG00000132432.13	3.03e-3
CCT3	ENSG00000163468.14	3.03e-3
XXbac-BPG27H4.8	ENSG00000237923.1	3.05e-3
TCP1P1	ENSG00000229161.2	3.05e-3
NXF1	ENSG00000162231.13	3.06e-3
AF127936.9	ENSG00000235609.7	3.07e-3
C16orf54	ENSG00000185905.3	3.07e-3
TCTEX1D2	ENSG00000213123.10	3.07e-3
CTD-2006C1.13	ENSG00000267179.1	3.08e-3
GNAS-AS1	ENSG00000235590.7	3.10e-3
PRKCB	ENSG00000166501.12	3.11e-3
KIRREL	ENSG00000183853.17	3.12e-3
RP11-488C13.5	ENSG00000258301.3	3.16e-3
CTD-2325M2.1	ENSG00000267939.1	3.19e-3
CX3CL1	ENSG00000006210.6	3.21e-3
CD5	ENSG00000110448.10	3.22e-3
PCED1B-AS1	ENSG00000247774.6	3.24e-3
SEPT1	ENSG00000180096.11	3.25e-3
LINC01337	ENSG00000251221.1	3.25e-3
CD1C	ENSG00000158481.12	3.27e-3
ZNF623	ENSG00000183309.11	3.27e-3
TRGV2	ENSG00000233306.2	3.27e-3
KLRB1	ENSG00000111796.3	3.29e-3
ARAF	ENSG00000078061.12	3.30e-3
PQBP1	ENSG00000102103.15	3.31e-3
RP11-159D12.5	ENSG00000266086.1	3.32e-3
SERPINH1	ENSG00000149257.13	3.32e-3
AC004987.9	ENSG00000233225.3	3.33e-3
RP11-170M17.2	ENSG00000213609.3	3.34e-3
HK2P1	ENSG00000228612.2	3.38e-3
FASN	ENSG00000169710.6	3.39e-3
NME2	ENSG00000011052.21	3.41e-3
ANAPC5	ENSG00000089053.12	3.41e-3
TNKS2-AS1	ENSG00000228701.1	3.41e-3
KBTBD2	ENSG00000170852.10	3.46e-3
SV2A	ENSG00000159164.9	3.46e-3
RPL35P1	ENSG00000237991.3	3.47e-3
FAM129C	ENSG00000167483.17	3.48e-3
CCNI2	ENSG00000205089.7	3.48e-3
STX4	ENSG00000103496.14	3.49e-3
FKBP10	ENSG00000141756.18	3.51e-3
ADCY7	ENSG00000121281.12	3.51e-3
RP11-181C21.4	ENSG00000219201.4	3.53e-3
HNRNPCP7	ENSG00000228653.2	3.55e-3
NUS1	ENSG00000153989.7	3.56e-3
FUT7	ENSG00000180549.7	3.63e-3
RP1-197B17.3	ENSG00000257433.5	3.63e-3
NDUFA2	ENSG00000131495.8	3.64e-3
CHIT1	ENSG00000133063.15	3.65e-3
ERO1L	ENSG00000197930.12	3.68e-3
PAPPA	ENSG00000182752.9	3.68e-3
PPFIA4	ENSG00000143847.15	3.71e-3
RP11-158I13.2	ENSG00000259080.1	3.72e-3
OVOL3	ENSG00000105261.7	3.72e-3
EPHX2	ENSG00000120915.13	3.74e-3
ESM1	ENSG00000164283.12	3.75e-3
FSTL1	ENSG00000163430.9	3.78e-3
CTB-191K22.5	ENSG00000267815.1	3.80e-3
RP3-395M20.2	ENSG00000224387.1	3.80e-3
SFT2D1	ENSG00000198818.9	3.87e-3
POSTN	ENSG00000133110.14	3.87e-3
SLC7A10	ENSG00000130876.11	3.89e-3
ZNF776	ENSG00000152443.12	3.91e-3
GLTP	ENSG00000139433.9	3.92e-3
PCDHB3	ENSG00000113205.4	3.92e-3
SLC6A1	ENSG00000157103.10	3.94e-3
P4HA1	ENSG00000122884.12	3.97e-3
EGLN2	ENSG00000269858.5	4.00e-3
CRADD	ENSG00000169372.12	4.00e-3
ZC3H12D	ENSG00000178199.13	4.01e-3
AC021188.4	ENSG00000230747.1	4.02e-3
MMP1	ENSG00000196611.4	4.04e-3
AHCTF1	ENSG00000153207.14	4.05e-3
MSMO1	ENSG00000052802.12	4.05e-3
SCUBE1	ENSG00000159307.18	4.05e-3
AC069363.1	ENSG00000277089.4	4.07e-3
MYC	ENSG00000136997.14	4.10e-3
GNG12	ENSG00000172380.5	4.11e-3
RP11-367G6.3	ENSG00000272053.1	4.15e-3
RP11-51J9.5	ENSG00000271869.1	4.15e-3
A4GALT	ENSG00000128274.15	4.17e-3
RP11-90B9.3	ENSG00000273747.1	4.18e-3
PRDX2	ENSG00000167815.11	4.21e-3
JAK3	ENSG00000105639.18	4.21e-3
CXorf40A	ENSG00000197620.10	4.24e-3
FGF5	ENSG00000138675.16	4.25e-3
FHAD1	ENSG00000142621.19	4.26e-3
MCCC1	ENSG00000078070.11	4.26e-3
RP11-468E2.6	ENSG00000259371.2	4.29e-3
TLL2	ENSG00000095587.8	4.31e-3
RP11-142A22.3	ENSG00000278943.1	4.31e-3
FAM127B	ENSG00000203950.6	4.34e-3
GBAS	ENSG00000146729.9	4.40e-3
AC018755.16	ENSG00000269388.1	4.44e-3
DBIL5P	ENSG00000231784.8	4.45e-3
FAM50A	ENSG00000071859.14	4.49e-3
CYP51A1	ENSG00000001630.15	4.51e-3
DCTN2	ENSG00000175203.15	4.51e-3
RP1-12G14.7	ENSG00000233330.1	4.53e-3
DBH-AS1	ENSG00000225756.1	4.54e-3
RABGEF1	ENSG00000154710.15	4.55e-3
HIST1H3G	ENSG00000273983.1	4.56e-3
LSP1	ENSG00000130592.13	4.57e-3
ANKRD55	ENSG00000164512.17	4.58e-3
BDH1	ENSG00000161267.11	4.60e-3
RP4-694B14.8	ENSG00000278383.1	4.61e-3
RP11-200A1.1	ENSG00000240006.1	4.61e-3
KB-1572G7.2	ENSG00000273000.5	4.62e-3
GNB1	ENSG00000078369.17	4.62e-3
RHOD	ENSG00000173156.6	4.63e-3
TRMT11	ENSG00000066651.17	4.65e-3
IGHG3	ENSG00000211897.7	4.67e-3
LCN10	ENSG00000187922.13	4.67e-3
SHISA4	ENSG00000198892.6	4.68e-3
MYOZ3	ENSG00000164591.13	4.68e-3
DENND2D	ENSG00000162777.16	4.69e-3
PSMD10P2	ENSG00000226652.3	4.69e-3
P2RY8	ENSG00000182162.9	4.71e-3
TCEA3	ENSG00000204219.9	4.71e-3
RAB1A	ENSG00000138069.16	4.71e-3
RFWD2	ENSG00000143207.19	4.72e-3
CTC-246B18.8	ENSG00000268262.1	4.72e-3
ARRDC5	ENSG00000205784.2	4.73e-3
KLF17	ENSG00000171872.4	4.74e-3
DERL1	ENSG00000136986.9	4.74e-3
CNIH4	ENSG00000143771.11	4.76e-3
RP11-526I2.5	ENSG00000270127.2	4.79e-3
EFNA1	ENSG00000169242.11	4.79e-3
BTLA	ENSG00000186265.9	4.82e-3
CCDC157	ENSG00000187860.10	4.87e-3
LRP11	ENSG00000120256.9	4.87e-3
TRAV26-1	ENSG00000211807.3	4.89e-3
RNF6	ENSG00000127870.16	4.91e-3
P4HA2	ENSG00000072682.18	4.92e-3
MUSTN1	ENSG00000272573.5	4.93e-3
PKMYT1	ENSG00000127564.16	4.97e-3
EML6	ENSG00000214595.11	4.97e-3
C8G	ENSG00000176919.11	4.97e-3
TSEN54	ENSG00000182173.12	4.97e-3
MATN3	ENSG00000132031.12	4.98e-3
PCDHGC4	ENSG00000242419.5	5.02e-3
DOCK11	ENSG00000147251.15	5.02e-3
RP11-799B12.1	ENSG00000279332.1	5.05e-3
LINC00640	ENSG00000258479.5	5.05e-3
PRRG1	ENSG00000130962.17	5.06e-3
FAM207BP	ENSG00000228797.2	5.07e-3
RP11-586K12.1	ENSG00000279795.1	5.07e-3
FBXO25	ENSG00000147364.16	5.09e-3
LINC01213	ENSG00000244541.5	5.11e-3
RP11-317N8.4	ENSG00000257307.1	5.11e-3
C19orf52	ENSG00000142444.6	5.12e-3
COL4A2	ENSG00000134871.17	5.13e-3
PCDHGC5	ENSG00000240764.3	5.14e-3
CPSF1P1	ENSG00000214076.3	5.15e-3
CAMK2N2	ENSG00000163888.3	5.18e-3
VMA21	ENSG00000160131.13	5.19e-3
SUMF2	ENSG00000129103.17	5.20e-3
DGCR6L	ENSG00000128185.9	5.20e-3
GATS	ENSG00000239521.7	5.21e-3
LRRC37A14P	ENSG00000215771.2	5.25e-3
RIBC1	ENSG00000158423.16	5.25e-3
HEXDC	ENSG00000169660.15	5.26e-3
RBPJ	ENSG00000168214.20	5.26e-3
RPP30	ENSG00000148688.13	5.27e-3
URGCP	ENSG00000106608.16	5.29e-3
CTC-1337H24.4	ENSG00000275484.1	5.29e-3
PRAMENP	ENSG00000197549.9	5.33e-3
LRCH1	ENSG00000136141.14	5.36e-3
SLC35F5	ENSG00000115084.12	5.36e-3
TRAM1	ENSG00000067167.7	5.41e-3
PTMAP5	ENSG00000214182.5	5.41e-3
MAP7	ENSG00000135525.18	5.42e-3
CCR2	ENSG00000121807.5	5.42e-3
PEF1	ENSG00000162517.12	5.42e-3
AC074289.1	ENSG00000225889.7	5.44e-3
CYSLTR1	ENSG00000173198.5	5.44e-3
C2CD4B	ENSG00000205502.3	5.45e-3
ZNF628	ENSG00000197483.9	5.49e-3
ANGPTL6	ENSG00000130812.10	5.52e-3
LAT	ENSG00000213658.10	5.53e-3
TNFAIP6	ENSG00000123610.4	5.55e-3
RTCA	ENSG00000137996.12	5.57e-3
HEATR9	ENSG00000270379.5	5.59e-3
CCNH	ENSG00000134480.13	5.60e-3
TTYH3	ENSG00000136295.14	5.61e-3
RPS27A	ENSG00000143947.12	5.61e-3
ANKRD7	ENSG00000106013.12	5.62e-3
