Gene Symbol	Gene ID	P-Value (Survival os)
RNASEH1-AS1	ENSG00000234171.2	2.88e-3
PIANP	ENSG00000139200.13	2.88e-3
RP13-516M14.4	ENSG00000265692.1	2.89e-3
RP11-334G22.1	ENSG00000273063.1	2.89e-3
AC068533.7	ENSG00000249319.2	2.95e-3
RP11-736K20.6	ENSG00000246523.7	2.95e-3
LINC00467	ENSG00000153363.12	3.12e-3
CST9	ENSG00000173335.4	3.13e-3
RP11-670E13.6	ENSG00000274213.1	3.14e-3
GHDC	ENSG00000167925.15	3.15e-3
RP11-10A14.5	ENSG00000248538.6	3.16e-3
IMPA1	ENSG00000133731.9	3.18e-3
TMEM181	ENSG00000146433.8	3.19e-3
PMCH	ENSG00000183395.4	3.19e-3
GZMB	ENSG00000100453.12	3.21e-3
RP11-1081M5.1	ENSG00000253369.1	3.24e-3
LINC00488	ENSG00000214381.4	3.24e-3
ZBTB16	ENSG00000109906.13	3.25e-3
NTN5	ENSG00000142233.11	3.26e-3
BIVM-ERCC5	ENSG00000270181.1	3.26e-3
RP11-91I8.3	ENSG00000266441.1	3.30e-3
RP11-1018N14.5	ENSG00000267452.1	3.31e-3
RP11-599B13.3	ENSG00000263427.1	3.33e-3
STAC2	ENSG00000141750.6	3.33e-3
GLTSCR1	ENSG00000063169.10	3.34e-3
PSMA4	ENSG00000041357.15	3.34e-3
RP3-382I10.3	ENSG00000218793.1	3.37e-3
HMCN2	ENSG00000148357.16	3.37e-3
RP11-758I14.3	ENSG00000241358.1	3.41e-3
AC068499.10	ENSG00000268650.3	3.42e-3
SLC17A7	ENSG00000104888.9	3.43e-3
LINC01431	ENSG00000232645.5	3.44e-3
TRIL	ENSG00000255690.2	3.45e-3
CTD-3065J16.9	ENSG00000255224.1	3.46e-3
CTC-246B18.8	ENSG00000268262.1	3.49e-3
KCNS1	ENSG00000124134.8	3.50e-3
RP11-554D15.3	ENSG00000272243.5	3.55e-3
CSDAP1	ENSG00000261614.1	3.56e-3
RP11-855A2.2	ENSG00000279880.1	3.60e-3
WNK1	ENSG00000060237.16	3.61e-3
KATNA1	ENSG00000186625.13	3.66e-3
PFDN6	ENSG00000204220.9	3.68e-3
CTB-33G10.1	ENSG00000243829.1	3.69e-3
SH2D4B	ENSG00000178217.13	3.70e-3
LINC01127	ENSG00000281162.2	3.71e-3
ADAMTSL5	ENSG00000185761.10	3.71e-3
HSPB7	ENSG00000173641.17	3.73e-3
UBD	ENSG00000213886.3	3.75e-3
FANCB	ENSG00000181544.13	3.75e-3
RP11-678G14.3	ENSG00000268555.1	3.84e-3
NDUFB6	ENSG00000165264.10	3.87e-3
TSPAN9	ENSG00000011105.11	3.89e-3
RP11-402J6.3	ENSG00000250966.2	3.92e-3
RP11-404F10.2	ENSG00000228863.8	3.92e-3
TRBV5-1	ENSG00000211734.3	3.92e-3
BATF2	ENSG00000168062.9	3.93e-3
CLEC5A	ENSG00000258227.6	3.94e-3
RP11-350G8.5	ENSG00000228013.1	3.95e-3
USP32P2	ENSG00000233327.10	3.97e-3
MTRNR2L8	ENSG00000255823.2	3.97e-3
RP1-223E5.4	ENSG00000261071.1	3.98e-3
PC	ENSG00000173599.13	3.99e-3
DDX26B	ENSG00000165359.14	4.01e-3
GLRX5	ENSG00000182512.4	4.07e-3
NDST1	ENSG00000070614.14	4.13e-3
HNRNPA1P57	ENSG00000237442.3	4.15e-3
AIG1	ENSG00000146416.16	4.15e-3
LOXL4	ENSG00000138131.3	4.18e-3
PKP3	ENSG00000184363.9	4.21e-3
HINT2	ENSG00000137133.10	4.23e-3
CACNA1I	ENSG00000100346.17	4.23e-3
DNM1P35	ENSG00000246877.1	4.24e-3
ZNF316	ENSG00000205903.6	4.27e-3
TRIP6	ENSG00000087077.11	4.27e-3
RABAC1	ENSG00000105404.10	4.29e-3
AMMECR1	ENSG00000101935.9	4.29e-3
RPL21P120	ENSG00000244582.2	4.29e-3
RP11-284N8.3	ENSG00000259834.1	4.31e-3
AC114803.3	ENSG00000230432.1	4.37e-3
FOXK1	ENSG00000164916.10	4.37e-3
RP11-20G13.1	ENSG00000259341.1	4.51e-3
RNF103-CHMP3	ENSG00000249884.8	4.53e-3
TCHH	ENSG00000159450.12	4.64e-3
TFCP2L1	ENSG00000115112.7	4.65e-3
RP11-1081M5.2	ENSG00000260484.1	4.67e-3
SLC22A3	ENSG00000146477.5	4.69e-3
CST4	ENSG00000101441.4	4.76e-3
SSBP1	ENSG00000106028.10	4.76e-3
ZNF750	ENSG00000141579.6	4.85e-3
TRPM2	ENSG00000142185.16	4.92e-3
AC074183.3	ENSG00000280325.1	4.96e-3
EPB41L1	ENSG00000088367.20	4.99e-3
RP11-1094M14.8	ENSG00000267369.1	5.00e-3
RP4-631H13.6	ENSG00000230953.2	5.04e-3
ZFAS1	ENSG00000177410.12	5.04e-3
GPR12	ENSG00000132975.7	5.06e-3
FOXP4-AS1	ENSG00000234753.5	5.07e-3
ATP5SL	ENSG00000105341.18	5.12e-3
UTP14C	ENSG00000253797.2	5.14e-3
MRPL3	ENSG00000114686.8	5.15e-3
CRYAB	ENSG00000109846.7	5.17e-3
CTB-171A8.1	ENSG00000266903.1	5.17e-3
NOSIP	ENSG00000142546.13	5.18e-3
OR2I1P	ENSG00000237988.3	5.19e-3
KLK3	ENSG00000142515.14	5.30e-3
BMPR1B-AS1	ENSG00000249599.1	5.33e-3
RP11-46J23.1	ENSG00000272986.1	5.33e-3
CTSLP1	ENSG00000236417.2	5.34e-3
RP4-794H19.1	ENSG00000232453.5	5.43e-3
PDE7B	ENSG00000171408.13	5.46e-3
RP11-385F7.1	ENSG00000270761.1	5.48e-3
MTMR6	ENSG00000139505.11	5.49e-3
BLCAP	ENSG00000166619.12	5.51e-3
PLCH1	ENSG00000114805.16	5.57e-3
PDP1	ENSG00000164951.15	5.58e-3
AP001437.1	ENSG00000273210.1	5.61e-3
TEKT2	ENSG00000092850.11	5.66e-3
TBC1D2	ENSG00000095383.19	5.66e-3
SMIM10L1	ENSG00000256537.4	5.67e-3
SNHG10	ENSG00000247092.6	5.68e-3
IGLV3-1	ENSG00000211673.2	5.73e-3
HSPB2	ENSG00000170276.5	5.73e-3
AC003075.4	ENSG00000237773.5	5.73e-3
ALOX15	ENSG00000161905.12	5.74e-3
FLOT1	ENSG00000137312.14	5.75e-3
RP11-598F7.3	ENSG00000256948.1	5.77e-3
BLOC1S1	ENSG00000135441.7	5.79e-3
REPS1	ENSG00000135597.18	5.85e-3
MIR600HG	ENSG00000236901.4	5.86e-3
GAPDHP72	ENSG00000216624.2	5.88e-3
RP3-337H4.8	ENSG00000203362.2	5.92e-3
VSX1	ENSG00000100987.14	6.04e-3
GS1-124K5.12	ENSG00000232559.3	6.05e-3
FANCG	ENSG00000221829.9	6.07e-3
RP11-111M22.3	ENSG00000255135.3	6.07e-3
MYZAP	ENSG00000263155.5	6.08e-3
LRRC19	ENSG00000184434.7	6.09e-3
CD3D	ENSG00000167286.9	6.13e-3
AC078941.1	ENSG00000236780.5	6.18e-3
NUMBL	ENSG00000105245.9	6.21e-3
ARRDC2	ENSG00000105643.9	6.21e-3
CNPPD1	ENSG00000115649.15	6.23e-3
LSM2	ENSG00000204392.10	6.24e-3
CH507-216K13.1	ENSG00000279062.1	6.24e-3
RP1-313I6.12	ENSG00000272009.1	6.26e-3
RPL5P3	ENSG00000242276.2	6.26e-3
AC013264.2	ENSG00000231621.1	6.27e-3
RP11-10A14.4	ENSG00000253426.5	6.28e-3
GLTSCR2	ENSG00000105373.18	6.31e-3
CDSN	ENSG00000204539.3	6.35e-3
LYAR	ENSG00000145220.13	6.40e-3
DHRS9	ENSG00000073737.16	6.45e-3
KLHL14	ENSG00000197705.9	6.47e-3
RP11-399K21.11	ENSG00000270087.5	6.48e-3
LILRA2	ENSG00000239998.5	6.51e-3
RIN2	ENSG00000132669.12	6.52e-3
RUNX1	ENSG00000159216.18	6.52e-3
ECE1	ENSG00000117298.14	6.53e-3
CENPBD1P1	ENSG00000213753.10	6.56e-3
SRFBP1	ENSG00000151304.5	6.62e-3
CICP14	ENSG00000281490.1	6.66e-3
CCDC80	ENSG00000091986.15	6.67e-3
CCL18	ENSG00000275385.1	6.68e-3
TRAPPC5	ENSG00000181029.8	6.69e-3
ATOH7	ENSG00000179774.8	6.70e-3
RP1-315G1.3	ENSG00000232412.1	6.72e-3
PPAP2B	ENSG00000162407.8	6.76e-3
NR2F1	ENSG00000175745.11	6.80e-3
LYVE1	ENSG00000133800.8	6.80e-3
SNX8	ENSG00000106266.8	6.81e-3
TRBV30	ENSG00000237254.2	6.81e-3
XPC	ENSG00000154767.14	6.82e-3
SUGT1	ENSG00000165416.14	6.84e-3
RP11-886P16.10	ENSG00000279827.1	6.85e-3
SUSD2	ENSG00000099994.10	6.88e-3
MITF	ENSG00000187098.14	6.92e-3
RNF148	ENSG00000235631.1	6.93e-3
RP11-761I4.4	ENSG00000271725.1	6.96e-3
ATP1A3	ENSG00000105409.15	7.01e-3
ZSCAN16	ENSG00000196812.4	7.02e-3
RP11-463O9.9	ENSG00000270020.1	7.03e-3
ARHGEF26	ENSG00000114790.12	7.07e-3
TBX20	ENSG00000164532.10	7.09e-3
RP11-638I2.9	ENSG00000258521.1	7.13e-3
RP11-888D10.3	ENSG00000264964.1	7.13e-3
SDF2L1	ENSG00000128228.4	7.14e-3
GALNT9	ENSG00000182870.12	7.20e-3
MRPS31P4	ENSG00000250299.5	7.21e-3
RP11-469H8.6	ENSG00000257588.1	7.27e-3
AHNAK	ENSG00000124942.13	7.27e-3
KCNE2	ENSG00000159197.3	7.28e-3
ARL5C	ENSG00000141748.12	7.30e-3
SLAMF7	ENSG00000026751.16	7.30e-3
RP11-35O15.2	ENSG00000278022.1	7.30e-3
SLC4A11	ENSG00000088836.12	7.36e-3
UBXN10-AS1	ENSG00000225986.1	7.38e-3
AC074286.1	ENSG00000213963.6	7.40e-3
RP4-647J21.1	ENSG00000260997.1	7.42e-3
SLPI	ENSG00000124107.5	7.47e-3
RP11-532F6.2	ENSG00000219712.1	7.49e-3
RP11-468N14.13	ENSG00000272626.1	7.54e-3
FMO2	ENSG00000094963.13	7.55e-3
RP11-214O1.2	ENSG00000266709.1	7.63e-3
AC004775.5	ENSG00000272203.1	7.63e-3
RP11-83B20.7	ENSG00000280097.1	7.66e-3
EEF1E1	ENSG00000124802.11	7.76e-3
LINC00664	ENSG00000268658.5	7.77e-3
PEAR1	ENSG00000187800.13	7.80e-3
RP11-789C17.3	ENSG00000266149.1	7.82e-3
TRBV11-2	ENSG00000241657.1	7.83e-3
SLC25A52	ENSG00000141437.8	7.83e-3
CMC1	ENSG00000187118.12	7.93e-3
CCR7	ENSG00000126353.3	7.96e-3
MAGOHB	ENSG00000111196.9	7.99e-3
HPDL	ENSG00000186603.5	8.00e-3
TRAV19	ENSG00000211799.3	8.04e-3
RP11-282A11.4	ENSG00000277863.1	8.04e-3
TRIP13	ENSG00000071539.13	8.05e-3
IFNG-AS1	ENSG00000255733.5	8.06e-3
RP11-51J9.5	ENSG00000271869.1	8.07e-3
RP11-16E12.2	ENSG00000259772.6	8.08e-3
EXOC6B	ENSG00000144036.14	8.10e-3
MEA1	ENSG00000124733.3	8.11e-3
LTV1	ENSG00000135521.8	8.15e-3
KIAA0319	ENSG00000137261.13	8.24e-3
MRPL14	ENSG00000180992.6	8.25e-3
TRBV19	ENSG00000211746.3	8.27e-3
AC009542.2	ENSG00000231794.5	8.29e-3
SNRPA1	ENSG00000131876.16	8.35e-3
ARHGEF17	ENSG00000110237.3	8.35e-3
ELMSAN1	ENSG00000156030.12	8.40e-3
SEC1P	ENSG00000232871.8	8.40e-3
SLC27A3	ENSG00000143554.13	8.42e-3
RBM34	ENSG00000188739.14	8.47e-3
TAP1	ENSG00000168394.10	8.51e-3
CXCL10	ENSG00000169245.5	8.53e-3
SRGAP1	ENSG00000196935.8	8.54e-3
STARD5	ENSG00000172345.13	8.56e-3
KCMF1	ENSG00000176407.17	8.61e-3
TRBC2	ENSG00000211772.8	8.61e-3
PRELID1	ENSG00000169230.9	8.64e-3
AL035610.2	ENSG00000236532.5	8.66e-3
UBE2L6	ENSG00000156587.15	8.67e-3
JADE2	ENSG00000043143.20	8.69e-3
CTD-3214H19.4	ENSG00000268400.5	8.72e-3
RP11-388C12.1	ENSG00000263063.1	8.72e-3
SYDE1	ENSG00000105137.12	8.73e-3
ZNF271P	ENSG00000257267.2	8.74e-3
NAT16	ENSG00000167011.8	8.78e-3
RP5-1180E21.5	ENSG00000273221.1	8.79e-3
RASSF8	ENSG00000123094.15	8.81e-3
RPL22L1	ENSG00000163584.17	8.83e-3
FBXL20	ENSG00000108306.11	8.85e-3
RP11-376P6.3	ENSG00000273368.1	8.86e-3
C10orf142	ENSG00000277288.3	8.87e-3
ANKHD1-EIF4EBP3	ENSG00000254996.5	8.87e-3
BNIP3P16	ENSG00000267641.1	8.88e-3
NAA38	ENSG00000183011.13	8.90e-3
KCNMB3P1	ENSG00000239435.2	8.95e-3
C9orf129	ENSG00000204352.2	8.96e-3
TOMM5	ENSG00000175768.12	8.96e-3
MUC4	ENSG00000145113.21	9.05e-3
CNPY2	ENSG00000257727.5	9.09e-3
ABCA13	ENSG00000179869.14	9.09e-3
GPR89B	ENSG00000188092.14	9.10e-3
HSPB2-C11orf52	ENSG00000254445.1	9.10e-3
ZP1	ENSG00000149506.10	9.14e-3
RP11-490B18.5	ENSG00000276408.1	9.16e-3
RP11-572M11.4	ENSG00000240057.5	9.16e-3
TSC22D4	ENSG00000166925.8	9.21e-3
MXRA5Y	ENSG00000235649.2	9.23e-3
LL0XNC01-36H8.1	ENSG00000279155.1	9.31e-3
RP11-337A23.6	ENSG00000253400.1	9.36e-3
RP11-305B6.1	ENSG00000259137.1	9.37e-3
RHPN2	ENSG00000131941.7	9.38e-3
ERC1	ENSG00000082805.19	9.38e-3
RP11-661A12.12	ENSG00000254812.1	9.38e-3
IGLON5	ENSG00000142549.9	9.38e-3
CTD-2199O4.6	ENSG00000272417.1	9.41e-3
ZNF337	ENSG00000130684.13	9.46e-3
PSG4	ENSG00000243137.7	9.48e-3
CD2	ENSG00000116824.4	9.48e-3
GP1BB	ENSG00000203618.5	9.49e-3
MMP17	ENSG00000198598.6	9.49e-3
RP1-257A7.5	ENSG00000272379.1	9.51e-3
RP11-25G10.2	ENSG00000232739.1	9.52e-3
RP11-96L14.7	ENSG00000236782.5	9.55e-3
GPR37	ENSG00000170775.2	9.57e-3
TXNIP	ENSG00000265972.5	9.59e-3
OXCT2P1	ENSG00000237624.1	9.64e-3
TEX38	ENSG00000186118.8	9.64e-3
HMGXB3	ENSG00000113716.12	9.67e-3
RP11-374M1.2	ENSG00000231527.5	9.69e-3
KRT7	ENSG00000135480.14	9.70e-3
RP11-119D9.1	ENSG00000251637.6	9.71e-3
CDC20B	ENSG00000164287.12	9.73e-3
CTB-41I6.1	ENSG00000266389.1	9.76e-3
SLC12A1	ENSG00000074803.17	9.77e-3
AKAP11	ENSG00000023516.8	9.77e-3
FOXA2	ENSG00000125798.14	9.81e-3
DDRGK1	ENSG00000198171.12	9.81e-3
CTA-292E10.8	ENSG00000272858.1	9.81e-3
CD274	ENSG00000120217.13	9.82e-3
EMC9	ENSG00000100908.13	9.83e-3
SAGE1	ENSG00000181433.9	9.84e-3
SCN4B	ENSG00000177098.8	9.86e-3
RP11-403A21.1	ENSG00000265752.2	9.87e-3
NRSN2-AS1	ENSG00000225377.5	9.87e-3
DHRS4L2	ENSG00000187630.14	9.89e-3
RP11-90D4.3	ENSG00000256101.5	9.94e-3
RP11-305L7.6	ENSG00000229694.6	9.95e-3
bP-2171C21.4	ENSG00000279414.1	9.98e-3
SOX18	ENSG00000203883.6	9.98e-3
DCUN1D5	ENSG00000137692.11	9.99e-3
KLRC3	ENSG00000205810.8	1.00e-2
KRT19	ENSG00000171345.13	1.00e-2
LRRC16A	ENSG00000079691.16	1.01e-2
ARID1B	ENSG00000049618.21	1.01e-2
ALPL	ENSG00000162551.13	1.01e-2
ZNF711	ENSG00000147180.16	1.02e-2
MICU2	ENSG00000165487.13	1.02e-2
MATK	ENSG00000007264.13	1.02e-2
MGST2	ENSG00000085871.8	1.02e-2
C6orf120	ENSG00000185127.6	1.02e-2
ZC3H8	ENSG00000144161.12	1.02e-2
DENND5B	ENSG00000170456.14	1.02e-2
CIZ1	ENSG00000148337.19	1.03e-2
CXCL9	ENSG00000138755.5	1.03e-2
SLC22A2	ENSG00000112499.12	1.03e-2
FAM207A	ENSG00000160256.12	1.03e-2
ZNF780B	ENSG00000128000.15	1.03e-2
ANGPT4	ENSG00000101280.7	1.03e-2
TRBV25-1	ENSG00000211751.7	1.03e-2
TIMM8B	ENSG00000150779.11	1.03e-2
ALDH1A2	ENSG00000128918.14	1.03e-2
CABP4	ENSG00000175544.13	1.03e-2
MLLT4	ENSG00000130396.20	1.04e-2
CD27	ENSG00000139193.3	1.04e-2
TPCN1	ENSG00000186815.12	1.04e-2
PDE2A	ENSG00000186642.15	1.04e-2
KAZN	ENSG00000189337.15	1.04e-2
RP11-449J21.5	ENSG00000267128.1	1.04e-2
RP11-342K6.1	ENSG00000270696.1	1.05e-2
CLUH	ENSG00000132361.16	1.06e-2
RP11-490O24.2	ENSG00000223470.3	1.06e-2
CTC-448F2.6	ENSG00000266910.1	1.06e-2
