Gene Symbol	Gene ID	P-Value (Survival os)
PROM2	ENSG00000155066.15	3.22e-4
VDAC1P2	ENSG00000213856.3	3.23e-4
CLPTM1L	ENSG00000049656.13	3.44e-4
RP11-44N11.3	ENSG00000272043.1	3.66e-4
HSPA8P1	ENSG00000234176.1	3.66e-4
AIFM1	ENSG00000156709.13	3.79e-4
RP11-686D22.10	ENSG00000267554.1	3.83e-4
CD3E	ENSG00000198851.9	3.89e-4
RP11-211G3.2	ENSG00000223401.1	4.01e-4
MAFA-AS1	ENSG00000254338.1	4.16e-4
LMAN2	ENSG00000169223.14	4.24e-4
TRBV5-1	ENSG00000211734.3	4.41e-4
PAX7	ENSG00000009709.11	4.61e-4
CD74	ENSG00000019582.14	4.66e-4
NUP43	ENSG00000120253.13	4.69e-4
TESPA1	ENSG00000135426.14	4.95e-4
AC137932.6	ENSG00000261253.2	5.06e-4
RP1-193H18.2	ENSG00000267194.1	5.06e-4
SLC6A3	ENSG00000142319.17	5.12e-4
PITRM1	ENSG00000107959.15	5.22e-4
TNFRSF13B	ENSG00000240505.8	5.28e-4
C10orf67	ENSG00000179133.11	5.32e-4
CD40LG	ENSG00000102245.7	5.32e-4
RP11-551L14.4	ENSG00000226472.7	5.45e-4
IVL	ENSG00000163207.6	5.53e-4
AC006042.8	ENSG00000233264.2	5.54e-4
TCN1	ENSG00000134827.7	5.87e-4
KLRB1	ENSG00000111796.3	5.88e-4
RP11-405A12.1	ENSG00000256849.1	5.91e-4
FAM159A	ENSG00000182183.14	6.02e-4
MORF4L2	ENSG00000123562.16	6.05e-4
FABP7	ENSG00000164434.11	6.08e-4
MROH7	ENSG00000184313.19	6.08e-4
CD79A	ENSG00000105369.9	6.09e-4
MAPT-AS1	ENSG00000264589.1	6.13e-4
STAT4	ENSG00000138378.17	6.25e-4
OR51E2	ENSG00000167332.7	6.28e-4
ALG3	ENSG00000214160.9	6.28e-4
RP11-444E17.6	ENSG00000272442.2	6.35e-4
C8orf76	ENSG00000189376.11	6.43e-4
TRBV25-1	ENSG00000211751.7	6.63e-4
CTC-498J12.1	ENSG00000250237.1	6.69e-4
PCMT1	ENSG00000120265.16	6.78e-4
RP6-65G23.5	ENSG00000275630.1	6.90e-4
C11orf84	ENSG00000168005.8	7.16e-4
RP11-431K24.1	ENSG00000238290.1	7.33e-4
RP11-386M24.4	ENSG00000258741.3	7.35e-4
MURC	ENSG00000170681.6	7.39e-4
RP11-745A24.2	ENSG00000242667.1	7.46e-4
ARPP21	ENSG00000172995.16	7.47e-4
AHRR	ENSG00000063438.16	7.65e-4
RP11-277P12.6	ENSG00000255641.1	7.67e-4
SLC35C1	ENSG00000181830.8	7.78e-4
AC109333.10	ENSG00000227495.1	7.84e-4
KRT6B	ENSG00000185479.5	8.04e-4
AC007318.5	ENSG00000172974.11	8.05e-4
RP11-116O18.3	ENSG00000267193.5	8.22e-4
IGKV2D-24	ENSG00000241566.1	8.30e-4
RP11-1070N10.3	ENSG00000258572.1	8.32e-4
LRP11	ENSG00000120256.9	8.39e-4
HDAC2	ENSG00000196591.11	8.47e-4
IGHV3-64	ENSG00000223648.3	8.56e-4
TARS	ENSG00000113407.13	8.80e-4
SERAC1	ENSG00000122335.13	8.82e-4
RP11-153M3.1	ENSG00000257576.1	8.90e-4
KRT15	ENSG00000171346.13	8.98e-4
RP11-693J15.5	ENSG00000205056.8	8.98e-4
AC241377.2	ENSG00000281741.1	9.11e-4
EMC2	ENSG00000104412.7	9.17e-4
BTLA	ENSG00000186265.9	9.18e-4
RP11-770G2.2	ENSG00000255557.1	9.39e-4
ITGAE	ENSG00000083457.11	1.00e-3
STXBP5-AS1	ENSG00000233452.6	1.01e-3
PTPN11	ENSG00000179295.15	1.01e-3
ICOSLG	ENSG00000160223.16	1.02e-3
RP11-567F11.1	ENSG00000281469.1	1.02e-3
DTHD1	ENSG00000197057.8	1.06e-3
ELAC2	ENSG00000006744.18	1.11e-3
GRIK2	ENSG00000164418.19	1.11e-3
RP11-155O18.6	ENSG00000272100.1	1.12e-3
LINC00861	ENSG00000245164.6	1.12e-3
IFNG	ENSG00000111537.4	1.13e-3
MRPS28	ENSG00000147586.9	1.15e-3
RAC2	ENSG00000128340.14	1.17e-3
RP4-635E18.7	ENSG00000226849.1	1.17e-3
TMEM31	ENSG00000179363.6	1.17e-3
NDUFAB1	ENSG00000004779.9	1.18e-3
FAM127B	ENSG00000203950.6	1.18e-3
PLAC8	ENSG00000145287.10	1.19e-3
PDXP	ENSG00000241360.1	1.19e-3
PFN1P1	ENSG00000233328.3	1.19e-3
ZNF75D	ENSG00000186376.14	1.19e-3
NRBP1	ENSG00000115216.13	1.20e-3
PRPF18	ENSG00000165630.13	1.20e-3
MORC4	ENSG00000133131.14	1.20e-3
SLC27A6	ENSG00000113396.12	1.20e-3
GCGR	ENSG00000215644.9	1.23e-3
PDSS2	ENSG00000164494.11	1.24e-3
TAPBPL	ENSG00000139192.11	1.26e-3
RP11-472K17.3	ENSG00000279965.1	1.26e-3
GRPEL1	ENSG00000109519.12	1.27e-3
COX18	ENSG00000163626.16	1.29e-3
AP1S1	ENSG00000106367.13	1.29e-3
CAMKV	ENSG00000164076.16	1.31e-3
RP11-530A18.1	ENSG00000220685.3	1.33e-3
TRBV29-1	ENSG00000232869.2	1.33e-3
TRAT1	ENSG00000163519.13	1.34e-3
ARID1B	ENSG00000049618.21	1.37e-3
MIA	ENSG00000261857.6	1.38e-3
RP11-285E23.2	ENSG00000274560.1	1.38e-3
RAB1B	ENSG00000174903.14	1.39e-3
TPD52	ENSG00000076554.15	1.40e-3
AC093616.4	ENSG00000234231.3	1.41e-3
TPD52L2	ENSG00000101150.17	1.42e-3
LACE1	ENSG00000135537.16	1.42e-3
KRT17	ENSG00000128422.15	1.44e-3
SERPINA1	ENSG00000197249.12	1.49e-3
TRAV8-4	ENSG00000211790.2	1.52e-3
PDCD2	ENSG00000071994.10	1.53e-3
IGF2R	ENSG00000197081.12	1.53e-3
CTD-2506J14.1	ENSG00000246084.2	1.54e-3
HLA-DQB2	ENSG00000232629.8	1.58e-3
RP11-153M7.3	ENSG00000250771.2	1.58e-3
MRPL49	ENSG00000149792.8	1.59e-3
IKBKAP	ENSG00000070061.14	1.61e-3
CHGA	ENSG00000100604.12	1.65e-3
ZPR1	ENSG00000109917.10	1.65e-3
TRBV5-5	ENSG00000211725.3	1.66e-3
DLK2	ENSG00000171462.14	1.67e-3
CYP2D8P	ENSG00000226450.2	1.67e-3
TMED9	ENSG00000184840.11	1.68e-3
DLG3	ENSG00000082458.11	1.70e-3
ALOX15	ENSG00000161905.12	1.72e-3
PNO1	ENSG00000115946.7	1.73e-3
C1GALT1C1	ENSG00000171155.7	1.73e-3
SNX12	ENSG00000147164.11	1.74e-3
MYBPH	ENSG00000133055.8	1.75e-3
CTC-231O11.1	ENSG00000253522.3	1.75e-3
PLAT	ENSG00000104368.17	1.75e-3
DNAJC5	ENSG00000101152.10	1.75e-3
SLC25A5	ENSG00000005022.5	1.76e-3
PCED1B-AS1	ENSG00000247774.6	1.76e-3
JCHAIN	ENSG00000132465.10	1.78e-3
SH3D21	ENSG00000214193.9	1.80e-3
ESRP1	ENSG00000104413.15	1.80e-3
CCT8	ENSG00000156261.12	1.81e-3
TMSB15A	ENSG00000158164.6	1.83e-3
MTRF1L	ENSG00000112031.15	1.83e-3
RP11-641D5.1	ENSG00000213178.3	1.84e-3
NUPR1	ENSG00000176046.8	1.85e-3
ITK	ENSG00000113263.12	1.85e-3
MED27	ENSG00000160563.13	1.86e-3
FAM181B	ENSG00000182103.4	1.86e-3
TRAV26-1	ENSG00000211807.3	1.86e-3
REPS1	ENSG00000135597.18	1.86e-3
IGKV6-21	ENSG00000211611.2	1.88e-3
TRBV14	ENSG00000275743.1	1.92e-3
FIG4	ENSG00000112367.10	1.94e-3
DHX40P1	ENSG00000266992.1	1.94e-3
ELOVL2-AS1	ENSG00000230314.6	1.97e-3
CDKL3	ENSG00000006837.11	1.97e-3
FAM92B	ENSG00000153789.12	1.98e-3
SLC22A11	ENSG00000168065.15	1.99e-3
PPP1R14D	ENSG00000166143.9	2.01e-3
AGPAT1	ENSG00000204310.10	2.02e-3
KIAA0125	ENSG00000226777.7	2.02e-3
ATP5J	ENSG00000154723.12	2.04e-3
SURF4	ENSG00000148248.13	2.05e-3
TCL1A	ENSG00000100721.10	2.05e-3
RP11-728K20.2	ENSG00000260555.1	2.06e-3
SH2D1A	ENSG00000183918.14	2.06e-3
LAMP2	ENSG00000005893.15	2.07e-3
INPP5A	ENSG00000068383.18	2.09e-3
PICALM	ENSG00000073921.17	2.10e-3
ST7-AS1	ENSG00000227199.1	2.11e-3
TAF8	ENSG00000137413.15	2.11e-3
EDAR	ENSG00000135960.9	2.12e-3
TNFRSF13C	ENSG00000159958.4	2.12e-3
RPL4P1	ENSG00000240954.1	2.12e-3
RPL14	ENSG00000188846.13	2.13e-3
RP11-674P19.2	ENSG00000264705.1	2.15e-3
RP11-480D4.2	ENSG00000249159.6	2.16e-3
UNC50	ENSG00000115446.11	2.16e-3
AC073130.1	ENSG00000237870.6	2.17e-3
HRH2	ENSG00000113749.6	2.17e-3
GFI1	ENSG00000162676.11	2.18e-3
TRBV13	ENSG00000276405.1	2.24e-3
PPP2R5B	ENSG00000068971.13	2.24e-3
CHCHD4	ENSG00000163528.12	2.25e-3
AC006129.2	ENSG00000268027.5	2.25e-3
RP11-20G13.5	ENSG00000274294.1	2.26e-3
ACAD8	ENSG00000151498.11	2.27e-3
LINC01215	ENSG00000271856.1	2.28e-3
RP4-740C4.5	ENSG00000269896.2	2.28e-3
SCAANT1	ENSG00000280620.1	2.29e-3
SEMA4G	ENSG00000095539.15	2.30e-3
P4HA2	ENSG00000072682.18	2.31e-3
OTOF	ENSG00000115155.16	2.34e-3
CXorf56	ENSG00000018610.13	2.36e-3
CDC42BPA	ENSG00000143776.18	2.37e-3
SYS1-DBNDD2	ENSG00000254806.5	2.38e-3
AIMP2	ENSG00000106305.9	2.41e-3
RP11-762L8.6	ENSG00000278989.1	2.42e-3
TNFAIP8L2	ENSG00000163154.5	2.43e-3
UBASH3A	ENSG00000160185.13	2.45e-3
CYTIP	ENSG00000115165.9	2.45e-3
RP11-406H23.2	ENSG00000259113.1	2.46e-3
PPAP2C	ENSG00000141934.9	2.46e-3
NDUFAF4	ENSG00000123545.5	2.49e-3
ROPN1B	ENSG00000114547.9	2.51e-3
SLC7A3	ENSG00000165349.11	2.53e-3
AP5S1	ENSG00000125843.10	2.53e-3
ASAP1-IT2	ENSG00000280543.1	2.57e-3
BYSL	ENSG00000112578.9	2.58e-3
RP11-522I20.3	ENSG00000254473.1	2.59e-3
CAMK4	ENSG00000152495.10	2.60e-3
BLK	ENSG00000136573.12	2.60e-3
SUMO1P3	ENSG00000235082.2	2.60e-3
BRMS1L	ENSG00000100916.13	2.61e-3
AC010900.2	ENSG00000232479.2	2.61e-3
CCNE1	ENSG00000105173.13	2.63e-3
ADAMTSL2	ENSG00000197859.9	2.63e-3
CDH22	ENSG00000149654.9	2.64e-3
IGLC7	ENSG00000211685.3	2.69e-3
MAL2	ENSG00000147676.13	2.70e-3
SLC31A1	ENSG00000136868.10	2.73e-3
LSMEM2	ENSG00000179564.3	2.77e-3
RP4-803A2.2	ENSG00000239670.1	2.78e-3
PSMD8	ENSG00000099341.11	2.78e-3
PAFAH1B1	ENSG00000007168.12	2.83e-3
HSP90B2P	ENSG00000259706.1	2.84e-3
STC2	ENSG00000113739.10	2.85e-3
PRSS27	ENSG00000172382.9	2.90e-3
ATP6V1E1	ENSG00000131100.12	2.90e-3
SEPT14P19	ENSG00000281379.2	2.91e-3
CHPF	ENSG00000123989.13	2.91e-3
TBX21	ENSG00000073861.2	2.92e-3
KDELR1	ENSG00000105438.8	2.93e-3
PGM5P2	ENSG00000277778.1	2.94e-3
GRAMD1C	ENSG00000178075.19	2.96e-3
RP11-423H2.1	ENSG00000170089.15	2.98e-3
TMC8	ENSG00000167895.14	3.00e-3
DYNLT1	ENSG00000146425.10	3.02e-3
SDAD1	ENSG00000198301.11	3.03e-3
SORBS1	ENSG00000095637.20	3.04e-3
UGT3A2	ENSG00000168671.9	3.05e-3
PLEKHA4	ENSG00000105559.11	3.07e-3
IL18RAP	ENSG00000115607.9	3.08e-3
IGKV6D-21	ENSG00000225523.2	3.08e-3
NDUFV3	ENSG00000160194.17	3.12e-3
NIPAL2	ENSG00000104361.9	3.13e-3
TMEM242	ENSG00000215712.10	3.13e-3
LINC01224	ENSG00000269416.5	3.14e-3
EGR3	ENSG00000179388.8	3.16e-3
IGKV2D-30	ENSG00000239571.1	3.16e-3
SEPHS1P6	ENSG00000213938.3	3.16e-3
RNASE10	ENSG00000182545.6	3.18e-3
CTC-366B18.2	ENSG00000248881.1	3.19e-3
C4BPA	ENSG00000123838.10	3.20e-3
MINA	ENSG00000170854.17	3.20e-3
CPT1A	ENSG00000110090.12	3.21e-3
RP11-50D9.1	ENSG00000244021.4	3.22e-3
CDC40	ENSG00000168438.14	3.23e-3
TMIGD2	ENSG00000167664.8	3.23e-3
ZNF750	ENSG00000141579.6	3.25e-3
RP11-120K24.5	ENSG00000269376.1	3.26e-3
GPN3	ENSG00000111231.8	3.26e-3
BDH1	ENSG00000161267.11	3.27e-3
AP000320.6	ENSG00000225555.1	3.27e-3
ATP5C1	ENSG00000165629.19	3.28e-3
MRPL18	ENSG00000112110.9	3.28e-3
RP11-532M24.1	ENSG00000272486.1	3.29e-3
RP11-379K17.4	ENSG00000239219.2	3.30e-3
RTN3	ENSG00000133318.13	3.31e-3
SLC25A32	ENSG00000164933.11	3.33e-3
ABCB9	ENSG00000150967.17	3.33e-3
TRAV5	ENSG00000211779.3	3.34e-3
CDK8	ENSG00000132964.11	3.34e-3
LINC00926	ENSG00000247982.6	3.34e-3
PTK2	ENSG00000169398.19	3.35e-3
NDUFAF6	ENSG00000156170.12	3.37e-3
ANKRD55	ENSG00000164512.17	3.37e-3
CD163L1	ENSG00000177675.8	3.41e-3
MAP2K6	ENSG00000108984.13	3.42e-3
RPL7P22	ENSG00000226544.4	3.43e-3
ELOVL2	ENSG00000197977.3	3.45e-3
DACT2	ENSG00000164488.11	3.46e-3
LINC00402	ENSG00000235532.1	3.47e-3
TMEM55A	ENSG00000155099.7	3.49e-3
SLC26A4-AS1	ENSG00000233705.6	3.50e-3
STAR	ENSG00000147465.11	3.54e-3
RP11-254F19.4	ENSG00000279622.1	3.55e-3
SLFN12L	ENSG00000205045.8	3.56e-3
SEC13	ENSG00000157020.17	3.56e-3
RP11-144L1.8	ENSG00000231434.1	3.57e-3
BCAR4	ENSG00000262117.5	3.58e-3
CD96	ENSG00000153283.12	3.59e-3
RP11-126L15.4	ENSG00000236305.1	3.60e-3
KIF21A	ENSG00000139116.17	3.60e-3
CCT4	ENSG00000115484.14	3.60e-3
KIAA0196	ENSG00000164961.15	3.61e-3
AP000442.1	ENSG00000255139.1	3.62e-3
SDCCAG3	ENSG00000165689.16	3.64e-3
CD5	ENSG00000110448.10	3.64e-3
NEFH	ENSG00000100285.9	3.65e-3
TRAC	ENSG00000277734.4	3.65e-3
PHGR1	ENSG00000233041.8	3.65e-3
CXCL2	ENSG00000081041.8	3.67e-3
GDPD2	ENSG00000130055.13	3.72e-3
KRT8P32	ENSG00000250221.1	3.72e-3
DRP2	ENSG00000102385.12	3.73e-3
UBE2V1	ENSG00000244687.11	3.73e-3
RP11-49I11.1	ENSG00000260552.1	3.74e-3
RP11-91P24.6	ENSG00000255449.1	3.77e-3
RBP7	ENSG00000162444.11	3.77e-3
RP11-481F24.3	ENSG00000278928.1	3.77e-3
UBE2A	ENSG00000077721.15	3.78e-3
TF	ENSG00000091513.14	3.80e-3
IMMT	ENSG00000132305.20	3.81e-3
RP11-538D16.2	ENSG00000224810.1	3.82e-3
SPIB	ENSG00000269404.6	3.82e-3
RP11-26H16.1	ENSG00000232037.3	3.84e-3
CD52	ENSG00000169442.8	3.86e-3
PEX7	ENSG00000112357.12	3.86e-3
RP11-386M24.6	ENSG00000260337.3	3.86e-3
FDCSP	ENSG00000181617.5	3.90e-3
FOXP4-AS1	ENSG00000234753.5	3.90e-3
EGOT	ENSG00000235947.1	3.91e-3
PABPC3	ENSG00000151846.8	3.92e-3
CACNA1H	ENSG00000196557.10	3.92e-3
ARMC12	ENSG00000157343.8	3.93e-3
APOBEC3G	ENSG00000239713.7	3.94e-3
CYP4F12	ENSG00000186204.14	3.98e-3
SPECC1	ENSG00000128487.16	4.00e-3
MYBPC1	ENSG00000196091.12	4.02e-3
TFB1M	ENSG00000029639.10	4.02e-3
RP11-222K16.2	ENSG00000272282.1	4.07e-3
CLSTN1	ENSG00000171603.16	4.08e-3
FAM179A	ENSG00000189350.12	4.10e-3
VSIG8	ENSG00000243284.1	4.14e-3
RP13-39P12.2	ENSG00000213513.3	4.15e-3
ADORA3	ENSG00000282608.1	4.16e-3
PSMD10	ENSG00000101843.18	4.17e-3
CATSPERG	ENSG00000099338.22	4.18e-3
RP5-844F9.1	ENSG00000279853.1	4.19e-3
MTDH	ENSG00000147649.9	4.19e-3
IL24	ENSG00000162892.15	4.20e-3
PPARD	ENSG00000112033.13	4.21e-3
RP11-519G16.5	ENSG00000259342.1	4.21e-3
HSP90AB3P	ENSG00000183199.6	4.21e-3
AIMP1	ENSG00000164022.16	4.21e-3
IGHV3-74	ENSG00000224650.2	4.23e-3
TRAF3IP3	ENSG00000009790.14	4.23e-3
CXCL14	ENSG00000145824.12	4.27e-3
MAGOHB	ENSG00000111196.9	4.29e-3
SKAP1	ENSG00000141293.15	4.31e-3
MGAT4EP	ENSG00000184774.8	4.33e-3
RP11-75L1.2	ENSG00000213443.2	4.35e-3
GGCT	ENSG00000006625.17	4.40e-3
PRKAB2	ENSG00000131791.7	4.44e-3
IYD	ENSG00000009765.14	4.53e-3
VDAC1P8	ENSG00000229036.7	4.54e-3
LARP6	ENSG00000166173.10	4.54e-3
ARMC1	ENSG00000104442.9	4.54e-3
APOO	ENSG00000184831.13	4.56e-3
RP11-91P24.1	ENSG00000241782.1	4.56e-3
ST8SIA6-AS1	ENSG00000204832.9	4.56e-3
RBP1	ENSG00000114115.9	4.57e-3
BMP5	ENSG00000112175.7	4.60e-3
CCL23	ENSG00000274736.4	4.60e-3
CRLS1	ENSG00000088766.11	4.63e-3
OTUD6B-AS1	ENSG00000253738.1	4.63e-3
RP11-263K19.4	ENSG00000231064.5	4.66e-3
HRSP12	ENSG00000132541.10	4.67e-3
COX7B	ENSG00000131174.4	4.68e-3
NXNL2	ENSG00000130045.15	4.70e-3
LINC01297	ENSG00000274827.4	4.71e-3
TMC7	ENSG00000170537.12	4.72e-3
KRT14	ENSG00000186847.5	4.72e-3
SLC25A14	ENSG00000102078.15	4.73e-3
APC2	ENSG00000115266.11	4.74e-3
RP11-35O15.2	ENSG00000278022.1	4.74e-3
IGHA2	ENSG00000211890.3	4.74e-3
AC104699.1	ENSG00000224220.1	4.75e-3
ATP6V1H	ENSG00000047249.16	4.77e-3
RLN2	ENSG00000107014.8	4.81e-3
PGAM1	ENSG00000171314.8	4.81e-3
RP11-79H23.3	ENSG00000261618.1	4.81e-3
NFKBIA	ENSG00000100906.10	4.81e-3
CTD-2561B21.5	ENSG00000261924.1	4.82e-3
TUBAP2	ENSG00000214391.3	4.84e-3
HLA-K	ENSG00000230795.2	4.86e-3
RP11-516A11.1	ENSG00000228328.2	4.89e-3
SLC20A2	ENSG00000168575.9	4.89e-3
C12orf54	ENSG00000177627.9	4.91e-3
APOOL	ENSG00000155008.13	4.91e-3
DUSP5P1	ENSG00000183929.7	4.92e-3
MAP4K1	ENSG00000104814.12	4.92e-3
BCL2L14	ENSG00000121380.12	4.93e-3
MLX	ENSG00000108788.11	4.93e-3
SCML4	ENSG00000146285.13	4.95e-3
CD8B	ENSG00000172116.21	4.95e-3
TMEM65	ENSG00000164983.7	4.98e-3
RP11-7I15.3	ENSG00000254829.1	5.00e-3
LINC01235	ENSG00000270547.5	5.02e-3
CD2	ENSG00000116824.4	5.03e-3
MSRB1	ENSG00000198736.11	5.03e-3
GARS	ENSG00000106105.13	5.04e-3
CXCL9	ENSG00000138755.5	5.04e-3
RP11-1109F11.3	ENSG00000271327.1	5.04e-3
SETD7	ENSG00000145391.13	5.07e-3
RAPSN	ENSG00000165917.9	5.09e-3
RGL4	ENSG00000159496.14	5.12e-3
CDCA7	ENSG00000144354.13	5.13e-3
RP11-48B3.4	ENSG00000260317.1	5.15e-3
CXCL16	ENSG00000161921.14	5.18e-3
C2CD2	ENSG00000157617.16	5.22e-3
CTD-2591A1.1	ENSG00000280159.1	5.26e-3
CCT7	ENSG00000135624.15	5.26e-3
APOA1	ENSG00000118137.9	5.27e-3
C6orf99	ENSG00000203711.11	5.27e-3
DSTN	ENSG00000125868.15	5.31e-3
RP5-1042I8.7	ENSG00000261662.1	5.32e-3
NME9	ENSG00000181322.13	5.32e-3
RPS11P5	ENSG00000232888.4	5.32e-3
PSMD2	ENSG00000175166.16	5.33e-3
ZDHHC9	ENSG00000188706.12	5.34e-3
SLC7A5	ENSG00000103257.8	5.35e-3
RMDN1	ENSG00000176623.11	5.36e-3
DOT1L	ENSG00000104885.17	5.36e-3
RP11-294C11.4	ENSG00000281179.1	5.38e-3
IGHV1OR15-1	ENSG00000270505.1	5.38e-3
RP11-332H14.1	ENSG00000272861.1	5.41e-3
HEPN1	ENSG00000221932.6	5.41e-3
OCRL	ENSG00000122126.15	5.44e-3
FXYD7	ENSG00000221946.7	5.47e-3
RP11-689B22.2	ENSG00000257221.1	5.52e-3
RORB	ENSG00000198963.10	5.53e-3
TRNT1	ENSG00000072756.16	5.54e-3
LRRC2	ENSG00000163827.12	5.54e-3
DCTN2	ENSG00000175203.15	5.55e-3
TNFRSF14	ENSG00000157873.17	5.57e-3
RP11-114O18.1	ENSG00000273406.1	5.58e-3
PDCD6	ENSG00000249915.7	5.58e-3
CTA-280A3.2	ENSG00000279712.1	5.61e-3
IL27RA	ENSG00000104998.3	5.62e-3
LINC01281	ENSG00000235304.1	5.62e-3
YWHAB	ENSG00000166913.12	5.64e-3
SYCP3	ENSG00000139351.14	5.66e-3
TMEM70	ENSG00000175606.10	5.67e-3
GNPNAT1	ENSG00000100522.8	5.67e-3
SFTPD	ENSG00000133661.15	5.70e-3
