Gene Symbol	Gene ID	P-Value (Survival os)
LRP4-AS1	ENSG00000247675.6	1.65e-2
ACTN3	ENSG00000248746.5	1.65e-2
ZDBF2	ENSG00000204186.7	1.65e-2
CTC-398G3.1	ENSG00000213304.3	1.65e-2
RP11-461L13.5	ENSG00000270883.1	1.68e-2
RPL31P63	ENSG00000236735.3	1.68e-2
SCRG1	ENSG00000164106.7	1.68e-2
UROC1	ENSG00000159650.8	1.68e-2
RRP1	ENSG00000160214.12	1.68e-2
RP11-344B5.2	ENSG00000224307.1	1.70e-2
AC092162.1	ENSG00000230552.5	1.71e-2
DTNBP1	ENSG00000047579.19	1.72e-2
C15orf57	ENSG00000128891.15	1.73e-2
RP11-254B13.4	ENSG00000234040.3	1.73e-2
ARRDC1-AS1	ENSG00000203993.4	1.75e-2
FAM187A	ENSG00000214447.4	1.75e-2
C9orf78	ENSG00000136819.14	1.76e-2
KLB	ENSG00000134962.6	1.76e-2
RP11-545P7.9	ENSG00000277566.1	1.76e-2
HTRA1	ENSG00000166033.11	1.77e-2
PXMP2	ENSG00000176894.9	1.77e-2
FXYD3	ENSG00000089356.16	1.78e-2
AP2M1	ENSG00000161203.13	1.79e-2
OTP	ENSG00000171540.7	1.79e-2
WDR25	ENSG00000176473.13	1.80e-2
CDC20	ENSG00000117399.13	1.80e-2
MTRNR2L12	ENSG00000269028.3	1.80e-2
SEC24B-AS1	ENSG00000247950.6	1.81e-2
OSBPL3	ENSG00000070882.12	1.82e-2
RP11-17J14.2	ENSG00000266495.1	1.82e-2
DDX39A	ENSG00000123136.14	1.82e-2
PEPD	ENSG00000124299.13	1.84e-2
LINC01503	ENSG00000233901.5	1.86e-2
GRHL3	ENSG00000158055.15	1.87e-2
RP11-867G23.1	ENSG00000254855.1	1.87e-2
CCDC24	ENSG00000159214.12	1.88e-2
AC135048.13	ENSG00000261487.1	1.88e-2
CTD-2260A17.3	ENSG00000272109.1	1.88e-2
RP11-74J13.8	ENSG00000278390.4	1.88e-2
WDR90	ENSG00000161996.17	1.89e-2
DAPK2	ENSG00000035664.11	1.89e-2
TNFAIP8L2	ENSG00000163154.5	1.89e-2
RP4-785G19.5	ENSG00000250917.1	1.90e-2
LRRC74A	ENSG00000100565.15	1.91e-2
RP11-449J21.5	ENSG00000267128.1	1.92e-2
DEC1	ENSG00000173077.14	1.94e-2
S100A16	ENSG00000188643.10	1.94e-2
ABCC3	ENSG00000108846.15	1.95e-2
MIR3180-1	ENSG00000258354.1	1.95e-2
CXCL17	ENSG00000189377.8	1.96e-2
RP11-452L6.1	ENSG00000261474.1	1.97e-2
RP13-93L13.2	ENSG00000231799.2	1.97e-2
PTCHD1	ENSG00000165186.10	1.97e-2
NPIPB6	ENSG00000198156.10	1.98e-2
TEX21P	ENSG00000234911.1	1.99e-2
GUSB	ENSG00000169919.16	2.00e-2
SRRM5	ENSG00000226763.4	2.00e-2
RP11-459I19.1	ENSG00000272555.1	2.00e-2
TRIM7	ENSG00000146054.17	2.01e-2
APLNR	ENSG00000134817.10	2.01e-2
FBXW9	ENSG00000132004.12	2.01e-2
SUMF2	ENSG00000129103.17	2.02e-2
RP11-343H19.1	ENSG00000261302.5	2.03e-2
PDLIM1	ENSG00000107438.8	2.03e-2
FAM35DP	ENSG00000189014.7	2.04e-2
ARHGAP39	ENSG00000147799.11	2.04e-2
KCNK17	ENSG00000124780.13	2.04e-2
RP11-744D14.1	ENSG00000260668.1	2.04e-2
RP11-1060G2.2	ENSG00000271382.1	2.05e-2
CYTIP	ENSG00000115165.9	2.05e-2
CDK2AP2P2	ENSG00000237451.3	2.06e-2
WBSCR22	ENSG00000071462.11	2.06e-2
IGLC6	ENSG00000222037.5	2.10e-2
DCTPP1	ENSG00000179958.8	2.11e-2
LINC01305	ENSG00000231453.1	2.11e-2
SH2D4B	ENSG00000178217.13	2.13e-2
SYT2	ENSG00000143858.11	2.14e-2
EEF1A1P9	ENSG00000249264.1	2.15e-2
BTBD18	ENSG00000233436.7	2.16e-2
EFTUD2	ENSG00000108883.12	2.19e-2
CPSF1	ENSG00000071894.14	2.22e-2
ILVBL	ENSG00000105135.15	2.22e-2
CTC-523E23.4	ENSG00000267767.2	2.23e-2
PXN-AS1	ENSG00000255857.5	2.23e-2
MRPS18B	ENSG00000204568.11	2.23e-2
CTD-2555K7.2	ENSG00000258458.5	2.25e-2
ELP6	ENSG00000163832.15	2.26e-2
TUSC2	ENSG00000114383.9	2.27e-2
FAM95B1	ENSG00000274628.4	2.27e-2
IZUMO4	ENSG00000099840.13	2.28e-2
LINC01585	ENSG00000245479.2	2.29e-2
C20orf197	ENSG00000176659.7	2.30e-2
L3MBTL4-AS1	ENSG00000264707.1	2.30e-2
SOWAHD	ENSG00000187808.4	2.30e-2
STOX2	ENSG00000173320.9	2.32e-2
ZYG11A	ENSG00000203995.9	2.33e-2
CHCHD6	ENSG00000159685.10	2.33e-2
PPP1R37	ENSG00000104866.10	2.33e-2
RP11-20I23.13	ENSG00000261613.2	2.34e-2
PHACTR1	ENSG00000112137.16	2.34e-2
CYSLTR1	ENSG00000173198.5	2.34e-2
FAM71E1	ENSG00000142530.10	2.35e-2
RP11-1193F23.1	ENSG00000279024.1	2.35e-2
POLR2F	ENSG00000100142.14	2.37e-2
NUDT4	ENSG00000173598.13	2.37e-2
RP11-596C23.2	ENSG00000278002.1	2.37e-2
GKAP1	ENSG00000165113.12	2.38e-2
MPND	ENSG00000008382.15	2.38e-2
CTD-2007L18.5	ENSG00000260808.1	2.38e-2
LINC01366	ENSG00000235172.7	2.38e-2
CTRB1	ENSG00000168925.10	2.40e-2
AC005498.3	ENSG00000267421.6	2.40e-2
PSMG2	ENSG00000128789.20	2.40e-2
PRH1	ENSG00000231887.6	2.42e-2
DAAM1	ENSG00000100592.15	2.44e-2
LL0XNC01-250H12.3	ENSG00000234405.1	2.45e-2
CEP85L	ENSG00000111860.13	2.45e-2
SLC34A1	ENSG00000131183.10	2.45e-2
C11orf85	ENSG00000168070.11	2.46e-2
SAMD4A	ENSG00000020577.13	2.46e-2
FKBPL	ENSG00000204315.3	2.46e-2
RP11-755F10.1	ENSG00000255320.1	2.46e-2
TBC1D8B	ENSG00000133138.19	2.47e-2
WIBG	ENSG00000170473.16	2.48e-2
LSM5	ENSG00000106355.9	2.48e-2
CCDC121	ENSG00000176714.9	2.49e-2
POLR2E	ENSG00000099817.11	2.50e-2
SPC24	ENSG00000161888.11	2.50e-2
FAHD2A	ENSG00000115042.9	2.50e-2
SFRP4	ENSG00000106483.11	2.50e-2
RP11-216L13.19	ENSG00000273066.5	2.50e-2
MON1A	ENSG00000164077.13	2.52e-2
OGFOD3	ENSG00000181396.12	2.53e-2
PRDM15	ENSG00000141956.13	2.54e-2
MRPL48	ENSG00000175581.13	2.54e-2
FFAR1	ENSG00000126266.3	2.55e-2
GUSBP5	ENSG00000236296.7	2.55e-2
RPUSD1	ENSG00000007376.7	2.56e-2
PWWP2B	ENSG00000171813.13	2.56e-2
FLVCR1-AS1	ENSG00000198468.7	2.59e-2
INSR	ENSG00000171105.13	2.60e-2
PYCARD-AS1	ENSG00000261359.2	2.60e-2
GCC2	ENSG00000135968.19	2.61e-2
RP11-552F3.9	ENSG00000267801.1	2.61e-2
TLE4	ENSG00000106829.18	2.62e-2
HNRNPA3P1	ENSG00000226790.3	2.63e-2
AC078883.3	ENSG00000232788.1	2.63e-2
RP11-297D21.4	ENSG00000270049.1	2.65e-2
WDR74	ENSG00000133316.15	2.65e-2
LY6G6C	ENSG00000204421.2	2.65e-2
RP4-545K15.5	ENSG00000261101.2	2.65e-2
LIG1	ENSG00000105486.13	2.67e-2
STMN1	ENSG00000117632.20	2.67e-2
CTC-444N24.13	ENSG00000268678.1	2.68e-2
PHF19	ENSG00000119403.13	2.68e-2
RP11-697E2.6	ENSG00000261147.1	2.69e-2
CRIP2	ENSG00000182809.10	2.69e-2
RAB11B	ENSG00000185236.11	2.69e-2
PIGB	ENSG00000069943.9	2.69e-2
MEF2C	ENSG00000081189.13	2.69e-2
ESR2	ENSG00000140009.18	2.70e-2
NR1H3	ENSG00000025434.18	2.71e-2
GS1-600G8.5	ENSG00000235385.1	2.71e-2
DLG1-AS1	ENSG00000227375.5	2.72e-2
LINC00924	ENSG00000259134.5	2.72e-2
SPX	ENSG00000134548.9	2.73e-2
CAPG	ENSG00000042493.15	2.74e-2
SNAP47-AS1	ENSG00000230005.2	2.75e-2
TMED6	ENSG00000157315.4	2.75e-2
RP13-401N8.3	ENSG00000250090.1	2.75e-2
RP11-551L14.4	ENSG00000226472.7	2.75e-2
TMEM141	ENSG00000244187.7	2.75e-2
RIMS4	ENSG00000101098.12	2.75e-2
TP53TG1_1	ENSG00000273623.1	2.76e-2
RP5-1050D4.4	ENSG00000262678.1	2.77e-2
NDUFB8	ENSG00000166136.15	2.77e-2
NFKBIB	ENSG00000104825.16	2.77e-2
TIMP4	ENSG00000157150.4	2.78e-2
SNRPE	ENSG00000182004.12	2.78e-2
PUSL1	ENSG00000169972.11	2.78e-2
LINC00476	ENSG00000175611.11	2.78e-2
CHGA	ENSG00000100604.12	2.79e-2
SNCA	ENSG00000145335.15	2.80e-2
RP11-101O6.2	ENSG00000234937.1	2.81e-2
RP3-369A17.6	ENSG00000282804.1	2.81e-2
CSNK2B	ENSG00000204435.13	2.82e-2
DCANP1	ENSG00000251380.3	2.82e-2
FLJ27354	ENSG00000231999.6	2.83e-2
RP11-126L15.4	ENSG00000236305.1	2.84e-2
RP11-848P1.2	ENSG00000264456.1	2.84e-2
APOE	ENSG00000130203.9	2.84e-2
AC006160.5	ENSG00000249502.1	2.85e-2
CBY3	ENSG00000204659.4	2.86e-2
RPL17P50	ENSG00000213700.3	2.86e-2
KCTD13	ENSG00000174943.9	2.87e-2
RP11-312J18.5	ENSG00000213080.3	2.87e-2
SELL	ENSG00000188404.8	2.87e-2
ACTBP2	ENSG00000213763.4	2.88e-2
NPC2	ENSG00000119655.8	2.88e-2
YBX2	ENSG00000006047.12	2.89e-2
C1orf54	ENSG00000118292.8	2.89e-2
CUL9	ENSG00000112659.13	2.89e-2
PIK3R4	ENSG00000196455.7	2.91e-2
RP11-577H5.1	ENSG00000213385.3	2.92e-2
FCRL2	ENSG00000132704.15	2.94e-2
ITFG2	ENSG00000111203.11	2.94e-2
RP11-85L21.4	ENSG00000228372.7	2.94e-2
CYB5RL	ENSG00000215883.9	2.94e-2
NBPF13P	ENSG00000227242.3	2.96e-2
RRP12	ENSG00000052749.13	2.97e-2
RP11-212I21.2	ENSG00000260135.6	2.98e-2
NRN1L	ENSG00000188038.7	2.98e-2
RP11-1023P17.2	ENSG00000253924.1	2.99e-2
KB-226F1.2	ENSG00000272787.1	3.00e-2
ASIC4	ENSG00000072182.12	3.00e-2
FOLH1	ENSG00000086205.16	3.01e-2
CCDC40	ENSG00000141519.14	3.01e-2
LPP-AS2	ENSG00000270959.1	3.01e-2
RRP7A	ENSG00000189306.10	3.01e-2
AC021188.4	ENSG00000230747.1	3.01e-2
CALCB	ENSG00000175868.13	3.02e-2
RP11-689B22.2	ENSG00000257221.1	3.02e-2
LINC01473	ENSG00000237877.6	3.03e-2
FAM19A4	ENSG00000163377.14	3.03e-2
CTD-2302E22.4	ENSG00000261242.1	3.04e-2
PRSS36	ENSG00000178226.10	3.05e-2
SLC38A6	ENSG00000139974.15	3.06e-2
RP11-799M12.2	ENSG00000273133.1	3.07e-2
EIF2S2P3	ENSG00000236493.2	3.08e-2
PMS2P1	ENSG00000078319.8	3.11e-2
DRG1	ENSG00000185721.11	3.11e-2
TOMM5	ENSG00000175768.12	3.11e-2
RP4-539M6.22	ENSG00000273428.3	3.11e-2
AC009403.2	ENSG00000216895.8	3.11e-2
AL022393.7	ENSG00000216901.1	3.12e-2
ACYP1	ENSG00000119640.8	3.13e-2
DPCD	ENSG00000166171.12	3.14e-2
FIS1	ENSG00000214253.8	3.14e-2
RP11-151F5.2	ENSG00000228053.1	3.15e-2
C19orf38	ENSG00000214212.8	3.15e-2
VAC14	ENSG00000103043.14	3.17e-2
PIK3CD-AS1	ENSG00000179840.5	3.17e-2
FAM150B	ENSG00000189292.15	3.19e-2
LGALS9	ENSG00000168961.16	3.20e-2
FAM45A	ENSG00000119979.15	3.20e-2
GABRB3	ENSG00000166206.13	3.21e-2
FST	ENSG00000134363.11	3.21e-2
IGBP1	ENSG00000089289.15	3.23e-2
ATAD3A	ENSG00000197785.13	3.23e-2
ADNP-AS1	ENSG00000259456.3	3.24e-2
RFPL4AL1	ENSG00000229292.1	3.24e-2
ABHD3	ENSG00000158201.9	3.24e-2
RP11-215P8.3	ENSG00000248559.1	3.25e-2
C2orf76	ENSG00000186132.14	3.26e-2
MYBPH	ENSG00000133055.8	3.28e-2
HIST1H3A	ENSG00000275714.1	3.29e-2
CTNNAL1	ENSG00000119326.14	3.31e-2
EPHX4	ENSG00000172031.6	3.31e-2
RP11-483L5.1	ENSG00000255462.1	3.32e-2
FPGS	ENSG00000136877.14	3.33e-2
VAX2	ENSG00000116035.2	3.33e-2
FAM133CP	ENSG00000183055.5	3.33e-2
EDA2R	ENSG00000131080.14	3.35e-2
RP11-170N16.3	ENSG00000273007.1	3.35e-2
OBFC1	ENSG00000107960.10	3.36e-2
GPX4	ENSG00000167468.16	3.39e-2
DNAJC7	ENSG00000168259.14	3.40e-2
MRPL47	ENSG00000136522.13	3.40e-2
FANCD2	ENSG00000144554.10	3.41e-2
RANBP1	ENSG00000099901.16	3.42e-2
DHRS4	ENSG00000157326.18	3.43e-2
EIF2B5	ENSG00000145191.11	3.44e-2
NEURL1	ENSG00000107954.10	3.45e-2
RP11-358N2.2	ENSG00000277692.1	3.45e-2
VSIG2	ENSG00000019102.11	3.45e-2
PPIAP6	ENSG00000258477.1	3.46e-2
TMEM163	ENSG00000152128.13	3.47e-2
TNNI2	ENSG00000130598.15	3.47e-2
TSNARE1	ENSG00000171045.14	3.48e-2
RP11-473M20.5	ENSG00000205890.3	3.48e-2
NSRP1P1	ENSG00000235613.2	3.49e-2
PLXND1	ENSG00000004399.12	3.50e-2
RP11-227D13.4	ENSG00000259469.1	3.50e-2
HIST1H1B	ENSG00000184357.4	3.50e-2
HIST1H4A	ENSG00000278637.1	3.51e-2
SCIMP	ENSG00000161929.14	3.52e-2
RPS4XP22	ENSG00000239830.1	3.53e-2
RP11-710F7.3	ENSG00000249635.1	3.53e-2
KIAA1257	ENSG00000114656.10	3.55e-2
RP11-1008C21.2	ENSG00000236914.3	3.56e-2
KRT8P42	ENSG00000220378.3	3.57e-2
ADCK1	ENSG00000063761.15	3.57e-2
RP11-61L19.3	ENSG00000273352.1	3.59e-2
MKX	ENSG00000150051.13	3.59e-2
FDXR	ENSG00000161513.11	3.60e-2
ZNF608	ENSG00000168916.15	3.61e-2
LRTM2	ENSG00000166159.10	3.62e-2
LINC01122	ENSG00000233723.7	3.62e-2
EEF1B2P2	ENSG00000213864.3	3.63e-2
SLC6A7	ENSG00000011083.8	3.63e-2
CASK	ENSG00000147044.20	3.67e-2
CHST7	ENSG00000147119.3	3.68e-2
DNAJC19P9	ENSG00000258608.1	3.68e-2
ZFPM1	ENSG00000179588.8	3.68e-2
