Gene Symbol	Gene ID	P-Value (Survival os)
AP3M2	ENSG00000070718.11	8.79e-4
PUS7	ENSG00000091127.13	8.80e-4
MT1H	ENSG00000205358.3	8.96e-4
LACTB	ENSG00000103642.11	8.98e-4
IMMP1L	ENSG00000148950.9	9.07e-4
HILPDA	ENSG00000135245.9	9.12e-4
TBCA	ENSG00000171530.13	9.20e-4
RFC4	ENSG00000163918.10	9.23e-4
CENPK	ENSG00000123219.12	9.24e-4
CTNNBIP1	ENSG00000178585.14	9.28e-4
EMC10	ENSG00000161671.16	9.37e-4
TEX30	ENSG00000151287.16	9.37e-4
GABARAP	ENSG00000170296.9	9.52e-4
PITPNA-AS1	ENSG00000236618.2	9.55e-4
MRPS9	ENSG00000135972.8	9.56e-4
BBS7	ENSG00000138686.9	9.56e-4
RABGGTB	ENSG00000137955.15	9.70e-4
CCDC13	ENSG00000244607.5	9.79e-4
C15orf41	ENSG00000186073.11	9.84e-4
CLDN3	ENSG00000165215.6	9.89e-4
ZNF3	ENSG00000166526.16	9.89e-4
WDR27	ENSG00000184465.15	1.00e-3
SLC45A2	ENSG00000164175.14	1.01e-3
XPOT	ENSG00000184575.11	1.01e-3
KIAA1715	ENSG00000144320.13	1.02e-3
DLEU1	ENSG00000176124.11	1.02e-3
ARHGDIG	ENSG00000242173.8	1.02e-3
CTD-2132N18.4	ENSG00000270010.1	1.02e-3
ACTL6A	ENSG00000136518.16	1.03e-3
FTSJ2	ENSG00000122687.17	1.04e-3
POU1F1	ENSG00000064835.10	1.04e-3
ARPC1A	ENSG00000241685.8	1.04e-3
SKP2	ENSG00000145604.15	1.05e-3
CENPO	ENSG00000138092.10	1.06e-3
AVEN	ENSG00000169857.7	1.06e-3
PDZD11	ENSG00000120509.10	1.06e-3
AQP11	ENSG00000178301.3	1.08e-3
TEN1	ENSG00000257949.6	1.09e-3
PMS1	ENSG00000064933.16	1.09e-3
RINT1	ENSG00000135249.7	1.10e-3
LINC01184	ENSG00000245937.7	1.10e-3
ARHGAP11A	ENSG00000198826.10	1.11e-3
POLR2J3	ENSG00000168255.18	1.12e-3
POLB	ENSG00000070501.11	1.12e-3
KNSTRN	ENSG00000128944.13	1.12e-3
JPX	ENSG00000225470.6	1.12e-3
MRPL9	ENSG00000143436.10	1.14e-3
ZNF621	ENSG00000172888.11	1.14e-3
CRHR1-IT1	ENSG00000204650.13	1.14e-3
RHOQP1	ENSG00000258568.1	1.15e-3
LSM8	ENSG00000128534.7	1.15e-3
C7orf55-LUC7L2	ENSG00000146963.17	1.16e-3
PLEKHA2	ENSG00000169499.14	1.16e-3
PLOD2	ENSG00000152952.11	1.17e-3
LDHAP4	ENSG00000214110.3	1.17e-3
FSTL1	ENSG00000163430.9	1.20e-3
DBI	ENSG00000155368.16	1.20e-3
AURKA	ENSG00000087586.17	1.20e-3
HMCES	ENSG00000183624.13	1.21e-3
PCM1	ENSG00000078674.17	1.21e-3
ATP5J2	ENSG00000241468.7	1.23e-3
SRP19	ENSG00000153037.12	1.23e-3
AC073130.3	ENSG00000243243.5	1.24e-3
RP11-12G12.7	ENSG00000274605.1	1.24e-3
HCG15	ENSG00000227214.2	1.24e-3
AP1S1	ENSG00000106367.13	1.27e-3
RUNX2	ENSG00000124813.20	1.28e-3
THUMPD3	ENSG00000134077.15	1.29e-3
ATG12	ENSG00000145782.12	1.30e-3
RAB40AL	ENSG00000102128.7	1.30e-3
UBXN8	ENSG00000104691.14	1.30e-3
PTBP2	ENSG00000117569.18	1.30e-3
KRI1	ENSG00000129347.19	1.31e-3
KIF9	ENSG00000088727.12	1.31e-3
ANKRD65	ENSG00000235098.8	1.32e-3
YEATS2	ENSG00000163872.15	1.32e-3
GEN1	ENSG00000178295.14	1.33e-3
METTL2B	ENSG00000165055.15	1.33e-3
ZNF138	ENSG00000197008.9	1.36e-3
ACTR10	ENSG00000131966.13	1.36e-3
NCAPH	ENSG00000121152.9	1.37e-3
HEATR6	ENSG00000068097.14	1.38e-3
ACTB	ENSG00000075624.13	1.38e-3
RASA2	ENSG00000155903.11	1.40e-3
HRG	ENSG00000113905.4	1.40e-3
CWC27	ENSG00000153015.15	1.41e-3
NDUFAF6	ENSG00000156170.12	1.41e-3
XYLB	ENSG00000093217.9	1.41e-3
TCEB1	ENSG00000154582.16	1.42e-3
DDIAS	ENSG00000165490.12	1.43e-3
RPL4	ENSG00000174444.14	1.43e-3
CHMP7	ENSG00000147457.13	1.43e-3
ARMC10	ENSG00000170632.13	1.45e-3
PDK3	ENSG00000067992.12	1.45e-3
RARA-AS1	ENSG00000265666.1	1.48e-3
DNAJC18	ENSG00000170464.9	1.49e-3
PRDX4	ENSG00000123131.12	1.50e-3
EMC7	ENSG00000134153.9	1.52e-3
AC145343.2	ENSG00000265055.1	1.52e-3
CEP72	ENSG00000112877.7	1.53e-3
RP4-657D16.3	ENSG00000266993.3	1.54e-3
LDHA	ENSG00000134333.13	1.55e-3
TTC14	ENSG00000163728.10	1.55e-3
NDUFC2	ENSG00000151366.12	1.57e-3
CKAP2L	ENSG00000169607.12	1.57e-3
GUSBP1	ENSG00000183666.16	1.57e-3
B4GALT4	ENSG00000121578.12	1.61e-3
METTL6	ENSG00000206562.11	1.61e-3
TRIM8	ENSG00000171206.13	1.61e-3
AC007383.3	ENSG00000227946.1	1.63e-3
LMTK3	ENSG00000142235.8	1.66e-3
MRPS30	ENSG00000112996.9	1.67e-3
MRPS27	ENSG00000113048.16	1.67e-3
ZNF788	ENSG00000214189.8	1.68e-3
MED31	ENSG00000108590.10	1.68e-3
RP11-306G20.1	ENSG00000244036.3	1.72e-3
UBE2FP3	ENSG00000233337.1	1.74e-3
TSPAN17	ENSG00000048140.17	1.74e-3
TPRKB	ENSG00000144034.14	1.75e-3
RTF1	ENSG00000137815.14	1.76e-3
NGLY1	ENSG00000151092.16	1.78e-3
EIF2A	ENSG00000144895.11	1.78e-3
RACGAP1	ENSG00000161800.12	1.80e-3
SEC61G	ENSG00000132432.13	1.80e-3
STARD4	ENSG00000164211.12	1.82e-3
RP11-336A10.4	ENSG00000228951.1	1.85e-3
FAM111B	ENSG00000189057.10	1.86e-3
RP11-894J14.2	ENSG00000279144.1	1.86e-3
C17orf89	ENSG00000224877.3	1.86e-3
RP11-62H20.1	ENSG00000261120.1	1.86e-3
MYL6B	ENSG00000196465.10	1.88e-3
RP11-770E5.1	ENSG00000253608.1	1.89e-3
ADM	ENSG00000148926.9	1.91e-3
PPIAL4D	ENSG00000256374.2	1.94e-3
RPS13	ENSG00000110700.6	1.94e-3
EIF3E	ENSG00000104408.9	1.94e-3
POLD2	ENSG00000106628.10	1.94e-3
MARK1	ENSG00000116141.15	1.94e-3
RP1-234P15.4	ENSG00000225793.2	1.95e-3
FUK	ENSG00000157353.16	1.97e-3
MRPS17	ENSG00000239789.5	1.97e-3
NIFK	ENSG00000155438.11	2.00e-3
HSPD1P10	ENSG00000216990.2	2.01e-3
NACA	ENSG00000196531.10	2.02e-3
XKR9	ENSG00000221947.7	2.02e-3
RP11-135F9.3	ENSG00000280088.1	2.03e-3
DDX12P	ENSG00000214826.5	2.03e-3
FANCI	ENSG00000140525.17	2.03e-3
ERICH6B	ENSG00000165837.11	2.07e-3
HPS3	ENSG00000163755.8	2.09e-3
CDCA7L	ENSG00000164649.19	2.10e-3
IKBKB	ENSG00000104365.13	2.11e-3
RP11-588G21.2	ENSG00000247131.5	2.12e-3
ARHGAP11B	ENSG00000187951.10	2.13e-3
HLA-F-AS1	ENSG00000214922.9	2.15e-3
TMSB15A	ENSG00000158164.6	2.16e-3
UQCRQ	ENSG00000164405.10	2.18e-3
ARRDC3-AS1	ENSG00000281357.2	2.22e-3
OXSM	ENSG00000151093.7	2.23e-3
RP11-1101H11.1	ENSG00000249849.1	2.24e-3
NBPF15	ENSG00000266338.6	2.25e-3
TAF9	ENSG00000273841.4	2.25e-3
SAAL1	ENSG00000166788.9	2.26e-3
HSPA9	ENSG00000113013.12	2.29e-3
SRPRB	ENSG00000144867.11	2.32e-3
COPS5	ENSG00000121022.13	2.33e-3
GAPDHP63	ENSG00000218582.2	2.35e-3
HNF4A	ENSG00000101076.16	2.36e-3
SPATA24	ENSG00000170469.10	2.37e-3
SLC7A5P2	ENSG00000258186.2	2.37e-3
CMSS1	ENSG00000184220.10	2.40e-3
RP11-135F9.4	ENSG00000279148.1	2.41e-3
TIMMDC1	ENSG00000113845.9	2.42e-3
NPRL2	ENSG00000114388.12	2.42e-3
TIMM8B	ENSG00000150779.11	2.42e-3
MTFR2	ENSG00000146410.11	2.42e-3
COL18A1-AS1	ENSG00000183535.9	2.43e-3
POLR3G	ENSG00000113356.10	2.46e-3
NEIL2	ENSG00000154328.15	2.46e-3
FBXW12	ENSG00000164049.14	2.48e-3
PIR	ENSG00000087842.10	2.49e-3
ACTR8	ENSG00000113812.13	2.50e-3
OGG1	ENSG00000114026.21	2.55e-3
ENAH	ENSG00000154380.16	2.55e-3
RFC2	ENSG00000049541.10	2.56e-3
SHFM1	ENSG00000127922.9	2.60e-3
IDS	ENSG00000241489.7	2.63e-3
SUB1	ENSG00000113387.11	2.63e-3
SAP30L	ENSG00000164576.11	2.65e-3
RP11-813P10.2	ENSG00000237176.4	2.71e-3
DDIT4L	ENSG00000145358.6	2.77e-3
MTMR14	ENSG00000163719.18	2.77e-3
PHRF1	ENSG00000070047.11	2.78e-3
GTF2A2	ENSG00000140307.10	2.79e-3
SIMC1	ENSG00000170085.17	2.80e-3
CAMLG	ENSG00000164615.4	2.81e-3
TADA3	ENSG00000171148.13	2.82e-3
MORN3	ENSG00000139714.12	2.82e-3
EGR4	ENSG00000135625.7	2.84e-3
TEPP	ENSG00000159648.11	2.86e-3
DDX41	ENSG00000183258.11	2.86e-3
CEP290	ENSG00000198707.14	2.90e-3
CTB-191K22.5	ENSG00000267815.1	2.96e-3
CTC-425O23.5	ENSG00000279759.1	3.02e-3
ABCF2	ENSG00000033050.7	3.03e-3
KIF26A	ENSG00000066735.14	3.05e-3
SLIRP	ENSG00000119705.9	3.06e-3
ACAD9	ENSG00000177646.17	3.07e-3
CTD-2006C1.6	ENSG00000267500.1	3.11e-3
THUMPD3-AS1	ENSG00000206573.8	3.13e-3
RP11-4O1.2	ENSG00000259953.1	3.13e-3
GAPDH	ENSG00000111640.14	3.17e-3
MRPS22	ENSG00000175110.11	3.17e-3
KCNE1	ENSG00000180509.11	3.18e-3
RP11-313P13.4	ENSG00000174384.9	3.19e-3
JTB	ENSG00000143543.14	3.19e-3
RP11-36B6.1	ENSG00000271522.1	3.22e-3
CMB9-22P13.1	ENSG00000173727.11	3.24e-3
ABI3BP	ENSG00000154175.16	3.26e-3
TRAIP	ENSG00000183763.8	3.33e-3
MNS1	ENSG00000138587.5	3.36e-3
CCL16	ENSG00000275152.4	3.37e-3
CDH22	ENSG00000149654.9	3.40e-3
AC004381.6	ENSG00000005189.19	3.42e-3
RP1-159A19.3	ENSG00000235912.1	3.43e-3
P4HA1	ENSG00000122884.12	3.44e-3
KANK3	ENSG00000186994.11	3.48e-3
LSM10	ENSG00000181817.5	3.54e-3
TTK	ENSG00000112742.9	3.57e-3
NDRG3	ENSG00000101079.20	3.60e-3
TCEANC2	ENSG00000116205.10	3.61e-3
CTD-2015H6.3	ENSG00000249042.5	3.64e-3
RPL7AP14	ENSG00000213979.3	3.67e-3
TUBB8P12	ENSG00000173213.8	3.68e-3
RP11-321N4.5	ENSG00000271793.1	3.69e-3
C1QTNF3	ENSG00000082196.20	3.74e-3
HDAC1	ENSG00000116478.11	3.76e-3
NOL10	ENSG00000115761.15	3.81e-3
MSTO1	ENSG00000125459.14	3.82e-3
RP11-307C12.11	ENSG00000232093.1	3.83e-3
DBNDD1	ENSG00000003249.13	3.86e-3
USP32	ENSG00000170832.12	3.87e-3
RP11-295G20.2	ENSG00000233461.5	3.88e-3
MARCH3	ENSG00000173926.5	3.88e-3
ZNF850	ENSG00000267041.5	3.89e-3
WDR53	ENSG00000185798.7	3.90e-3
LCTL	ENSG00000188501.11	3.91e-3
PSMC3IP	ENSG00000131470.14	3.94e-3
TBC1D31	ENSG00000156787.16	3.95e-3
KIAA1211	ENSG00000109265.12	4.03e-3
ALMS1-IT1	ENSG00000230002.2	4.03e-3
COX10	ENSG00000006695.10	4.05e-3
MDH1	ENSG00000014641.17	4.06e-3
NAPA-AS1	ENSG00000268061.5	4.07e-3
C5orf42	ENSG00000197603.13	4.09e-3
TIMM10	ENSG00000134809.8	4.14e-3
FOXK2	ENSG00000141568.19	4.15e-3
RAD51D	ENSG00000185379.20	4.22e-3
SGOL1	ENSG00000129810.14	4.25e-3
AC098823.3	ENSG00000226125.1	4.28e-3
HESX1	ENSG00000163666.8	4.31e-3
AGGF1P3	ENSG00000241532.1	4.35e-3
E2F7	ENSG00000165891.15	4.36e-3
LAMA4	ENSG00000112769.18	4.37e-3
GTF3A	ENSG00000122034.12	4.38e-3
AC012065.1	ENSG00000279307.1	4.39e-3
AGAP1	ENSG00000157985.17	4.39e-3
PON2	ENSG00000105854.12	4.40e-3
GTF2H5	ENSG00000272047.1	4.43e-3
RP11-24C3.2	ENSG00000244380.1	4.45e-3
EEF1A2	ENSG00000101210.10	4.47e-3
CHML	ENSG00000203668.1	4.47e-3
PSD	ENSG00000059915.16	4.51e-3
RP11-1182P23.5	ENSG00000279372.1	4.52e-3
SNAPC1	ENSG00000023608.4	4.55e-3
AC007879.2	ENSG00000234902.6	4.56e-3
IL17RC	ENSG00000163702.18	4.57e-3
TFG	ENSG00000114354.12	4.59e-3
MYH14	ENSG00000105357.15	4.60e-3
NR6A1	ENSG00000148200.16	4.63e-3
RXFP1	ENSG00000171509.15	4.64e-3
FAM71E1	ENSG00000142530.10	4.65e-3
GNA13	ENSG00000120063.9	4.66e-3
RP11-351I24.1	ENSG00000254554.1	4.67e-3
NUDT1	ENSG00000106268.15	4.68e-3
RP11-61N20.3	ENSG00000226268.3	4.68e-3
RP11-373D23.3	ENSG00000270210.1	4.68e-3
KIAA1841	ENSG00000162929.13	4.70e-3
DRICH1	ENSG00000189269.12	4.71e-3
RP11-88H12.2	ENSG00000270059.1	4.72e-3
RP11-85I17.2	ENSG00000279347.1	4.73e-3
RN7SKP292	ENSG00000202392.1	4.77e-3
SMC6	ENSG00000163029.15	4.79e-3
ZFYVE16	ENSG00000039319.16	4.79e-3
CRY1	ENSG00000008405.11	4.79e-3
METTL2A	ENSG00000087995.15	4.79e-3
KCTD3	ENSG00000136636.12	4.79e-3
OTX1	ENSG00000115507.9	4.86e-3
ARPC3P1	ENSG00000226284.1	4.86e-3
COQ6	ENSG00000119723.15	4.91e-3
PYCR2	ENSG00000143811.16	4.92e-3
HSD11B2	ENSG00000176387.6	4.97e-3
SLC28A2	ENSG00000137860.11	4.97e-3
AC022201.5	ENSG00000233849.1	4.99e-3
TMEM11	ENSG00000178307.9	4.99e-3
FLRT3	ENSG00000125848.9	5.01e-3
ANKRD7	ENSG00000106013.12	5.02e-3
ERN1	ENSG00000178607.15	5.06e-3
POLDIP2	ENSG00000004142.11	5.06e-3
RP11-783K16.5	ENSG00000256940.1	5.09e-3
C5orf22	ENSG00000082213.17	5.12e-3
RP11-326I11.5	ENSG00000270426.1	5.12e-3
RP1-40E16.9	ENSG00000230269.6	5.12e-3
ZNF322	ENSG00000181315.10	5.12e-3
LCORL	ENSG00000178177.14	5.12e-3
ABI2	ENSG00000138443.15	5.12e-3
RHCG	ENSG00000140519.12	5.17e-3
BARD1	ENSG00000138376.10	5.21e-3
IFRD1	ENSG00000006652.13	5.23e-3
RP11-425D17.1	ENSG00000278733.1	5.24e-3
NOXA1	ENSG00000188747.8	5.26e-3
MAPK14	ENSG00000112062.10	5.28e-3
OSBPL6	ENSG00000079156.16	5.28e-3
TMA7	ENSG00000232112.3	5.33e-3
RP11-163E9.2	ENSG00000239969.5	5.36e-3
PDXP	ENSG00000241360.1	5.37e-3
TTC23L	ENSG00000205838.12	5.37e-3
CCDC125	ENSG00000183323.12	5.38e-3
C17orf85	ENSG00000074356.16	5.40e-3
DPY19L1P1	ENSG00000229358.3	5.42e-3
AC005562.1	ENSG00000214719.11	5.45e-3
GNPDA1	ENSG00000113552.15	5.48e-3
CH507-396I9.6	ENSG00000276289.4	5.49e-3
WRB	ENSG00000182093.14	5.53e-3
WISP1	ENSG00000104415.13	5.53e-3
ZNF284	ENSG00000186026.6	5.54e-3
RP11-797H7.1	ENSG00000234338.1	5.56e-3
NDUFB3	ENSG00000119013.8	5.57e-3
RP11-562A8.4	ENSG00000259298.1	5.57e-3
OSTM1	ENSG00000081087.14	5.58e-3
FUCA2	ENSG00000001036.13	5.62e-3
TRAF3IP2-AS1	ENSG00000231889.7	5.64e-3
RP11-244M2.1	ENSG00000267374.1	5.66e-3
ARHGAP19	ENSG00000213390.10	5.69e-3
YBX1P2	ENSG00000231167.3	5.72e-3
DAND5	ENSG00000179284.5	5.72e-3
KDM1B	ENSG00000165097.13	5.73e-3
CHEK2	ENSG00000183765.20	5.75e-3
RP11-145P16.2	ENSG00000280234.1	5.78e-3
ARHGEF9	ENSG00000131089.13	5.78e-3
RP11-48B14.1	ENSG00000240898.1	5.78e-3
SS18L2	ENSG00000008324.10	5.79e-3
DUXAP9	ENSG00000225210.9	5.80e-3
HNRNPA1P27	ENSG00000233680.4	5.81e-3
NT5DC3	ENSG00000111696.11	5.81e-3
POMT2	ENSG00000009830.11	5.83e-3
TUBBP1	ENSG00000127589.4	5.84e-3
ALOX5AP	ENSG00000132965.9	5.86e-3
MMS22L	ENSG00000146263.11	5.87e-3
RP11-932O9.10	ENSG00000269974.1	5.89e-3
LPCAT1	ENSG00000153395.9	5.94e-3
DIAPH3	ENSG00000139734.17	5.96e-3
TMEM14B	ENSG00000137210.13	5.96e-3
RP11-815I9.4	ENSG00000264885.1	5.96e-3
SIKE1	ENSG00000052723.11	5.96e-3
STEAP3-AS1	ENSG00000229867.1	5.97e-3
SMG7	ENSG00000116698.20	5.97e-3
CTD-3099C6.9	ENSG00000269825.1	5.99e-3
SEC63	ENSG00000025796.13	6.00e-3
SRP68	ENSG00000167881.14	6.00e-3
ZNF232	ENSG00000167840.13	6.01e-3
MKLN1	ENSG00000128585.17	6.01e-3
C5orf51	ENSG00000205765.8	6.03e-3
RMND1	ENSG00000155906.16	6.03e-3
DHX33	ENSG00000005100.12	6.05e-3
POP7	ENSG00000172336.4	6.09e-3
RP11-98G7.1	ENSG00000236947.5	6.14e-3
NEB	ENSG00000183091.19	6.15e-3
RP11-368N21.5	ENSG00000279583.1	6.15e-3
DUS4L	ENSG00000105865.10	6.17e-3
MRPS5	ENSG00000144029.11	6.17e-3
TIPIN	ENSG00000075131.9	6.18e-3
TAF6	ENSG00000106290.14	6.20e-3
NPM1P46	ENSG00000213104.3	6.21e-3
BUD31	ENSG00000106245.9	6.27e-3
VKORC1L1	ENSG00000196715.5	6.28e-3
TPSG1	ENSG00000116176.6	6.29e-3
FAM57A	ENSG00000167695.14	6.30e-3
RP11-255E6.5	ENSG00000270880.1	6.31e-3
BCAP29	ENSG00000075790.10	6.33e-3
FAM209B	ENSG00000213714.1	6.34e-3
ACSF2	ENSG00000167107.12	6.35e-3
FBXO11	ENSG00000138081.19	6.35e-3
PPP2CA	ENSG00000113575.9	6.36e-3
RBM28	ENSG00000106344.8	6.38e-3
CCDC30	ENSG00000186409.14	6.38e-3
BBIP1	ENSG00000214413.7	6.39e-3
GOLGA6L10	ENSG00000278662.4	6.40e-3
RBM33	ENSG00000184863.10	6.41e-3
CDYL	ENSG00000153046.17	6.41e-3
SUV39H2	ENSG00000152455.15	6.43e-3
IFNAR2	ENSG00000159110.19	6.43e-3
CEP57L1	ENSG00000183137.14	6.45e-3
RPAIN	ENSG00000129197.14	6.50e-3
ALDH5A1	ENSG00000112294.12	6.50e-3
NAGS	ENSG00000161653.10	6.54e-3
EIF4G3	ENSG00000075151.19	6.54e-3
ATXN7L1	ENSG00000146776.14	6.54e-3
POM121C	ENSG00000272391.5	6.59e-3
CNOT6LP1	ENSG00000230183.4	6.63e-3
HMBS	ENSG00000256269.6	6.63e-3
IL17RA	ENSG00000177663.13	6.65e-3
WDR41	ENSG00000164253.12	6.65e-3
CLRN3	ENSG00000180745.4	6.66e-3
KLHL18	ENSG00000114648.11	6.67e-3
FTH1P2	ENSG00000234975.6	6.67e-3
LYG2	ENSG00000185674.9	6.69e-3
LRRC20	ENSG00000172731.13	6.69e-3
NOC3L	ENSG00000173145.11	6.70e-3
TAF1A	ENSG00000143498.17	6.70e-3
CEP19	ENSG00000174007.7	6.72e-3
CEP41	ENSG00000106477.18	6.75e-3
RNF5	ENSG00000204308.7	6.76e-3
WARS2	ENSG00000116874.11	6.79e-3
GOLGA2P7	ENSG00000225151.10	6.80e-3
HNRNPH3	ENSG00000096746.17	6.82e-3
DYX1C1	ENSG00000256061.7	6.86e-3
RABGAP1L	ENSG00000152061.21	6.86e-3
DNAJC2	ENSG00000105821.14	6.86e-3
USP15	ENSG00000135655.13	6.86e-3
CEP164	ENSG00000110274.14	6.86e-3
ANKIB1	ENSG00000001629.9	6.88e-3
SSR1	ENSG00000124783.12	6.88e-3
GPATCH2	ENSG00000092978.10	6.88e-3
OTUD7B	ENSG00000264522.5	6.88e-3
