Gene Symbol	Gene ID	P-Value (Survival os)
MAMDC4	ENSG00000177943.13	1.59e-4
RP5-894A10.2	ENSG00000244701.1	1.59e-4
EIF2S1	ENSG00000134001.12	1.68e-4
BZRAP1-AS1	ENSG00000265148.5	1.68e-4
AC008063.3	ENSG00000233397.1	1.70e-4
CD19	ENSG00000177455.11	1.71e-4
TTTY15	ENSG00000233864.7	1.79e-4
CLNK	ENSG00000109684.14	1.79e-4
S1PR4	ENSG00000125910.5	1.79e-4
CNR2	ENSG00000188822.7	1.84e-4
RP11-295P9.3	ENSG00000239665.8	1.85e-4
AC002066.1	ENSG00000237813.3	1.86e-4
CASC8	ENSG00000246228.6	1.88e-4
LINC01281	ENSG00000235304.1	1.94e-4
FADS3	ENSG00000221968.8	1.95e-4
TOMM34	ENSG00000025772.7	1.95e-4
FCRL1	ENSG00000163534.14	1.99e-4
TREX1	ENSG00000213689.9	2.00e-4
PCTP	ENSG00000141179.13	2.07e-4
FAM65C	ENSG00000042062.11	2.08e-4
MAST4	ENSG00000069020.18	2.13e-4
RP11-20B24.7	ENSG00000264304.1	2.25e-4
LRRC16B	ENSG00000186648.14	2.28e-4
TSGA10IP	ENSG00000175513.9	2.30e-4
UBE2F	ENSG00000184182.18	2.33e-4
ZNF589	ENSG00000164048.13	2.37e-4
AC007292.6	ENSG00000267980.1	2.38e-4
TRBV12-3	ENSG00000274752.1	2.48e-4
RFPL1	ENSG00000128250.5	2.50e-4
TMEM92	ENSG00000167105.7	2.54e-4
KCNA3	ENSG00000177272.8	2.56e-4
MRPL21	ENSG00000197345.12	2.56e-4
ANKRD44	ENSG00000065413.16	2.61e-4
RP11-6F2.5	ENSG00000241544.1	2.63e-4
SPOCK1	ENSG00000152377.12	2.69e-4
CCDC130	ENSG00000104957.13	2.71e-4
TEDDM1	ENSG00000203730.2	2.72e-4
KLRB1	ENSG00000111796.3	2.73e-4
CTB-133G6.1	ENSG00000263264.1	2.76e-4
FLT3	ENSG00000122025.14	2.78e-4
BCHE	ENSG00000114200.9	2.80e-4
TRAV22	ENSG00000211802.3	2.86e-4
TYK2	ENSG00000105397.13	2.87e-4
AMICA1	ENSG00000160593.17	2.93e-4
KIAA0125	ENSG00000226777.7	2.96e-4
ATP6V0E1	ENSG00000113732.8	3.03e-4
DNAJC15	ENSG00000120675.5	3.05e-4
SAPCD1	ENSG00000228727.8	3.05e-4
RP11-468E2.1	ENSG00000254692.1	3.09e-4
CD164L2	ENSG00000174950.10	3.11e-4
CNIH4	ENSG00000143771.11	3.16e-4
RP11-178H8.7	ENSG00000279696.1	3.17e-4
YKT6	ENSG00000106636.7	3.19e-4
IGKV2D-40	ENSG00000251039.2	3.21e-4
RP11-23P13.6	ENSG00000174171.5	3.23e-4
MTND4P26	ENSG00000234065.2	3.28e-4
IGKV1-6	ENSG00000239855.1	3.30e-4
BCORP1	ENSG00000215580.10	3.31e-4
BLK	ENSG00000136573.12	3.34e-4
AC013268.3	ENSG00000235721.1	3.36e-4
AMY2B	ENSG00000240038.6	3.39e-4
ADGRF3	ENSG00000173567.14	3.41e-4
RP11-536C5.7	ENSG00000227741.1	3.46e-4
RP11-526A4.1	ENSG00000234828.7	3.49e-4
CAMK2N1	ENSG00000162545.5	3.57e-4
STIP1	ENSG00000168439.16	3.62e-4
SLC16A8	ENSG00000100156.10	3.65e-4
ENPP3	ENSG00000154269.14	3.66e-4
RP11-12J10.4	ENSG00000278831.1	3.69e-4
AREG	ENSG00000109321.10	3.70e-4
IGLV3-27	ENSG00000211658.2	3.72e-4
LIMD2	ENSG00000136490.8	3.75e-4
WDR37	ENSG00000047056.14	3.82e-4
SQLE	ENSG00000104549.11	3.85e-4
IGHV3-15	ENSG00000211943.2	3.87e-4
AC159540.2	ENSG00000278766.2	3.88e-4
RP5-887A10.1	ENSG00000234184.5	3.92e-4
IGLV9-49	ENSG00000223350.2	3.92e-4
HDC	ENSG00000140287.10	3.96e-4
NNMT	ENSG00000166741.7	3.98e-4
BATF	ENSG00000156127.6	4.08e-4
IGHG2	ENSG00000211893.3	4.10e-4
EFCAB6-AS1	ENSG00000223843.4	4.15e-4
KDM5D	ENSG00000012817.15	4.15e-4
RP11-566E18.1	ENSG00000279348.1	4.27e-4
LYG1	ENSG00000144214.9	4.29e-4
STAR	ENSG00000147465.11	4.32e-4
CCR6	ENSG00000112486.14	4.32e-4
NPM1P27	ENSG00000249353.2	4.34e-4
SFI1	ENSG00000198089.14	4.37e-4
TBC1D2	ENSG00000095383.19	4.37e-4
MIR4435-2HG	ENSG00000172965.14	4.39e-4
LY9	ENSG00000122224.17	4.40e-4
AC002331.1	ENSG00000236481.1	4.41e-4
ZNF831	ENSG00000124203.5	4.43e-4
CTC-231O11.1	ENSG00000253522.3	4.46e-4
RP5-994D16.3	ENSG00000234917.2	4.47e-4
IGLV2-8	ENSG00000278196.1	4.47e-4
AC159540.1	ENSG00000230606.10	4.51e-4
PES1	ENSG00000100029.17	4.52e-4
ZFY-AS1	ENSG00000233070.1	4.56e-4
LINC00278	ENSG00000231535.5	4.60e-4
KIAA1683	ENSG00000130518.16	4.66e-4
TNFRSF13B	ENSG00000240505.8	4.69e-4
EPHX3	ENSG00000105131.7	4.77e-4
INF2	ENSG00000203485.12	4.78e-4
PKHD1L1	ENSG00000205038.11	4.83e-4
MAP2K7	ENSG00000076984.17	4.96e-4
PLAU	ENSG00000122861.15	5.09e-4
MYL4	ENSG00000198336.9	5.21e-4
AP000473.8	ENSG00000270093.1	5.22e-4
CCNA1	ENSG00000133101.9	5.39e-4
SLAMF1	ENSG00000117090.14	5.42e-4
BTLA	ENSG00000186265.9	5.43e-4
MYOT	ENSG00000120729.9	5.51e-4
RP11-290O12.2	ENSG00000280241.3	5.56e-4
RP11-690I21.1	ENSG00000237641.1	5.67e-4
TXLNGY	ENSG00000131002.11	5.73e-4
GRB14	ENSG00000115290.9	5.76e-4
TRBV6-5	ENSG00000211721.2	5.79e-4
CTD-2622I13.3	ENSG00000268670.1	5.80e-4
PDGFA	ENSG00000197461.13	5.81e-4
RP11-286E11.1	ENSG00000245293.2	5.88e-4
NAIP	ENSG00000249437.7	5.88e-4
RBM24	ENSG00000112183.14	5.91e-4
IGHV4-34	ENSG00000211956.2	5.93e-4
RP11-147L13.8	ENSG00000267731.1	5.94e-4
CTD-2630F21.1	ENSG00000267309.1	5.96e-4
COL6A6	ENSG00000206384.10	5.97e-4
RP11-211G3.2	ENSG00000223401.1	5.97e-4
RP11-93B14.9	ENSG00000277496.1	5.98e-4
CTC-429P9.3	ENSG00000269044.2	6.06e-4
TRIB3	ENSG00000101255.10	6.10e-4
TIGIT	ENSG00000181847.11	6.10e-4
PRSS12	ENSG00000164099.3	6.12e-4
CYP4A11	ENSG00000187048.12	6.14e-4
AC007952.5	ENSG00000228157.4	6.21e-4
RP11-488L18.4	ENSG00000227671.4	6.23e-4
PLGLB1	ENSG00000183281.14	6.25e-4
FLJ30679	ENSG00000280278.1	6.32e-4
TRBV5-1	ENSG00000211734.3	6.32e-4
NLGN4Y	ENSG00000165246.12	6.52e-4
MIR99AHG	ENSG00000215386.10	6.55e-4
MAGIX	ENSG00000269313.5	6.56e-4
HCG22	ENSG00000228789.6	6.61e-4
FADD	ENSG00000168040.4	6.65e-4
ZNF541	ENSG00000118156.12	6.67e-4
IGLC6	ENSG00000222037.5	6.73e-4
RPL12P4	ENSG00000185834.10	6.76e-4
SLC26A9	ENSG00000174502.18	6.77e-4
RPF2	ENSG00000197498.12	6.77e-4
IGLV3-25	ENSG00000211659.2	7.00e-4
TMBIM6	ENSG00000139644.12	7.03e-4
FUT6	ENSG00000156413.13	7.03e-4
GVINP1	ENSG00000254838.5	7.08e-4
ARRDC5	ENSG00000205784.2	7.12e-4
WNT7A	ENSG00000154764.5	7.16e-4
ZIK1	ENSG00000171649.11	7.25e-4
CEP112	ENSG00000154240.16	7.25e-4
PIK3R3	ENSG00000117461.14	7.31e-4
RP11-747H7.3	ENSG00000260711.2	7.32e-4
IGLV2-11	ENSG00000211668.2	7.35e-4
DDX43	ENSG00000080007.7	7.35e-4
SYT1	ENSG00000067715.13	7.35e-4
P2RY10	ENSG00000078589.12	7.37e-4
CTD-2224J9.8	ENSG00000213777.5	7.40e-4
KIR2DS4	ENSG00000221957.8	7.40e-4
MUL1	ENSG00000090432.6	7.44e-4
RSPO1	ENSG00000169218.13	7.45e-4
LINC01152	ENSG00000256124.5	7.49e-4
RP11-430G17.3	ENSG00000271200.1	7.52e-4
RP11-554I8.2	ENSG00000223784.1	7.54e-4
IGLV1-44	ENSG00000211651.3	7.62e-4
KARS	ENSG00000065427.14	7.64e-4
LAX1	ENSG00000122188.12	7.69e-4
IKZF1	ENSG00000185811.16	7.71e-4
IGKV1-39	ENSG00000242371.1	7.72e-4
IGHM	ENSG00000211899.7	7.74e-4
ECHDC2	ENSG00000121310.16	7.76e-4
PPIB	ENSG00000166794.4	7.76e-4
CD5	ENSG00000110448.10	7.81e-4
RP11-248B24.1	ENSG00000279286.2	7.83e-4
SLC35E2	ENSG00000215790.6	7.92e-4
IMPG2	ENSG00000081148.11	7.97e-4
CTBP1-AS	ENSG00000280927.1	8.00e-4
CTD-3193O13.12	ENSG00000214248.2	8.04e-4
TRAV13-2	ENSG00000211791.2	8.10e-4
RP3-329A5.8	ENSG00000272374.1	8.12e-4
DDX3Y	ENSG00000067048.16	8.13e-4
HBEGF	ENSG00000113070.7	8.19e-4
EGF	ENSG00000138798.11	8.21e-4
TESC	ENSG00000088992.17	8.23e-4
UTY	ENSG00000183878.15	8.23e-4
RP4-539M6.19	ENSG00000249590.7	8.39e-4
EMC8	ENSG00000131148.8	8.45e-4
MARK2P9	ENSG00000232709.1	8.50e-4
TRAF3IP3	ENSG00000009790.14	8.52e-4
ANKRD1	ENSG00000148677.6	8.55e-4
VILL	ENSG00000136059.14	8.55e-4
PNOC	ENSG00000168081.8	8.63e-4
CTBP1-AS2	ENSG00000196810.4	8.72e-4
RP11-366H4.1	ENSG00000248370.1	8.72e-4
CDK17	ENSG00000059758.7	8.77e-4
LRRC8A	ENSG00000136802.11	8.81e-4
RAD9A	ENSG00000172613.7	8.83e-4
TRBV19	ENSG00000211746.3	8.88e-4
CTB-105N12.2	ENSG00000279739.1	8.95e-4
IGLV4-69	ENSG00000211637.2	8.97e-4
TRBV12-4	ENSG00000276953.1	8.98e-4
SLC25A39	ENSG00000013306.15	9.20e-4
PTOV1-AS2	ENSG00000269352.1	9.20e-4
CHGB	ENSG00000089199.9	9.23e-4
CHRM3-AS2	ENSG00000233355.6	9.25e-4
RP11-395I6.3	ENSG00000260296.1	9.26e-4
IGHV3-33	ENSG00000211955.2	9.31e-4
KTN1	ENSG00000126777.17	9.41e-4
ZNF823	ENSG00000197933.12	9.42e-4
TPSD1	ENSG00000095917.13	9.43e-4
SPNS3	ENSG00000182557.7	9.44e-4
ERP44	ENSG00000023318.7	9.47e-4
ZNF80	ENSG00000174255.6	9.47e-4
TNFRSF25	ENSG00000215788.9	9.55e-4
FAM53B	ENSG00000189319.13	9.62e-4
TCP11	ENSG00000124678.17	9.68e-4
UBN2	ENSG00000157741.14	9.72e-4
IGHV1-2	ENSG00000211934.3	9.74e-4
MEGF6	ENSG00000162591.15	9.75e-4
PTPRR	ENSG00000153233.12	9.76e-4
RP11-480I12.5	ENSG00000214796.8	9.76e-4
ARHGAP15	ENSG00000075884.12	9.76e-4
TRBV7-6	ENSG00000211727.3	9.87e-4
CGNL1	ENSG00000128849.10	9.95e-4
CSF2RB	ENSG00000100368.13	9.97e-4
IL17REL	ENSG00000188263.10	9.98e-4
RP3-402G11.26	ENSG00000273253.2	1.00e-3
AL928768.3	ENSG00000253701.2	1.00e-3
CTB-31O20.4	ENSG00000267244.5	1.00e-3
TMEM208	ENSG00000168701.18	1.01e-3
IGKV2-30	ENSG00000243238.1	1.01e-3
TIFAB	ENSG00000255833.1	1.02e-3
NKX2-8	ENSG00000136327.6	1.03e-3
RP11-582J16.4	ENSG00000251034.1	1.03e-3
AIMP2	ENSG00000106305.9	1.04e-3
SIRT2	ENSG00000068903.19	1.05e-3
MASP2	ENSG00000009724.16	1.07e-3
SSTR3	ENSG00000278195.1	1.07e-3
CH17-212P11.4	ENSG00000282600.1	1.07e-3
TTC7B	ENSG00000165914.14	1.08e-3
CALM1	ENSG00000198668.10	1.09e-3
TRBV18	ENSG00000276557.1	1.09e-3
TRAV8-4	ENSG00000211790.2	1.09e-3
NUGGC	ENSG00000189233.11	1.09e-3
FGFR2	ENSG00000066468.20	1.09e-3
SYNE4	ENSG00000181392.14	1.10e-3
P2RY14	ENSG00000174944.8	1.10e-3
HNRNPA1P33	ENSG00000213412.3	1.11e-3
RP11-802O23.3	ENSG00000272182.1	1.11e-3
LTB	ENSG00000227507.2	1.12e-3
MTMR9LP	ENSG00000220785.7	1.12e-3
RP6-109B7.5	ENSG00000273289.1	1.12e-3
AC093495.4	ENSG00000228242.6	1.12e-3
INHBA	ENSG00000122641.9	1.13e-3
JCHAIN	ENSG00000132465.10	1.13e-3
CSRP1	ENSG00000159176.13	1.14e-3
CTC-523E23.5	ENSG00000269086.2	1.14e-3
NUDT15	ENSG00000136159.3	1.14e-3
CTC-480C2.1	ENSG00000250874.1	1.15e-3
IGHV3-11	ENSG00000211941.3	1.16e-3
MORN4	ENSG00000171160.17	1.16e-3
MYOD1	ENSG00000129152.3	1.16e-3
C19orf57	ENSG00000132016.11	1.19e-3
TRBV15	ENSG00000276819.1	1.19e-3
MYBPC3	ENSG00000134571.10	1.19e-3
ESD	ENSG00000139684.13	1.19e-3
FHL2	ENSG00000115641.18	1.20e-3
CAPN10	ENSG00000142330.19	1.20e-3
HRG	ENSG00000113905.4	1.20e-3
LINC01089	ENSG00000212694.8	1.21e-3
ITSN2	ENSG00000198399.14	1.22e-3
RP11-367G6.3	ENSG00000272053.1	1.22e-3
TRMT112	ENSG00000173113.6	1.24e-3
GFPT2	ENSG00000131459.12	1.24e-3
RP1-47M23.3	ENSG00000280135.1	1.24e-3
NCF1	ENSG00000158517.13	1.24e-3
ZFY	ENSG00000067646.11	1.25e-3
FAM21A	ENSG00000099290.15	1.26e-3
LINC00689	ENSG00000231419.6	1.27e-3
IGKV2-24	ENSG00000241294.1	1.27e-3
ZNF432	ENSG00000256087.6	1.28e-3
WDR90	ENSG00000161996.17	1.29e-3
FCRL2	ENSG00000132704.15	1.29e-3
IGHV4-61	ENSG00000211970.3	1.29e-3
COPZ1	ENSG00000111481.9	1.29e-3
ZNF599	ENSG00000153896.17	1.29e-3
XCR1	ENSG00000173578.7	1.30e-3
KIAA1875	ENSG00000179698.13	1.32e-3
CTD-2006C1.13	ENSG00000267179.1	1.32e-3
RP11-256L11.3	ENSG00000255655.1	1.33e-3
RP11-217B7.2	ENSG00000226334.1	1.33e-3
PPT2-EGFL8	ENSG00000258388.7	1.33e-3
AC011239.2	ENSG00000279526.1	1.33e-3
CGGBP1	ENSG00000163320.10	1.34e-3
LINC00861	ENSG00000245164.6	1.35e-3
LINC01123	ENSG00000204588.5	1.35e-3
RP11-21C4.1	ENSG00000254102.1	1.36e-3
CTD-3099C6.11	ENSG00000268970.1	1.36e-3
ZNF577	ENSG00000161551.12	1.37e-3
SPIB	ENSG00000269404.6	1.37e-3
ANKRD29	ENSG00000154065.16	1.37e-3
RTN4	ENSG00000115310.17	1.37e-3
CTD-2587M2.1	ENSG00000249476.1	1.39e-3
MYL2	ENSG00000111245.14	1.39e-3
IZUMO4	ENSG00000099840.13	1.39e-3
ITGB7	ENSG00000139626.15	1.39e-3
RP1-261D10.2	ENSG00000259146.3	1.40e-3
TRMT12	ENSG00000183665.5	1.40e-3
TRBV14	ENSG00000275743.1	1.40e-3
ABCA9-AS1	ENSG00000231749.3	1.40e-3
TBC1D10C	ENSG00000175463.11	1.41e-3
LL0XNC01-250H12.3	ENSG00000234405.1	1.41e-3
IL17A	ENSG00000112115.5	1.41e-3
RP4-814D15.2	ENSG00000225224.1	1.42e-3
ANOS2P	ENSG00000241859.6	1.42e-3
DOT1L	ENSG00000104885.17	1.43e-3
ZNF700	ENSG00000196757.7	1.44e-3
RP1-95L4.4	ENSG00000217648.1	1.45e-3
RP5-1057J7.7	ENSG00000271420.1	1.45e-3
TRGV10	ENSG00000211694.2	1.46e-3
TMC8	ENSG00000167895.14	1.46e-3
AGAP4	ENSG00000188234.13	1.47e-3
FGF22	ENSG00000070388.11	1.47e-3
IGKV2-28	ENSG00000244116.3	1.47e-3
RP5-894A10.6	ENSG00000270157.1	1.48e-3
AC027601.1	ENSG00000260005.6	1.49e-3
FRMD4A	ENSG00000151474.19	1.50e-3
TNFRSF11B	ENSG00000164761.8	1.51e-3
MMP25	ENSG00000008516.16	1.51e-3
RP11-401O9.3	ENSG00000264067.1	1.51e-3
ASCL4	ENSG00000187855.5	1.51e-3
IGLV2-14	ENSG00000211666.2	1.52e-3
ABCD2	ENSG00000173208.3	1.52e-3
RP11-455J20.3	ENSG00000273240.1	1.52e-3
RP11-307C12.13	ENSG00000270361.1	1.53e-3
ZNF181	ENSG00000197841.14	1.54e-3
RP11-423P10.2	ENSG00000272054.1	1.55e-3
ACTN1	ENSG00000072110.13	1.55e-3
IGKV5-2	ENSG00000211599.2	1.55e-3
XXbac-BPGBPG55C20.2	ENSG00000272316.1	1.55e-3
RPL39	ENSG00000198918.7	1.55e-3
GPR171	ENSG00000174946.6	1.56e-3
TRBV5-6	ENSG00000211728.2	1.56e-3
RP11-449J21.3	ENSG00000279382.1	1.56e-3
RP4-539M6.20	ENSG00000273350.1	1.56e-3
CTAGE7P	ENSG00000233122.2	1.56e-3
SELENBP1	ENSG00000143416.20	1.57e-3
CAV1	ENSG00000105974.11	1.57e-3
NDNL2	ENSG00000185115.4	1.57e-3
TTC21A	ENSG00000168026.16	1.58e-3
GSAP	ENSG00000186088.15	1.58e-3
AGTRAP	ENSG00000177674.15	1.58e-3
DDX41	ENSG00000183258.11	1.58e-3
AATBC	ENSG00000215458.8	1.58e-3
LGALS1	ENSG00000100097.11	1.59e-3
SKP1	ENSG00000113558.18	1.61e-3
PRKY	ENSG00000099725.14	1.61e-3
PTX3	ENSG00000163661.3	1.62e-3
NRTN	ENSG00000171119.2	1.63e-3
ELOVL6	ENSG00000170522.9	1.63e-3
MYO1H	ENSG00000174527.9	1.65e-3
RP11-30P6.6	ENSG00000234155.1	1.65e-3
MLLT1	ENSG00000130382.8	1.65e-3
FCHSD2	ENSG00000137478.14	1.66e-3
CLEC9A	ENSG00000197992.6	1.66e-3
SEC14L2	ENSG00000100003.17	1.66e-3
CD79A	ENSG00000105369.9	1.66e-3
RP11-166O4.6	ENSG00000273448.1	1.68e-3
BCAP29	ENSG00000075790.10	1.69e-3
PARVB	ENSG00000188677.14	1.69e-3
IGHG3	ENSG00000211897.7	1.69e-3
IGKV2D-24	ENSG00000241566.1	1.69e-3
CH17-264L24.1	ENSG00000279278.1	1.70e-3
PGRMC1	ENSG00000101856.9	1.70e-3
OVOL3	ENSG00000105261.7	1.71e-3
JAK3	ENSG00000105639.18	1.71e-3
SH3BP5-AS1	ENSG00000224660.1	1.72e-3
CLEC2D	ENSG00000069493.14	1.72e-3
RP11-415F23.2	ENSG00000271964.1	1.72e-3
C8orf33	ENSG00000182307.12	1.72e-3
RSPH4A	ENSG00000111834.12	1.72e-3
RP11-275I4.2	ENSG00000259747.1	1.73e-3
PSMD10P1	ENSG00000228663.1	1.73e-3
ZNF562	ENSG00000171466.9	1.73e-3
CD40LG	ENSG00000102245.7	1.74e-3
FAHD1	ENSG00000180185.11	1.74e-3
SUGP1	ENSG00000105705.15	1.74e-3
RP11-245J9.5	ENSG00000271843.1	1.75e-3
TRBV7-3	ENSG00000211714.3	1.76e-3
MXD4	ENSG00000123933.14	1.77e-3
PKDREJ	ENSG00000130943.6	1.79e-3
CABP7	ENSG00000100314.3	1.81e-3
CACNG4	ENSG00000075461.5	1.81e-3
RP11-803D5.1	ENSG00000279191.1	1.82e-3
CCDC146	ENSG00000135205.14	1.84e-3
C7orf61	ENSG00000185955.4	1.85e-3
ATXN7	ENSG00000163635.17	1.86e-3
KCNJ18	ENSG00000260458.3	1.86e-3
RPL4P1	ENSG00000240954.1	1.86e-3
