Gene Symbol	Gene ID	P-Value (Survival os)
CFHR3	ENSG00000116785.13	3.31e-3
RP11-731C17.2	ENSG00000273486.1	3.32e-3
RP4-740C4.5	ENSG00000269896.2	3.38e-3
RP11-266K4.1	ENSG00000244050.2	3.41e-3
CTC-457L16.2	ENSG00000262319.1	3.56e-3
LINC01320	ENSG00000228262.8	3.65e-3
ZNF92P3	ENSG00000269421.1	3.66e-3
RP4-539M6.22	ENSG00000273428.3	3.74e-3
ZNF295-AS1	ENSG00000237232.7	3.83e-3
MRPL27	ENSG00000108826.15	3.88e-3
AC017116.11	ENSG00000239775.1	3.94e-3
IL23R	ENSG00000162594.14	3.95e-3
TMCC1	ENSG00000172765.16	4.10e-3
HMGB3P22	ENSG00000225051.5	4.12e-3
GAPDHP38	ENSG00000249210.1	4.13e-3
CLHC1	ENSG00000162994.15	4.16e-3
RAP1A	ENSG00000116473.14	4.16e-3
GOLGA8M	ENSG00000188626.6	4.17e-3
UBIAD1	ENSG00000120942.13	4.34e-3
MIR4458HG	ENSG00000247516.4	4.37e-3
RP11-503E24.2	ENSG00000254165.1	4.49e-3
ATXN7	ENSG00000163635.17	4.53e-3
RP11-264M12.2	ENSG00000261707.1	4.54e-3
SPACA4	ENSG00000177202.2	4.71e-3
THAP4	ENSG00000176946.11	4.75e-3
RP11-407N8.6	ENSG00000274156.1	4.84e-3
DHX35	ENSG00000101452.14	4.86e-3
WNK4	ENSG00000126562.16	4.89e-3
CTB-32O4.3	ENSG00000276251.1	4.91e-3
NUDT21	ENSG00000167005.13	4.92e-3
VPS25	ENSG00000131475.6	5.02e-3
TMEM70	ENSG00000175606.10	5.14e-3
ADAM10	ENSG00000137845.14	5.14e-3
SDR42E1	ENSG00000184860.9	5.19e-3
OLR1	ENSG00000173391.8	5.45e-3
SLC9A6	ENSG00000198689.9	5.50e-3
ABHD3	ENSG00000158201.9	5.55e-3
CTB-12A17.2	ENSG00000279161.1	5.59e-3
FARP1-AS1	ENSG00000231194.1	5.61e-3
PSMB6	ENSG00000142507.9	5.65e-3
RP5-899E9.1	ENSG00000273341.1	5.67e-3
RP11-1293J14.1	ENSG00000271868.1	5.82e-3
RP11-197M22.2	ENSG00000225213.2	5.87e-3
PIWIL4	ENSG00000134627.11	5.98e-3
RPL23AP97	ENSG00000260615.1	6.19e-3
PCNPP1	ENSG00000258359.1	6.27e-3
PGGT1B	ENSG00000164219.9	6.31e-3
MED29	ENSG00000063322.13	6.39e-3
SPDYE2B	ENSG00000173678.14	6.46e-3
SMAD9	ENSG00000120693.13	6.46e-3
STIM2	ENSG00000109689.14	6.48e-3
HSPA14	ENSG00000187522.13	6.73e-3
RP13-39P12.3	ENSG00000228748.2	6.75e-3
RP11-212P7.2	ENSG00000273270.1	6.76e-3
NONOP2	ENSG00000237522.1	6.77e-3
TEP1	ENSG00000129566.12	6.80e-3
EGFR	ENSG00000146648.15	6.96e-3
RAPGEF5	ENSG00000136237.18	6.97e-3
RP11-379H18.1	ENSG00000271122.1	7.08e-3
CEBPB	ENSG00000172216.5	7.12e-3
PPAPDC2	ENSG00000205808.5	7.13e-3
Metazoa_SRP	ENSG00000274012.1	7.31e-3
AC068282.3	ENSG00000236682.1	7.39e-3
AC159540.2	ENSG00000278766.2	7.49e-3
POLE4	ENSG00000115350.11	7.50e-3
TAX1BP1	ENSG00000106052.13	7.52e-3
NAA38	ENSG00000183011.13	7.57e-3
HIPK1-AS1	ENSG00000235527.6	7.62e-3
RP11-434P11.1	ENSG00000280037.1	7.69e-3
LOXL1-AS1	ENSG00000261801.5	7.71e-3
ZNF331	ENSG00000130844.16	7.73e-3
KMT2A	ENSG00000118058.20	7.89e-3
RAB19	ENSG00000146955.10	7.89e-3
MIR155HG	ENSG00000234883.3	7.97e-3
LL21NC02-1C16.1	ENSG00000273027.1	7.98e-3
RP11-345N11.1	ENSG00000278840.1	8.09e-3
TMIGD2	ENSG00000167664.8	8.27e-3
NPPC	ENSG00000163273.3	8.29e-3
RNF126	ENSG00000070423.17	8.33e-3
RP11-613M5.1	ENSG00000213272.5	8.34e-3
UBE2W	ENSG00000104343.19	8.38e-3
AP001048.4	ENSG00000223975.1	8.53e-3
YWHAZP3	ENSG00000229932.3	8.64e-3
RP11-490H24.5	ENSG00000216285.5	8.78e-3
DYNC1LI1	ENSG00000144635.8	8.93e-3
IFITM10	ENSG00000244242.1	8.94e-3
NOP14-AS1	ENSG00000249673.6	8.95e-3
SAR1A	ENSG00000079332.14	8.96e-3
IP6K3	ENSG00000161896.10	9.11e-3
TCEB1	ENSG00000154582.16	9.12e-3
RP11-416H1.2	ENSG00000279721.1	9.13e-3
SH3BGRL2	ENSG00000198478.7	9.15e-3
LGALS8-AS1	ENSG00000223776.5	9.16e-3
ZNF807	ENSG00000248830.1	9.27e-3
BET1L	ENSG00000177951.17	9.28e-3
RP11-338N10.2	ENSG00000270035.1	9.30e-3
SLC33A1	ENSG00000169359.13	9.31e-3
SELT	ENSG00000198843.12	9.34e-3
HIST1H2BD	ENSG00000158373.8	9.38e-3
AP4S1	ENSG00000100478.14	9.57e-3
ATP6V1A	ENSG00000114573.9	9.61e-3
RP11-1023L17.1	ENSG00000215158.9	9.61e-3
RP11-498C9.12	ENSG00000264769.1	9.64e-3
RP11-20G6.3	ENSG00000260566.2	9.87e-3
BAIAP2L1	ENSG00000006453.13	9.97e-3
GBF1	ENSG00000107862.4	1.00e-2
BBX	ENSG00000114439.18	1.02e-2
HIF1A-AS2	ENSG00000258667.1	1.02e-2
MS4A4A	ENSG00000110079.16	1.02e-2
AC015987.1	ENSG00000224746.1	1.02e-2
AZU1	ENSG00000172232.9	1.02e-2
EDN2	ENSG00000127129.9	1.03e-2
ATP13A3	ENSG00000133657.14	1.04e-2
PABPC5	ENSG00000174740.7	1.05e-2
WAC	ENSG00000095787.21	1.05e-2
MRPL2	ENSG00000112651.11	1.05e-2
USP9X	ENSG00000124486.12	1.06e-2
SEMA4B	ENSG00000185033.14	1.07e-2
PTCHD4	ENSG00000244694.7	1.07e-2
RNF148	ENSG00000235631.1	1.07e-2
TNFRSF14	ENSG00000157873.17	1.09e-2
RP11-54C4.3	ENSG00000275765.4	1.10e-2
RP11-550I24.2	ENSG00000243176.5	1.10e-2
DEAF1	ENSG00000177030.16	1.10e-2
PIAS2	ENSG00000078043.15	1.11e-2
STRN3	ENSG00000196792.11	1.11e-2
SCP2	ENSG00000116171.16	1.11e-2
AC005152.3	ENSG00000228639.6	1.13e-2
MBP	ENSG00000197971.14	1.13e-2
RP11-498C9.2	ENSG00000262831.1	1.13e-2
CST1	ENSG00000170373.8	1.13e-2
ECEL1P2	ENSG00000244280.1	1.14e-2
CASK	ENSG00000147044.20	1.14e-2
RP11-294J22.6	ENSG00000262967.1	1.17e-2
FGF12	ENSG00000114279.13	1.17e-2
MBNL3	ENSG00000076770.14	1.17e-2
RP11-873E20.1	ENSG00000267397.1	1.17e-2
HYI	ENSG00000178922.16	1.17e-2
RP11-295H24.4	ENSG00000275580.1	1.18e-2
EMC6	ENSG00000127774.6	1.18e-2
CD247	ENSG00000198821.10	1.19e-2
C1orf127	ENSG00000175262.14	1.19e-2
CSNK2A3	ENSG00000254598.2	1.21e-2
LINC00877	ENSG00000241163.7	1.23e-2
PIP4K2A	ENSG00000150867.13	1.24e-2
RNF216	ENSG00000011275.18	1.24e-2
SPAG7	ENSG00000091640.7	1.24e-2
FAM183A	ENSG00000186973.10	1.25e-2
RP11-159G9.5	ENSG00000229729.6	1.25e-2
FDPSP7	ENSG00000231087.2	1.26e-2
CTD-2626G11.2	ENSG00000268416.1	1.26e-2
SUN1	ENSG00000164828.17	1.26e-2
DYNC1LI2	ENSG00000135720.12	1.26e-2
TOE1	ENSG00000132773.11	1.27e-2
BNIP3	ENSG00000176171.11	1.27e-2
HYAL4	ENSG00000106302.9	1.27e-2
KB-1125A3.11	ENSG00000272973.1	1.28e-2
AP003419.11	ENSG00000256514.1	1.28e-2
KCND3	ENSG00000171385.9	1.30e-2
ARHGEF3	ENSG00000163947.11	1.30e-2
CTD-2006C1.13	ENSG00000267179.1	1.31e-2
MDK	ENSG00000110492.15	1.31e-2
C19orf12	ENSG00000131943.17	1.31e-2
LONRF3	ENSG00000175556.16	1.33e-2
ZNF157	ENSG00000147117.7	1.33e-2
CAMK1D	ENSG00000183049.12	1.34e-2
TMEM107	ENSG00000179029.14	1.34e-2
CD2BP2	ENSG00000169217.8	1.34e-2
MRPS17	ENSG00000249773.3	1.35e-2
RASA2	ENSG00000155903.11	1.35e-2
PNMA6A	ENSG00000235961.5	1.36e-2
HUS1	ENSG00000136273.11	1.36e-2
TBC1D12	ENSG00000108239.8	1.36e-2
TPRG1L	ENSG00000158109.14	1.37e-2
KRT18P55	ENSG00000265480.5	1.37e-2
GATSL3	ENSG00000239282.7	1.37e-2
NFE2L3P1	ENSG00000267497.1	1.38e-2
RP11-1099M24.9	ENSG00000279174.1	1.38e-2
HCG27	ENSG00000206344.6	1.39e-2
LGALS12	ENSG00000133317.14	1.39e-2
CACNA1A	ENSG00000141837.18	1.39e-2
CHD1	ENSG00000153922.10	1.40e-2
TSPAN3	ENSG00000140391.14	1.40e-2
TTLL10	ENSG00000162571.13	1.40e-2
LGALS9C	ENSG00000171916.16	1.42e-2
RP11-613D13.5	ENSG00000246250.2	1.43e-2
CTC-250I14.3	ENSG00000267512.1	1.44e-2
FAM212B	ENSG00000197852.9	1.45e-2
TCEA1P2	ENSG00000230409.3	1.45e-2
UPK1B	ENSG00000114638.7	1.45e-2
SH2D6	ENSG00000152292.16	1.46e-2
CHCHD2P6	ENSG00000235084.3	1.46e-2
CTD-2005D20.1	ENSG00000250376.1	1.48e-2
SYCP3	ENSG00000139351.14	1.48e-2
AGO2	ENSG00000123908.11	1.49e-2
TNFRSF1B	ENSG00000028137.16	1.49e-2
RP11-758P17.2	ENSG00000241357.1	1.49e-2
ADGRE4P	ENSG00000268758.5	1.49e-2
ANTXR2	ENSG00000163297.16	1.50e-2
FAM86FP	ENSG00000164845.16	1.50e-2
CES5AP1	ENSG00000215478.8	1.51e-2
STXBP2	ENSG00000076944.14	1.51e-2
ZNF736	ENSG00000234444.9	1.51e-2
SCAP	ENSG00000114650.18	1.53e-2
CLEC6A	ENSG00000205846.3	1.53e-2
CELF2-AS1	ENSG00000181800.5	1.54e-2
RP11-284M14.1	ENSG00000250326.1	1.54e-2
RP11-923I11.3	ENSG00000260122.1	1.55e-2
MBNL1	ENSG00000152601.17	1.55e-2
AC000123.2	ENSG00000280347.1	1.55e-2
WDR38	ENSG00000136918.7	1.56e-2
OSM	ENSG00000099985.3	1.59e-2
CAMK1G	ENSG00000008118.9	1.61e-2
XPC	ENSG00000154767.14	1.61e-2
BCL2L2-PABPN1	ENSG00000258643.5	1.62e-2
ATP8B4	ENSG00000104043.14	1.62e-2
MALT1	ENSG00000172175.12	1.62e-2
CDK14	ENSG00000058091.16	1.62e-2
KRT18P65	ENSG00000215807.4	1.64e-2
PITPNC1	ENSG00000154217.14	1.64e-2
RP11-686O6.1	ENSG00000272966.1	1.65e-2
PTCD1	ENSG00000106246.17	1.65e-2
FCGR1A	ENSG00000150337.13	1.66e-2
MILR1	ENSG00000271605.5	1.66e-2
SDHD	ENSG00000204370.8	1.66e-2
RP11-394I13.1	ENSG00000260868.1	1.66e-2
ATXN1L	ENSG00000224470.7	1.67e-2
ACOXL	ENSG00000153093.18	1.67e-2
AP1G1	ENSG00000166747.12	1.67e-2
PFN1P8	ENSG00000244371.2	1.68e-2
FAM151A	ENSG00000162391.11	1.71e-2
OGFOD1	ENSG00000087263.16	1.72e-2
RP11-351J23.1	ENSG00000203688.4	1.73e-2
CD80	ENSG00000121594.11	1.74e-2
NDUFS8	ENSG00000110717.10	1.76e-2
CTD-2336O2.3	ENSG00000282021.1	1.79e-2
MRPS17P1	ENSG00000268949.1	1.80e-2
TOX4	ENSG00000092203.13	1.80e-2
SHH	ENSG00000164690.7	1.81e-2
NTRK3	ENSG00000140538.16	1.82e-2
FEZF1-AS1	ENSG00000230316.6	1.83e-2
C10orf55	ENSG00000222047.8	1.83e-2
ITGAV	ENSG00000138448.11	1.84e-2
RP11-368J21.3	ENSG00000257838.5	1.84e-2
RP11-676J12.9	ENSG00000277491.1	1.84e-2
ZNF557	ENSG00000130544.11	1.85e-2
AC093375.1	ENSG00000226383.5	1.85e-2
RP5-884M6.1	ENSG00000228742.9	1.86e-2
GOLGA7B	ENSG00000155265.10	1.86e-2
RP11-760H22.2	ENSG00000254343.2	1.86e-2
TIMM22	ENSG00000177370.4	1.86e-2
PURB	ENSG00000146676.6	1.87e-2
ACOT12	ENSG00000172497.8	1.87e-2
URI1	ENSG00000105176.17	1.88e-2
ELP5	ENSG00000170291.14	1.88e-2
TOMM20P2	ENSG00000255987.1	1.88e-2
RP11-867G2.4	ENSG00000280167.1	1.88e-2
AC007285.6	ENSG00000227014.5	1.89e-2
SIGLEC1	ENSG00000088827.12	1.89e-2
TRIQK	ENSG00000205133.11	1.90e-2
CLK2P1	ENSG00000232553.3	1.90e-2
GNB4	ENSG00000114450.9	1.90e-2
TCAF1P1	ENSG00000223459.5	1.90e-2
RASSF8-AS1	ENSG00000246695.7	1.91e-2
MIR646HG	ENSG00000228340.5	1.91e-2
JAZF1	ENSG00000153814.11	1.92e-2
DIAPH3	ENSG00000139734.17	1.93e-2
TMEM59	ENSG00000116209.11	1.93e-2
RP5-832C2.5	ENSG00000215014.4	1.94e-2
LYN	ENSG00000254087.7	1.94e-2
HACD2	ENSG00000206527.9	1.94e-2
PAF1	ENSG00000006712.14	1.94e-2
MGC16275	ENSG00000246731.2	1.96e-2
VPS4B	ENSG00000119541.9	1.96e-2
TPTE2P6	ENSG00000205822.10	1.96e-2
RP11-488C13.5	ENSG00000258301.3	1.97e-2
CTD-2376I4.1	ENSG00000271926.1	1.97e-2
SGSH	ENSG00000181523.12	1.98e-2
CNNM4	ENSG00000158158.11	1.98e-2
HLA-DQA2	ENSG00000237541.3	1.98e-2
GCNT4	ENSG00000176928.5	1.99e-2
KIR3DL1	ENSG00000167633.16	1.99e-2
NAT2	ENSG00000156006.4	1.99e-2
GPAM	ENSG00000119927.13	2.00e-2
GPATCH8	ENSG00000186566.11	2.00e-2
LRRFIP1P1	ENSG00000240429.1	2.00e-2
POMK	ENSG00000185900.9	2.02e-2
FKBP2	ENSG00000173486.12	2.02e-2
RP11-729L2.2	ENSG00000267699.2	2.03e-2
CTD-2270P14.5	ENSG00000276791.1	2.04e-2
LGALS9B	ENSG00000170298.15	2.05e-2
C14orf119	ENSG00000179933.5	2.06e-2
EGR3	ENSG00000179388.8	2.07e-2
TMOD3	ENSG00000138594.12	2.07e-2
JUN	ENSG00000177606.6	2.07e-2
RP11-50D9.1	ENSG00000244021.4	2.09e-2
CNOT11	ENSG00000158435.7	2.09e-2
FTX	ENSG00000230590.7	2.10e-2
CCND2	ENSG00000118971.7	2.10e-2
LINC01021	ENSG00000250337.5	2.10e-2
TMEM256	ENSG00000205544.3	2.10e-2
CYP51A1P2	ENSG00000233588.1	2.10e-2
KIF18B	ENSG00000186185.13	2.10e-2
RBM48	ENSG00000127993.14	2.11e-2
ZHX1	ENSG00000165156.14	2.11e-2
SLC5A9	ENSG00000117834.12	2.11e-2
ARSA	ENSG00000100299.17	2.12e-2
LA16c-306A4.1	ENSG00000260022.1	2.12e-2
SOWAHA	ENSG00000198944.5	2.13e-2
ARL6IP5	ENSG00000144746.6	2.13e-2
GANAB	ENSG00000089597.16	2.14e-2
AC104532.2	ENSG00000267314.1	2.14e-2
AC008074.3	ENSG00000223935.1	2.15e-2
ZNF253	ENSG00000256771.2	2.15e-2
RNF133	ENSG00000188050.2	2.17e-2
RASA4DP	ENSG00000233297.4	2.18e-2
PHC3	ENSG00000173889.15	2.18e-2
CARS-AS1	ENSG00000247473.2	2.19e-2
PANX2	ENSG00000073150.13	2.19e-2
RPS2P48	ENSG00000233380.1	2.19e-2
RP11-30K9.1	ENSG00000242747.1	2.20e-2
TJP2	ENSG00000119139.16	2.20e-2
DLGAP1-AS1	ENSG00000177337.7	2.20e-2
ETV4	ENSG00000175832.12	2.20e-2
AC079781.8	ENSG00000232097.1	2.20e-2
POLQ	ENSG00000051341.13	2.22e-2
TPP1	ENSG00000166340.14	2.22e-2
FBXW11	ENSG00000072803.17	2.22e-2
PEMT	ENSG00000133027.17	2.23e-2
CCNJL	ENSG00000135083.14	2.23e-2
UPF3B	ENSG00000125351.10	2.23e-2
PI4KAP1	ENSG00000274602.4	2.24e-2
WBP2	ENSG00000132471.11	2.24e-2
RP11-1415C14.3	ENSG00000253816.3	2.24e-2
TXNL1	ENSG00000091164.12	2.25e-2
NGLY1	ENSG00000151092.16	2.25e-2
BRWD3	ENSG00000165288.10	2.25e-2
SLFN5	ENSG00000166750.9	2.26e-2
CERS6-AS1	ENSG00000227617.8	2.27e-2
BEND3P1	ENSG00000231345.3	2.27e-2
ZNF800	ENSG00000048405.9	2.28e-2
BPIFB9P	ENSG00000125997.5	2.28e-2
CTA-243E7.2	ENSG00000279006.1	2.33e-2
RP1-137D17.2	ENSG00000272848.1	2.33e-2
CTD-2054N24.2	ENSG00000259363.5	2.34e-2
TYROBP	ENSG00000011600.11	2.34e-2
GPR65	ENSG00000140030.5	2.35e-2
AF127577.10	ENSG00000229047.1	2.35e-2
IDSP1	ENSG00000176289.4	2.35e-2
PPP6R1	ENSG00000105063.18	2.35e-2
SLC15A3	ENSG00000110446.9	2.36e-2
SRPK3	ENSG00000184343.10	2.36e-2
SLC12A7	ENSG00000113504.19	2.38e-2
SEL1L3	ENSG00000091490.10	2.39e-2
LINC01336	ENSG00000250889.2	2.40e-2
RP11-416I2.1	ENSG00000260328.1	2.40e-2
RP3-395M20.12	ENSG00000272449.1	2.41e-2
ZFP90	ENSG00000184939.15	2.41e-2
SASH3	ENSG00000122122.9	2.42e-2
C1orf186	ENSG00000263961.6	2.43e-2
RP11-800A3.7	ENSG00000257038.1	2.45e-2
CRYZ	ENSG00000116791.13	2.48e-2
TRIM59	ENSG00000213186.7	2.48e-2
CTD-2184C24.2	ENSG00000254718.6	2.49e-2
DLGAP1-AS2	ENSG00000262001.1	2.49e-2
RP3-469D22.1	ENSG00000238084.4	2.50e-2
HNRNPUL1	ENSG00000105323.16	2.50e-2
RP1-111C20.4	ENSG00000271913.5	2.50e-2
STX17	ENSG00000136874.10	2.50e-2
AURKB	ENSG00000178999.12	2.50e-2
ROM1	ENSG00000149489.8	2.51e-2
RP11-396C23.2	ENSG00000225518.2	2.51e-2
FCGR3A	ENSG00000203747.9	2.52e-2
RP13-514E23.2	ENSG00000273389.1	2.52e-2
MKL1	ENSG00000196588.14	2.52e-2
TGFB2-OT1	ENSG00000281453.1	2.54e-2
HULC	ENSG00000251164.1	2.54e-2
IFT74-AS1	ENSG00000234676.1	2.55e-2
ERVK3-1	ENSG00000142396.10	2.56e-2
CAPN8	ENSG00000203697.11	2.56e-2
RIMBP3B	ENSG00000274600.1	2.57e-2
ZNF221	ENSG00000159905.14	2.57e-2
RP11-803B1.8	ENSG00000272690.5	2.57e-2
RP11-303E16.5	ENSG00000261141.1	2.58e-2
RP3-406P24.4	ENSG00000272248.1	2.58e-2
RP11-113C12.4	ENSG00000256552.2	2.59e-2
SNURF	ENSG00000273173.5	2.59e-2
AC005752.10	ENSG00000277795.1	2.59e-2
STMN1	ENSG00000117632.20	2.60e-2
KAT6A	ENSG00000083168.9	2.60e-2
ITLN2	ENSG00000158764.6	2.60e-2
APOF	ENSG00000175336.9	2.61e-2
CTC-343N3.1	ENSG00000183562.3	2.61e-2
DIAPH2	ENSG00000147202.17	2.61e-2
SLC25A36	ENSG00000114120.11	2.62e-2
COL4A3	ENSG00000169031.18	2.62e-2
AC006116.22	ENSG00000266907.1	2.63e-2
ZNF572	ENSG00000180938.5	2.63e-2
RP11-1151B14.4	ENSG00000267257.1	2.63e-2
KCNIP2-AS1	ENSG00000226009.1	2.64e-2
RP11-115H18.1	ENSG00000273125.1	2.64e-2
TRRAP	ENSG00000196367.12	2.67e-2
HDAC9	ENSG00000048052.21	2.67e-2
CTB-61M7.2	ENSG00000268734.1	2.68e-2
TRBV28	ENSG00000211753.4	2.68e-2
DTD2	ENSG00000129480.12	2.69e-2
ICAM2	ENSG00000108622.10	2.69e-2
NAALADL1	ENSG00000168060.14	2.70e-2
RP11-736K20.5	ENSG00000255471.1	2.70e-2
TMEM132D	ENSG00000151952.14	2.71e-2
PXT1	ENSG00000179165.10	2.73e-2
ANKIB1	ENSG00000001629.9	2.73e-2
RAB18	ENSG00000099246.16	2.73e-2
MAN2A1	ENSG00000112893.9	2.73e-2
PMS2P4	ENSG00000067601.7	2.74e-2
CUL5	ENSG00000166266.13	2.75e-2
ITCH	ENSG00000078747.12	2.75e-2
POLK	ENSG00000122008.15	2.76e-2
TBC1D10A	ENSG00000099992.15	2.77e-2
GCNT1	ENSG00000187210.12	2.77e-2
FGD6	ENSG00000180263.13	2.78e-2
PRPF38A	ENSG00000134748.12	2.79e-2
HAPLN1	ENSG00000145681.10	2.79e-2
AGGF1	ENSG00000164252.12	2.79e-2
LINC00167	ENSG00000233220.3	2.79e-2
COL6A6	ENSG00000206384.10	2.80e-2
ANKRD29	ENSG00000154065.16	2.80e-2
SLC8A1-AS1	ENSG00000227028.6	2.80e-2
RP11-483I13.6	ENSG00000280186.1	2.81e-2
MRPS18A	ENSG00000096080.11	2.81e-2
RP11-403P17.5	ENSG00000260851.6	2.81e-2
CBWD5	ENSG00000147996.16	2.81e-2
ISY1-RAB43	ENSG00000261796.1	2.82e-2
GRIK2	ENSG00000164418.19	2.82e-2
ERC1	ENSG00000082805.19	2.82e-2
ST3GAL5-AS1	ENSG00000232504.4	2.83e-2
RP11-500C12.1	ENSG00000279033.1	2.83e-2
ESD	ENSG00000139684.13	2.83e-2
ST3GAL1P1	ENSG00000250656.2	2.85e-2
SOS2	ENSG00000100485.11	2.85e-2
CASP8	ENSG00000064012.21	2.85e-2
ALOX5	ENSG00000012779.10	2.85e-2
KCNE5	ENSG00000176076.7	2.86e-2
AC004623.3	ENSG00000279488.1	2.86e-2
RP11-469N6.1	ENSG00000251226.1	2.86e-2
TRPC2	ENSG00000182048.11	2.86e-2
NDUFB10	ENSG00000140990.14	2.86e-2
LL09NC01-139C3.1	ENSG00000273473.1	2.86e-2
SNRPFP1	ENSG00000231878.1	2.87e-2
COX19	ENSG00000240230.5	2.87e-2
PLOD2	ENSG00000152952.11	2.87e-2
SPOPL	ENSG00000144228.8	2.88e-2
CTD-2006C1.2	ENSG00000219665.8	2.88e-2
STAT6	ENSG00000166888.10	2.88e-2
ANXA4	ENSG00000196975.14	2.89e-2
RP11-354E11.2	ENSG00000233968.6	2.91e-2
GAL3ST4	ENSG00000197093.10	2.92e-2
EBF3	ENSG00000108001.13	2.92e-2
SIGLEC17P	ENSG00000171101.13	2.92e-2
CNPY3	ENSG00000137161.16	2.92e-2
ACTG1P15	ENSG00000259904.1	2.93e-2
IGLV8-61	ENSG00000211638.2	2.93e-2
