Gene Symbol	Gene ID	P-Value (Survival os)
ECE1	ENSG00000117298.14	3.32e-10
HOXC10	ENSG00000180818.4	3.34e-10
FAM111A	ENSG00000166801.15	3.44e-10
CHI3L1	ENSG00000133048.12	3.70e-10
RP11-4C20.3	ENSG00000232259.1	3.80e-10
LPIN3	ENSG00000132793.11	3.91e-10
PTTG1	ENSG00000164611.12	4.02e-10
CRY2	ENSG00000121671.11	4.06e-10
KDELC2	ENSG00000178202.12	4.43e-10
MSNP1	ENSG00000251593.1	4.70e-10
SMC4	ENSG00000113810.15	4.71e-10
RGS16	ENSG00000143333.6	4.85e-10
C8orf88	ENSG00000253250.2	4.89e-10
ITPRIPL1	ENSG00000198885.9	4.94e-10
RP11-443B20.1	ENSG00000271936.1	5.54e-10
UNC45A	ENSG00000140553.16	5.54e-10
PSRC1	ENSG00000134222.16	6.28e-10
RP11-218E20.3	ENSG00000258711.2	6.31e-10
TGIF1	ENSG00000177426.20	6.42e-10
RP11-1136G4.2	ENSG00000273615.1	6.55e-10
EDEM2	ENSG00000088298.12	6.71e-10
HOXC4	ENSG00000198353.7	6.87e-10
PRSS33	ENSG00000103355.12	7.08e-10
HOXA7	ENSG00000122592.7	7.38e-10
IL10RB	ENSG00000243646.8	7.41e-10
TACC3	ENSG00000013810.18	7.85e-10
NUAK2	ENSG00000163545.8	7.98e-10
SYDE1	ENSG00000105137.12	8.13e-10
IRX5	ENSG00000176842.14	9.11e-10
LINC00634	ENSG00000205704.6	9.43e-10
SHOX2	ENSG00000168779.19	9.54e-10
CFAP45	ENSG00000213085.9	9.78e-10
ARL4C	ENSG00000188042.7	9.81e-10
CNRIP1	ENSG00000119865.8	1.04e-9
KIF20A	ENSG00000112984.11	1.10e-9
HOXB13	ENSG00000159184.7	1.13e-9
SDF4	ENSG00000078808.16	1.18e-9
CLEC18B	ENSG00000140839.11	1.22e-9
TAF7L	ENSG00000102387.15	1.23e-9
PLCE1	ENSG00000138193.14	1.33e-9
EVA1B	ENSG00000142694.6	1.35e-9
NMI	ENSG00000123609.10	1.38e-9
PLAT	ENSG00000104368.17	1.42e-9
DEPDC1	ENSG00000024526.16	1.45e-9
SCNN1B	ENSG00000168447.10	1.46e-9
UBALD2	ENSG00000185262.8	1.48e-9
CUL7	ENSG00000044090.8	1.54e-9
RGS19	ENSG00000171700.13	1.56e-9
SGSM1	ENSG00000167037.18	1.58e-9
FAM110B	ENSG00000169122.11	1.65e-9
LSP1	ENSG00000130592.13	1.70e-9
C11orf21	ENSG00000110665.11	1.72e-9
MAP3K1	ENSG00000095015.5	1.73e-9
RAD54B	ENSG00000197275.12	1.77e-9
GDF15	ENSG00000130513.6	1.78e-9
SHISA5	ENSG00000164054.15	1.79e-9
GNG5	ENSG00000174021.10	2.01e-9
NNMT	ENSG00000166741.7	2.10e-9
ABCA13	ENSG00000179869.14	2.10e-9
SPHKAP	ENSG00000153820.12	2.11e-9
HELZ2	ENSG00000130589.16	2.19e-9
pk	ENSG00000091436.16	2.20e-9
TDH	ENSG00000154316.14	2.27e-9
RHOQ	ENSG00000119729.10	2.27e-9
RP11-295G20.2	ENSG00000233461.5	2.41e-9
FSTL1	ENSG00000163430.9	2.44e-9
ITGA5	ENSG00000161638.10	2.54e-9
PASK	ENSG00000115687.13	2.55e-9
NPIPA7	ENSG00000214967.5	2.57e-9
LINC00475	ENSG00000225511.6	2.65e-9
DYRK3	ENSG00000143479.15	2.70e-9
FBXO4	ENSG00000151876.12	2.71e-9
RAD54L	ENSG00000085999.11	2.73e-9
FLRT1	ENSG00000126500.3	2.73e-9
DGCR6	ENSG00000183628.12	2.77e-9
PTPN2	ENSG00000175354.18	2.79e-9
CTD-3099C6.9	ENSG00000269825.1	2.81e-9
RP11-5C23.2	ENSG00000273183.1	2.87e-9
HPS3	ENSG00000163755.8	2.88e-9
MGME1	ENSG00000125871.13	2.89e-9
AC002456.2	ENSG00000223969.5	2.92e-9
PI4K2B	ENSG00000038210.12	2.96e-9
TMSB10	ENSG00000034510.5	3.13e-9
GALNT5	ENSG00000136542.8	3.17e-9
ATF5	ENSG00000169136.8	3.20e-9
DLGAP5	ENSG00000126787.12	3.29e-9
REEP4	ENSG00000168476.11	3.29e-9
ARL3	ENSG00000138175.8	3.31e-9
REXO2	ENSG00000076043.9	3.31e-9
TMEM165	ENSG00000134851.12	3.38e-9
FRMD8	ENSG00000126391.13	3.43e-9
SLC16A1	ENSG00000155380.11	3.49e-9
PPP4C	ENSG00000149923.13	3.60e-9
ADGRE5	ENSG00000123146.19	3.60e-9
PLP2	ENSG00000102007.10	3.62e-9
CALN1	ENSG00000183166.10	3.65e-9
PCOLCE-AS1	ENSG00000224729.5	3.87e-9
PHTF1	ENSG00000116793.15	3.93e-9
CD248	ENSG00000174807.3	4.03e-9
GALNT7	ENSG00000109586.11	4.42e-9
CPSF4	ENSG00000160917.14	4.45e-9
SULF2	ENSG00000196562.14	4.59e-9
F11R	ENSG00000158769.17	4.68e-9
SERPINB8	ENSG00000166401.13	4.72e-9
HIST1H3E	ENSG00000274750.1	4.73e-9
DSN1	ENSG00000149636.15	4.76e-9
EMILIN1	ENSG00000138080.13	4.77e-9
NADK	ENSG00000008130.15	4.95e-9
FCGR2C	ENSG00000244682.7	4.98e-9
MELK	ENSG00000165304.7	5.15e-9
SLC25A45	ENSG00000162241.12	5.23e-9
PID1	ENSG00000153823.18	5.67e-9
POLQ	ENSG00000051341.13	5.71e-9
SCMH1	ENSG00000010803.16	5.85e-9
KANK2	ENSG00000197256.10	5.87e-9
CLEC18C	ENSG00000157335.19	6.09e-9
CTB-193M12.5	ENSG00000280206.1	6.12e-9
ASB13	ENSG00000196372.12	6.14e-9
TMEM106C	ENSG00000134291.11	6.27e-9
NDC80	ENSG00000080986.12	6.37e-9
COL4A1	ENSG00000187498.14	6.56e-9
HOXC6	ENSG00000197757.7	6.74e-9
CYP17A1-AS1	ENSG00000203886.4	6.78e-9
FSBP	ENSG00000265817.1	6.78e-9
CCNB2	ENSG00000157456.7	6.88e-9
IGF2BP3	ENSG00000136231.13	6.98e-9
ZBTB20-AS4	ENSG00000242767.1	6.99e-9
RP11-267M23.1	ENSG00000280123.1	7.01e-9
CDCA8	ENSG00000134690.10	7.07e-9
MYOD1	ENSG00000129152.3	7.18e-9
AJ011932.1	ENSG00000274248.1	7.33e-9
FAM109B	ENSG00000177096.8	7.37e-9
RPL3	ENSG00000100316.15	7.47e-9
NBPF8	ENSG00000270231.3	7.53e-9
ERF	ENSG00000105722.9	7.70e-9
TIMP1	ENSG00000102265.11	7.84e-9
ULBP3	ENSG00000131019.10	8.20e-9
BTN2A2	ENSG00000124508.16	8.67e-9
FKBP10	ENSG00000141756.18	8.68e-9
MKX	ENSG00000150051.13	8.89e-9
FXYD6	ENSG00000137726.15	8.95e-9
CHEK2	ENSG00000183765.20	9.00e-9
RP11-403A3.3	ENSG00000275830.1	9.06e-9
RP11-803D5.1	ENSG00000279191.1	9.14e-9
KHDRBS2	ENSG00000112232.8	9.45e-9
H2AFX	ENSG00000188486.3	9.50e-9
CDCA2	ENSG00000184661.13	9.51e-9
RDH5	ENSG00000135437.9	9.53e-9
PVT1	ENSG00000249859.7	9.76e-9
GALNS	ENSG00000141012.12	9.79e-9
TM7SF2	ENSG00000149809.14	9.80e-9
NME1-NME2	ENSG00000243678.11	9.81e-9
CEP55	ENSG00000138180.15	9.83e-9
CTD-2373N4.3	ENSG00000279041.1	9.85e-9
CDHR1	ENSG00000148600.14	9.96e-9
KNTC1	ENSG00000184445.11	1.01e-8
CD58	ENSG00000116815.15	1.02e-8
NDST4	ENSG00000138653.9	1.03e-8
HOXD4	ENSG00000170166.5	1.04e-8
PLEKHA4	ENSG00000105559.11	1.06e-8
ITGB3BP	ENSG00000142856.16	1.07e-8
BCL2L12	ENSG00000126453.9	1.08e-8
CTB-1I21.1	ENSG00000250284.1	1.09e-8
NOG	ENSG00000183691.4	1.10e-8
FAM133A	ENSG00000179083.6	1.15e-8
LUZP2	ENSG00000187398.11	1.16e-8
MYBPH	ENSG00000133055.8	1.16e-8
MBD2	ENSG00000134046.11	1.16e-8
IQGAP3	ENSG00000183856.10	1.21e-8
FBXO39	ENSG00000177294.6	1.23e-8
HOXA4	ENSG00000197576.13	1.23e-8
FRA10AC1	ENSG00000148690.11	1.23e-8
ANXA5	ENSG00000164111.14	1.24e-8
C10orf10	ENSG00000165507.8	1.25e-8
CDC20	ENSG00000117399.13	1.28e-8
FZD2	ENSG00000180340.6	1.29e-8
LINC01057	ENSG00000224081.7	1.31e-8
ARPP21	ENSG00000172995.16	1.31e-8
S100A11	ENSG00000163191.5	1.31e-8
RP11-182J1.17	ENSG00000275120.1	1.34e-8
AAED1	ENSG00000158122.11	1.34e-8
LINC00152	ENSG00000222041.10	1.39e-8
SIPA1L3	ENSG00000105738.10	1.41e-8
EMP3	ENSG00000142227.10	1.43e-8
SPATS2L	ENSG00000196141.12	1.44e-8
MOV10	ENSG00000155363.18	1.50e-8
EHD2	ENSG00000024422.11	1.52e-8
ACOT9	ENSG00000123130.16	1.52e-8
UBL4A	ENSG00000102178.12	1.54e-8
SLC16A1-AS1	ENSG00000226419.6	1.59e-8
FAM159A	ENSG00000182183.14	1.61e-8
HOXA1	ENSG00000105991.7	1.67e-8
EMILIN2	ENSG00000132205.10	1.67e-8
FLNA	ENSG00000196924.14	1.68e-8
HPSE2	ENSG00000172987.12	1.68e-8
WDR62	ENSG00000075702.16	1.73e-8
FAM91A1	ENSG00000176853.15	1.78e-8
KTI12	ENSG00000198841.3	1.84e-8
BGN	ENSG00000182492.15	1.86e-8
LATS2	ENSG00000150457.8	1.87e-8
ZNF648	ENSG00000179930.5	2.00e-8
SNAPC2	ENSG00000104976.11	2.01e-8
SBNO2	ENSG00000064932.15	2.02e-8
SSTR2	ENSG00000180616.8	2.02e-8
TCF23	ENSG00000163792.6	2.04e-8
MORN4	ENSG00000171160.17	2.06e-8
CHI3L2	ENSG00000064886.13	2.11e-8
TBC1D1	ENSG00000065882.15	2.13e-8
TUB	ENSG00000166402.8	2.14e-8
PLAC8	ENSG00000145287.10	2.17e-8
MFAP2	ENSG00000117122.13	2.19e-8
DHH	ENSG00000139549.2	2.25e-8
ZDHHC12	ENSG00000160446.18	2.25e-8
SWAP70	ENSG00000133789.14	2.27e-8
SKIDA1	ENSG00000180592.16	2.27e-8
CLCF1	ENSG00000175505.10	2.27e-8
CNPY4	ENSG00000166997.7	2.29e-8
SERPINF1	ENSG00000132386.10	2.31e-8
PLOD3	ENSG00000106397.11	2.36e-8
KCNN4	ENSG00000104783.11	2.37e-8
RP11-567J20.2	ENSG00000253688.1	2.48e-8
C21orf59	ENSG00000159079.18	2.50e-8
FHL3	ENSG00000183386.9	2.51e-8
CRYL1	ENSG00000165475.13	2.52e-8
NMRAL1	ENSG00000153406.13	2.52e-8
FBXW4	ENSG00000107829.13	2.52e-8
IFT122	ENSG00000163913.11	2.55e-8
SHCBP1	ENSG00000171241.8	2.56e-8
BIRC5	ENSG00000089685.14	2.60e-8
TRPM8	ENSG00000144481.16	2.60e-8
NCAPG	ENSG00000109805.9	2.64e-8
SLC16A9	ENSG00000165449.11	2.68e-8
ROR1	ENSG00000185483.11	2.70e-8
SLC30A7	ENSG00000162695.11	2.71e-8
CATIP-AS1	ENSG00000225062.1	2.76e-8
AC091878.1	ENSG00000215196.4	2.77e-8
PPM1L	ENSG00000163590.13	2.79e-8
RP11-834C11.4	ENSG00000250742.1	2.83e-8
IFITM10	ENSG00000244242.1	2.85e-8
RP1-240B8.3	ENSG00000250686.2	2.91e-8
TAS1R1	ENSG00000173662.19	2.95e-8
P3H1	ENSG00000117385.15	3.07e-8
UBXN1	ENSG00000162191.13	3.09e-8
AC002116.7	ENSG00000267698.1	3.14e-8
REST	ENSG00000084093.15	3.30e-8
VASN	ENSG00000168140.4	3.30e-8
RP11-545E17.3	ENSG00000223478.1	3.32e-8
HSPB11	ENSG00000081870.11	3.33e-8
RP1-153P14.3	ENSG00000229559.2	3.33e-8
ADPRHL2	ENSG00000116863.10	3.34e-8
GNB2	ENSG00000172354.9	3.37e-8
MBNL3	ENSG00000076770.14	3.40e-8
CEBPG	ENSG00000153879.8	3.42e-8
LINC01270	ENSG00000203999.8	3.47e-8
MCM8	ENSG00000125885.13	3.49e-8
HIST1H1C	ENSG00000187837.3	3.59e-8
ABCC3	ENSG00000108846.15	3.61e-8
SERPINA3	ENSG00000273259.2	3.61e-8
AP001469.9	ENSG00000239415.1	3.61e-8
HJURP	ENSG00000123485.11	3.84e-8
CTD-2130F23.2	ENSG00000251518.1	3.86e-8
RGMB	ENSG00000174136.11	3.89e-8
CLIC1	ENSG00000213719.8	3.91e-8
FHDC1	ENSG00000137460.8	3.97e-8
CUEDC2	ENSG00000107874.10	3.98e-8
RP11-807H17.1	ENSG00000227869.1	3.99e-8
RHBG	ENSG00000132677.12	4.10e-8
RNASE4	ENSG00000258818.3	4.10e-8
IFI30	ENSG00000216490.3	4.10e-8
TFRC	ENSG00000072274.12	4.16e-8
PABPC1L	ENSG00000101104.12	4.20e-8
WASF3	ENSG00000132970.12	4.20e-8
PEA15	ENSG00000162734.12	4.22e-8
E2F7	ENSG00000165891.15	4.27e-8
RP11-547D24.1	ENSG00000233542.1	4.29e-8
NPEPL1	ENSG00000215440.11	4.34e-8
MED8	ENSG00000159479.16	4.36e-8
CTD-2331H12.7	ENSG00000269646.1	4.38e-8
PBX3	ENSG00000167081.16	4.45e-8
KRT75	ENSG00000170454.5	4.47e-8
TNFAIP8	ENSG00000145779.7	4.48e-8
PTPN22	ENSG00000134242.15	4.49e-8
FAM46B	ENSG00000158246.7	4.56e-8
TCEAL2	ENSG00000184905.8	4.56e-8
GLUD1	ENSG00000148672.8	4.60e-8
PHEX	ENSG00000102174.8	4.64e-8
SEPT9	ENSG00000184640.17	4.67e-8
AC053503.11	ENSG00000227432.1	4.77e-8
TK1	ENSG00000167900.11	4.83e-8
MIR155HG	ENSG00000234883.3	4.87e-8
CCT7P2	ENSG00000249958.1	4.92e-8
RP11-179B2.2	ENSG00000272572.1	4.93e-8
ZNF599	ENSG00000153896.17	5.07e-8
GPX7	ENSG00000116157.5	5.09e-8
CSMD3	ENSG00000164796.17	5.13e-8
CD101	ENSG00000134256.12	5.15e-8
KIF4A	ENSG00000090889.11	5.16e-8
ADAMTSL4	ENSG00000143382.13	5.19e-8
CD109	ENSG00000156535.13	5.19e-8
KIF2C	ENSG00000142945.12	5.24e-8
RTN3	ENSG00000133318.13	5.34e-8
MKX-AS1	ENSG00000230500.1	5.34e-8
RP11-508O18.1	ENSG00000239454.1	5.42e-8
RP11-838N2.5	ENSG00000266578.1	5.47e-8
METTL7B	ENSG00000170439.6	5.47e-8
SLC8B1	ENSG00000089060.11	5.48e-8
IER5	ENSG00000162783.10	5.53e-8
WDR78	ENSG00000152763.16	5.56e-8
FUCA2	ENSG00000001036.13	5.57e-8
TUFT1	ENSG00000143367.15	5.65e-8
CTC-498J12.1	ENSG00000250237.1	5.69e-8
CIITA	ENSG00000179583.17	5.70e-8
TGFB2-OT1	ENSG00000281453.1	5.74e-8
RP4-569M23.2	ENSG00000231119.2	5.89e-8
TXLNA	ENSG00000084652.15	5.96e-8
DTX2	ENSG00000091073.19	6.00e-8
TMEM230	ENSG00000089063.14	6.07e-8
CECR6	ENSG00000183307.3	6.15e-8
GAS2L3	ENSG00000139354.10	6.22e-8
KIF23	ENSG00000137807.13	6.24e-8
RP11-767N6.7	ENSG00000230896.1	6.25e-8
TEAD2	ENSG00000074219.13	6.32e-8
ZNF600	ENSG00000189190.8	6.35e-8
ULK4	ENSG00000168038.10	6.40e-8
WISP1	ENSG00000104415.13	6.43e-8
RP4-724E16.2	ENSG00000197670.6	6.44e-8
ORC1	ENSG00000085840.12	6.49e-8
MYL12A	ENSG00000101608.12	6.50e-8
MYCBP	ENSG00000214114.8	6.55e-8
FIRRE	ENSG00000213468.3	6.61e-8
RP11-624M8.1	ENSG00000237742.6	6.64e-8
RP1-198K11.5	ENSG00000275457.1	6.64e-8
C1orf112	ENSG00000000460.16	6.66e-8
LINC00836	ENSG00000280809.2	6.72e-8
RAP2A	ENSG00000125249.6	6.72e-8
FLJ37035	ENSG00000224023.10	6.75e-8
CPEB3	ENSG00000107864.14	6.85e-8
GRID1	ENSG00000182771.17	6.90e-8
DZIP1L	ENSG00000158163.14	6.99e-8
CENPE	ENSG00000138778.11	7.02e-8
RP11-315E17.1	ENSG00000258162.2	7.04e-8
RP11-262I2.2	ENSG00000224222.1	7.12e-8
RGR	ENSG00000148604.13	7.12e-8
ESX1	ENSG00000123576.5	7.14e-8
MBOAT1	ENSG00000172197.10	7.23e-8
RP11-513M16.7	ENSG00000272842.1	7.25e-8
RYR3	ENSG00000198838.11	7.33e-8
RP11-19E11.1	ENSG00000258910.2	7.35e-8
ANXA1	ENSG00000135046.13	7.40e-8
IQGAP1	ENSG00000140575.12	7.45e-8
OAT	ENSG00000065154.11	7.49e-8
RP1-111C20.4	ENSG00000271913.5	7.57e-8
SLC25A48	ENSG00000145832.12	7.62e-8
SKA1	ENSG00000154839.9	7.83e-8
KHNYN	ENSG00000100441.9	7.84e-8
MTMR11	ENSG00000014914.19	7.85e-8
PQLC2	ENSG00000040487.12	7.87e-8
KIAA1551	ENSG00000174718.11	7.91e-8
RP11-513M16.8	ENSG00000273226.1	7.96e-8
TCF19	ENSG00000137310.11	7.97e-8
AGTRAP	ENSG00000177674.15	8.00e-8
TTC26	ENSG00000105948.13	8.09e-8
RDM1	ENSG00000278023.4	8.22e-8
TMEM39B	ENSG00000121775.17	8.24e-8
ATP1A1	ENSG00000163399.15	8.41e-8
TTF2	ENSG00000116830.11	8.44e-8
TRNAU1AP	ENSG00000180098.9	8.57e-8
LGR6	ENSG00000133067.17	8.59e-8
HDDC2	ENSG00000111906.17	8.79e-8
VKORC1	ENSG00000167397.14	8.86e-8
UBE2J2	ENSG00000160087.20	9.16e-8
SLC27A3	ENSG00000143554.13	9.24e-8
CMTM6	ENSG00000091317.7	9.26e-8
TEX26	ENSG00000175664.9	9.41e-8
WBP2	ENSG00000132471.11	9.52e-8
MMP14	ENSG00000157227.12	9.58e-8
CATSPER1	ENSG00000175294.5	9.63e-8
SLC25A43	ENSG00000077713.18	9.64e-8
TMEM220-AS1	ENSG00000263400.6	9.70e-8
SPC24	ENSG00000161888.11	9.79e-8
GATA4	ENSG00000136574.17	9.79e-8
CCNB1	ENSG00000134057.14	9.82e-8
MX1	ENSG00000157601.13	9.93e-8
WDR77	ENSG00000116455.13	9.96e-8
ABCC8	ENSG00000006071.11	9.98e-8
KIF14	ENSG00000118193.11	1.00e-7
ANKRD32	ENSG00000133302.12	1.02e-7
APOL4	ENSG00000100336.17	1.04e-7
ETV2	ENSG00000105672.14	1.05e-7
CYP27A1	ENSG00000135929.8	1.05e-7
RP11-690D19.3	ENSG00000260966.1	1.05e-7
RP11-848P1.9	ENSG00000266865.6	1.05e-7
MTBP	ENSG00000172167.7	1.06e-7
PIM1	ENSG00000137193.13	1.06e-7
CLEC18A	ENSG00000157322.16	1.07e-7
CAMSAP3	ENSG00000076826.9	1.07e-7
CHPF2	ENSG00000033100.14	1.08e-7
FAM20C	ENSG00000177706.8	1.08e-7
FBLN7	ENSG00000144152.12	1.09e-7
RP1-293L6.1	ENSG00000234688.1	1.09e-7
ASPM	ENSG00000066279.16	1.10e-7
RP4-758J18.2	ENSG00000224870.6	1.11e-7
CROT	ENSG00000005469.11	1.11e-7
ZDHHC22	ENSG00000177108.5	1.11e-7
SLC25A37	ENSG00000147454.13	1.12e-7
PTRF	ENSG00000177469.12	1.12e-7
PIK3C2G	ENSG00000139144.9	1.12e-7
RP11-86H7.7	ENSG00000235565.1	1.13e-7
CEP112	ENSG00000154240.16	1.14e-7
STEAP3	ENSG00000115107.19	1.14e-7
GADD45A	ENSG00000116717.11	1.14e-7
MRPL43	ENSG00000055950.16	1.15e-7
C1RL-AS1	ENSG00000205885.7	1.16e-7
CAPN1	ENSG00000014216.15	1.17e-7
RAB32	ENSG00000118508.4	1.22e-7
SHMT1	ENSG00000176974.17	1.23e-7
ZNF32	ENSG00000169740.13	1.23e-7
HERC6	ENSG00000138642.14	1.23e-7
AC006116.13	ENSG00000266932.1	1.24e-7
SLC10A3	ENSG00000126903.15	1.24e-7
DCTD	ENSG00000129187.14	1.25e-7
IFNGR2	ENSG00000159128.14	1.25e-7
KB-1592A4.14	ENSG00000234503.1	1.25e-7
GPR141	ENSG00000187037.8	1.26e-7
TIFA	ENSG00000145365.10	1.26e-7
MAST2	ENSG00000086015.20	1.27e-7
RP11-538D16.2	ENSG00000224810.1	1.29e-7
RP11-305L7.6	ENSG00000229694.6	1.29e-7
SEC16B	ENSG00000120341.18	1.29e-7
CCDC153	ENSG00000248712.7	1.30e-7
CTD-2619J13.8	ENSG00000268230.5	1.31e-7
MSN	ENSG00000147065.16	1.34e-7
