Gene Symbol	Gene ID	P-Value (Survival os)
ZSCAN26	ENSG00000197062.11	5.77e-3
SPRYD4	ENSG00000176422.12	5.84e-3
AC003092.1	ENSG00000236453.5	5.85e-3
TNFSF14	ENSG00000125735.10	5.86e-3
HP09025	ENSG00000267719.1	5.87e-3
FAHD2A	ENSG00000115042.9	5.87e-3
POU3F1	ENSG00000185668.6	5.87e-3
HOXC10	ENSG00000180818.4	5.88e-3
FZD8	ENSG00000177283.5	5.91e-3
FNDC4	ENSG00000115226.9	5.91e-3
MMP13	ENSG00000137745.11	5.94e-3
CCDC185	ENSG00000178395.6	5.96e-3
CTD-3247F14.2	ENSG00000261026.1	5.96e-3
MIR222HG	ENSG00000270069.1	5.98e-3
SLC25A43	ENSG00000077713.18	6.01e-3
RP4-644L1.2	ENSG00000229771.2	6.08e-3
C10orf126	ENSG00000204365.5	6.08e-3
RP3-453C12.14	ENSG00000275894.1	6.13e-3
GDI2	ENSG00000057608.16	6.13e-3
ARFRP1	ENSG00000101246.19	6.14e-3
OR2H5P	ENSG00000232173.2	6.17e-3
HSPA8P11	ENSG00000248159.1	6.19e-3
IGFBP4	ENSG00000141753.6	6.20e-3
RAC1	ENSG00000136238.17	6.23e-3
LRRC34	ENSG00000171757.15	6.23e-3
RP1-273G13.2	ENSG00000188512.6	6.27e-3
SMIM20	ENSG00000250317.8	6.28e-3
NPTX2	ENSG00000106236.3	6.28e-3
MED7	ENSG00000155868.7	6.28e-3
SEMA4F	ENSG00000135622.12	6.29e-3
TGFBI	ENSG00000120708.16	6.31e-3
KLF10	ENSG00000155090.14	6.33e-3
RP11-417E7.1	ENSG00000223485.1	6.35e-3
RP11-38M8.1	ENSG00000273297.1	6.38e-3
C4BPB	ENSG00000123843.12	6.41e-3
OSGEPL1-AS1	ENSG00000253559.1	6.43e-3
RP5-875O13.1	ENSG00000233421.4	6.45e-3
BZW1P1	ENSG00000236686.1	6.46e-3
UNC5B-AS1	ENSG00000237512.6	6.50e-3
MYLK2	ENSG00000101306.10	6.51e-3
RP11-157J24.1	ENSG00000218027.2	6.55e-3
TSPAN6	ENSG00000000003.14	6.57e-3
MYBPC3	ENSG00000134571.10	6.58e-3
BMPR1A	ENSG00000107779.11	6.62e-3
RP11-196G11.1	ENSG00000255439.6	6.65e-3
C14orf169	ENSG00000170468.7	6.69e-3
CPQ	ENSG00000104324.15	6.72e-3
RP11-174J11.1	ENSG00000226426.1	6.73e-3
U91319.1	ENSG00000262801.5	6.73e-3
PDGFA	ENSG00000197461.13	6.73e-3
CARD16	ENSG00000204397.7	6.74e-3
CTD-2540F13.2	ENSG00000267892.1	6.77e-3
FLNC	ENSG00000128591.15	6.78e-3
RP11-680G24.4	ENSG00000261819.1	6.87e-3
TM4SF1	ENSG00000169908.10	6.87e-3
LINC01503	ENSG00000233901.5	6.90e-3
KMO	ENSG00000117009.11	7.00e-3
PCOLCE	ENSG00000106333.12	7.08e-3
HAUS6P3	ENSG00000235454.1	7.08e-3
AC145676.2	ENSG00000249852.1	7.08e-3
RP11-195F19.5	ENSG00000187186.14	7.10e-3
RP11-141M1.4	ENSG00000277386.1	7.10e-3
FLII	ENSG00000177731.15	7.11e-3
DIRAS3	ENSG00000162595.4	7.14e-3
ADARB1	ENSG00000197381.15	7.18e-3
CHAF1B	ENSG00000159259.7	7.22e-3
CRACR2A	ENSG00000130038.9	7.24e-3
RP11-513O13.1	ENSG00000279881.1	7.29e-3
HOTAIR	ENSG00000228630.5	7.29e-3
AC017002.1	ENSG00000240350.2	7.29e-3
RP11-134G8.5	ENSG00000223396.2	7.37e-3
PIGB	ENSG00000069943.9	7.42e-3
LETM2	ENSG00000165046.12	7.43e-3
CYGB	ENSG00000161544.9	7.47e-3
BIRC3	ENSG00000023445.13	7.48e-3
CTD-3064M3.4	ENSG00000244998.1	7.50e-3
SH3D21	ENSG00000214193.9	7.50e-3
CTD-2532N20.1	ENSG00000272192.1	7.51e-3
RP11-597D13.9	ENSG00000248429.5	7.51e-3
AC092198.1	ENSG00000223486.1	7.52e-3
PTPRN2	ENSG00000155093.17	7.54e-3
ZMYM6NB	ENSG00000243749.1	7.54e-3
RP5-1120P11.1	ENSG00000237686.6	7.55e-3
COL27A1	ENSG00000196739.14	7.57e-3
VENTX	ENSG00000151650.7	7.59e-3
COG2	ENSG00000135775.13	7.61e-3
SDC1	ENSG00000115884.10	7.66e-3
RP11-584P21.2	ENSG00000250075.5	7.66e-3
GDI2P2	ENSG00000233994.2	7.67e-3
SLC35E3	ENSG00000175782.9	7.67e-3
PRSS21	ENSG00000007038.10	7.68e-3
SNHG11	ENSG00000174365.19	7.68e-3
CORO2A	ENSG00000106789.12	7.71e-3
SIMC1	ENSG00000170085.17	7.72e-3
DKK3	ENSG00000050165.17	7.72e-3
RP11-566K11.4	ENSG00000259006.1	7.75e-3
IL27RA	ENSG00000104998.3	7.81e-3
LY96	ENSG00000154589.6	7.82e-3
CTC-205M6.5	ENSG00000260841.1	7.83e-3
PTGES	ENSG00000148344.10	7.84e-3
MEIS3P1	ENSG00000179277.9	7.86e-3
CDRT1	ENSG00000241322.8	7.90e-3
POTEE	ENSG00000188219.14	7.91e-3
ETNK2	ENSG00000143845.14	7.92e-3
PSMA2	ENSG00000256646.7	7.93e-3
CTSL	ENSG00000135047.14	7.93e-3
HEXB	ENSG00000049860.13	7.97e-3
LINC01426	ENSG00000234380.1	8.00e-3
SLC39A4	ENSG00000147804.9	8.00e-3
DLGAP1-AS1	ENSG00000177337.7	8.01e-3
CEACAM4	ENSG00000105352.10	8.02e-3
CTD-3187F8.14	ENSG00000269072.1	8.06e-3
S1PR4	ENSG00000125910.5	8.09e-3
ZYG11A	ENSG00000203995.9	8.13e-3
RP1-37E16.12	ENSG00000281932.1	8.15e-3
PNLIPRP3	ENSG00000203837.4	8.18e-3
FSTL3	ENSG00000070404.9	8.19e-3
GPRC5A	ENSG00000013588.5	8.19e-3
SOST	ENSG00000167941.2	8.22e-3
DLEU1_1	ENSG00000276089.1	8.22e-3
SLC19A2	ENSG00000117479.12	8.23e-3
ANKHD1-EIF4EBP3	ENSG00000254996.5	8.24e-3
LOX	ENSG00000113083.12	8.27e-3
TSPAN4	ENSG00000214063.10	8.28e-3
RP11-126O1.5	ENSG00000267226.2	8.28e-3
TMEM171	ENSG00000157111.12	8.35e-3
CELF6	ENSG00000140488.14	8.39e-3
KRBA1	ENSG00000133619.17	8.40e-3
MTHFS	ENSG00000136371.9	8.41e-3
PDE6G	ENSG00000185527.11	8.46e-3
DDX56	ENSG00000136271.10	8.48e-3
YBX2	ENSG00000006047.12	8.49e-3
SOAT2	ENSG00000167780.11	8.50e-3
GCKR	ENSG00000084734.8	8.50e-3
RHOG	ENSG00000177105.9	8.52e-3
CDS2	ENSG00000101290.13	8.59e-3
APLP1	ENSG00000105290.11	8.66e-3
NR2F2-AS1	ENSG00000247809.7	8.67e-3
LCN2	ENSG00000148346.11	8.67e-3
TRABD2A	ENSG00000186854.10	8.69e-3
SLC10A3	ENSG00000126903.15	8.73e-3
ZCCHC12	ENSG00000174460.3	8.78e-3
MZT2A	ENSG00000173272.13	8.79e-3
CD248	ENSG00000174807.3	8.82e-3
LMNTD2	ENSG00000185522.8	8.82e-3
MTHFD2	ENSG00000065911.11	8.84e-3
PQLC2L	ENSG00000174899.10	8.84e-3
GPX2	ENSG00000176153.11	8.90e-3
FAM109B	ENSG00000177096.8	9.00e-3
RAPSN	ENSG00000165917.9	9.01e-3
TWIST2	ENSG00000233608.3	9.06e-3
ABHD11	ENSG00000106077.18	9.13e-3
RP11-16C1.1	ENSG00000265342.1	9.16e-3
C5orf46	ENSG00000178776.4	9.17e-3
TLCD1	ENSG00000160606.10	9.22e-3
HOXB-AS1	ENSG00000230148.8	9.29e-3
AL022344.7	ENSG00000259869.1	9.31e-3
RP11-350N15.6	ENSG00000272159.1	9.32e-3
RPL23P2	ENSG00000176054.6	9.38e-3
RGS4	ENSG00000117152.13	9.38e-3
FAM3C	ENSG00000196937.10	9.38e-3
RP4-569M23.2	ENSG00000231119.2	9.40e-3
C18orf65	ENSG00000275763.3	9.44e-3
RP11-647K16.1	ENSG00000272979.1	9.54e-3
RRAS	ENSG00000126458.3	9.54e-3
CHST2	ENSG00000175040.5	9.56e-3
CUL7	ENSG00000044090.8	9.57e-3
CNTD2	ENSG00000105219.8	9.58e-3
MICAL2	ENSG00000133816.13	9.59e-3
RP5-901A4.1	ENSG00000255306.1	9.62e-3
Z69890.1	ENSG00000206168.1	9.62e-3
MAN2B1	ENSG00000104774.12	9.65e-3
RP11-326I11.3	ENSG00000271646.1	9.71e-3
ESYT1	ENSG00000139641.12	9.75e-3
P2RX4	ENSG00000135124.14	9.75e-3
QPRT	ENSG00000103485.17	9.75e-3
GSTM2P1	ENSG00000218803.1	9.78e-3
SGSH	ENSG00000181523.12	9.81e-3
LTB	ENSG00000227507.2	9.84e-3
MXRA8	ENSG00000162576.16	9.84e-3
LBX1-AS1	ENSG00000227128.4	9.87e-3
RP11-326C3.2	ENSG00000255026.1	9.97e-3
ALKBH4	ENSG00000160993.3	9.98e-3
PPP4R1-AS1	ENSG00000263627.1	9.98e-3
ACP2	ENSG00000134575.9	9.98e-3
SOX6	ENSG00000110693.15	1.00e-2
TUBB3	ENSG00000198211.8	1.01e-2
TMTC1	ENSG00000133687.15	1.01e-2
ZNF626	ENSG00000188171.14	1.01e-2
RP11-1148L6.9	ENSG00000204620.3	1.01e-2
ACTN1-AS1	ENSG00000259062.2	1.01e-2
CALHM1	ENSG00000185933.6	1.02e-2
USP6NL	ENSG00000148429.14	1.02e-2
ARMC10	ENSG00000170632.13	1.02e-2
RP11-49I11.1	ENSG00000260552.1	1.03e-2
LRRC15	ENSG00000172061.8	1.03e-2
TBPL1	ENSG00000028839.9	1.03e-2
