Gene Symbol	Gene ID	P-Value (Survival os)
SLC25A42	ENSG00000181035.13	6.19e-5
RP11-10A14.5	ENSG00000248538.6	6.20e-5
OIP5	ENSG00000104147.8	6.24e-5
B4GALT1	ENSG00000086062.12	6.34e-5
KLRG1	ENSG00000139187.9	6.37e-5
PTGES3	ENSG00000110958.15	6.68e-5
GNG7	ENSG00000176533.12	6.77e-5
IGFALS	ENSG00000099769.5	7.09e-5
RP11-539E17.5	ENSG00000253258.1	7.14e-5
MTHFD1	ENSG00000100714.15	7.16e-5
EXT1	ENSG00000182197.10	7.20e-5
GNPNAT1	ENSG00000100522.8	7.27e-5
SLC16A3	ENSG00000141526.14	7.48e-5
EIF3M	ENSG00000149100.12	7.79e-5
CCT2	ENSG00000166226.12	7.80e-5
MZT1	ENSG00000204899.5	7.82e-5
BANCR	ENSG00000278910.3	7.83e-5
KREMEN2	ENSG00000131650.13	7.86e-5
TK1	ENSG00000167900.11	8.20e-5
IL1R2	ENSG00000115590.13	8.55e-5
SCML4	ENSG00000146285.13	8.75e-5
HJURP	ENSG00000123485.11	8.84e-5
CCNB1	ENSG00000134057.14	9.06e-5
P2RY8	ENSG00000182162.9	9.31e-5
KRT6C	ENSG00000170465.9	9.39e-5
DEPDC1B	ENSG00000035499.12	9.42e-5
ABCC6P2	ENSG00000255277.3	9.45e-5
BTK	ENSG00000010671.15	9.46e-5
PSMD10P2	ENSG00000226652.3	9.48e-5
PRMT8	ENSG00000111218.11	9.52e-5
DNAJB4	ENSG00000162616.8	9.65e-5
NEIL3	ENSG00000109674.3	9.67e-5
TMEM125	ENSG00000179178.10	9.69e-5
CKAP4	ENSG00000136026.13	9.79e-5
CCR2	ENSG00000121807.5	1.00e-4
ECT2	ENSG00000114346.13	1.02e-4
TACC3	ENSG00000013810.18	1.03e-4
RP11-408O19.5	ENSG00000271631.1	1.06e-4
MDFI	ENSG00000112559.13	1.07e-4
HNRNPC	ENSG00000092199.17	1.07e-4
AC010642.1	ENSG00000267216.1	1.08e-4
HTRA4	ENSG00000169495.4	1.09e-4
TBC1D31	ENSG00000156787.16	1.11e-4
RCN1	ENSG00000049449.8	1.13e-4
FBXO45	ENSG00000174013.7	1.17e-4
EGLN3	ENSG00000129521.13	1.18e-4
PSMB6	ENSG00000142507.9	1.21e-4
STEAP2	ENSG00000157214.13	1.22e-4
EFNA5	ENSG00000184349.12	1.22e-4
TWF1	ENSG00000151239.13	1.23e-4
LETM2	ENSG00000165046.12	1.25e-4
GJB2	ENSG00000165474.5	1.28e-4
EIF5A	ENSG00000132507.17	1.28e-4
GCDH	ENSG00000105607.12	1.29e-4
NUP62CL	ENSG00000198088.10	1.29e-4
NPM3	ENSG00000107833.10	1.29e-4
UCK2	ENSG00000143179.12	1.31e-4
DLGAP5	ENSG00000126787.12	1.32e-4
VGF	ENSG00000128564.6	1.32e-4
AGFG1	ENSG00000173744.17	1.33e-4
STAP1	ENSG00000035720.7	1.38e-4
HMHA1	ENSG00000180448.10	1.38e-4
CH507-396I9.3	ENSG00000278961.1	1.41e-4
PRKG1-AS1	ENSG00000236671.7	1.41e-4
AP000322.53	ENSG00000243627.4	1.41e-4
TNS4	ENSG00000131746.12	1.42e-4
E2F7	ENSG00000165891.15	1.42e-4
PTTG1	ENSG00000164611.12	1.42e-4
AP000695.4	ENSG00000233818.1	1.43e-4
GFI1B	ENSG00000165702.12	1.43e-4
GAPDHP65	ENSG00000235587.2	1.48e-4
MAGOHB	ENSG00000111196.9	1.48e-4
CDCA3	ENSG00000111665.11	1.50e-4
BANF1	ENSG00000175334.7	1.51e-4
FAM72D	ENSG00000215784.5	1.54e-4
UAP1	ENSG00000117143.13	1.54e-4
CENPN	ENSG00000166451.13	1.54e-4
LINC00982	ENSG00000177133.10	1.55e-4
RP11-129I19.2	ENSG00000259757.1	1.61e-4
RP11-39H3.2	ENSG00000278965.1	1.62e-4
FADD	ENSG00000168040.4	1.62e-4
TBC1D3P1-DHX40P1	ENSG00000267104.2	1.65e-4
EHBP1	ENSG00000115504.14	1.74e-4
CYCS	ENSG00000172115.8	1.81e-4
SHCBP1	ENSG00000171241.8	1.82e-4
GIMAP7	ENSG00000179144.4	1.85e-4
CYP2A6	ENSG00000255974.6	1.88e-4
RASGRP2	ENSG00000068831.18	1.90e-4
ALDOA	ENSG00000149925.16	1.91e-4
CHCHD3	ENSG00000106554.11	1.91e-4
ARHGAP11A	ENSG00000198826.10	1.94e-4
RP11-1275H24.3	ENSG00000273084.1	1.97e-4
FUCA2	ENSG00000001036.13	1.98e-4
CDKN3	ENSG00000100526.19	2.01e-4
CDH26	ENSG00000124215.16	2.04e-4
MTFR2	ENSG00000146410.11	2.05e-4
TBK1	ENSG00000183735.9	2.08e-4
DBP	ENSG00000105516.10	2.10e-4
ARHGAP9	ENSG00000123329.17	2.10e-4
RP11-244M2.1	ENSG00000267374.1	2.10e-4
C1QBP	ENSG00000108561.8	2.13e-4
YWHAZ	ENSG00000164924.17	2.14e-4
AC006129.2	ENSG00000268027.5	2.16e-4
KCNA2	ENSG00000177301.13	2.16e-4
GJB3	ENSG00000188910.7	2.17e-4
RP11-58O9.2	ENSG00000279806.1	2.18e-4
COA4	ENSG00000181924.6	2.19e-4
GARS	ENSG00000106105.13	2.22e-4
BIRC5	ENSG00000089685.14	2.30e-4
GIMAP8	ENSG00000171115.3	2.35e-4
NPM1P9	ENSG00000231066.3	2.38e-4
SQLE	ENSG00000104549.11	2.38e-4
LILRA4	ENSG00000239961.2	2.39e-4
CYP17A1	ENSG00000148795.5	2.49e-4
KIF23	ENSG00000137807.13	2.51e-4
RP11-91J19.2	ENSG00000279852.1	2.54e-4
ACSM5	ENSG00000183549.10	2.55e-4
CD200R1	ENSG00000163606.10	2.58e-4
PPP1R3G	ENSG00000219607.3	2.58e-4
AC007255.8	ENSG00000223813.2	2.59e-4
LL22NC03-N95F10.1	ENSG00000282012.1	2.61e-4
BEST3	ENSG00000127325.18	2.65e-4
FAM83A	ENSG00000147689.16	2.67e-4
KIF20B	ENSG00000138182.14	2.67e-4
VDAC3	ENSG00000078668.13	2.74e-4
TTK	ENSG00000112742.9	2.75e-4
MTL5	ENSG00000132749.10	2.75e-4
SHC1	ENSG00000160691.18	2.76e-4
BUB3	ENSG00000154473.17	2.76e-4
SNRPA	ENSG00000077312.8	2.77e-4
NXNL2	ENSG00000130045.15	2.79e-4
ATF7IP2	ENSG00000166669.13	2.82e-4
LRRC66	ENSG00000188993.3	2.84e-4
NEK2	ENSG00000117650.12	2.87e-4
DERA	ENSG00000023697.12	2.87e-4
ATP8B4	ENSG00000104043.14	2.89e-4
MND1	ENSG00000121211.7	2.89e-4
CDC25C	ENSG00000158402.18	2.91e-4
SMOX	ENSG00000088826.17	2.92e-4
LINC01420	ENSG00000204272.10	2.93e-4
ASB2	ENSG00000100628.11	2.95e-4
BLOC1S4	ENSG00000186222.4	2.96e-4
GAPDH	ENSG00000111640.14	2.99e-4
C1orf95	ENSG00000203685.9	3.00e-4
TMEM11	ENSG00000178307.9	3.01e-4
SNRPE	ENSG00000182004.12	3.09e-4
CBFA2T3	ENSG00000129993.14	3.14e-4
SLAMF1	ENSG00000117090.14	3.14e-4
TMA16	ENSG00000198498.9	3.18e-4
LINC00324	ENSG00000178977.3	3.20e-4
MRPL15	ENSG00000137547.8	3.21e-4
ATP8B3	ENSG00000130270.16	3.27e-4
NR0B2	ENSG00000131910.4	3.31e-4
RP11-75L1.1	ENSG00000256582.1	3.33e-4
PLK4	ENSG00000142731.10	3.33e-4
C3orf18	ENSG00000088543.14	3.43e-4
KRT81	ENSG00000205426.10	3.43e-4
EIF5AP4	ENSG00000234743.1	3.45e-4
SCNN1B	ENSG00000168447.10	3.50e-4
NBN	ENSG00000104320.13	3.51e-4
GIMAP6	ENSG00000133561.15	3.51e-4
PLAUR	ENSG00000011422.11	3.52e-4
SFTPB	ENSG00000168878.16	3.52e-4
GRAP2	ENSG00000100351.16	3.53e-4
RP11-423F24.3	ENSG00000227934.1	3.54e-4
RP3-410C9.2	ENSG00000238129.5	3.56e-4
RAB27B	ENSG00000041353.9	3.57e-4
RAC1	ENSG00000136238.17	3.63e-4
LSINCT5	ENSG00000281560.1	3.66e-4
CNGA3	ENSG00000144191.11	3.71e-4
CENPK	ENSG00000123219.12	3.73e-4
ASPM	ENSG00000066279.16	3.77e-4
CIDEC	ENSG00000187288.10	3.83e-4
ITGB1	ENSG00000150093.18	3.83e-4
CTD-2357A8.3	ENSG00000267123.5	3.83e-4
RP4-605O3.4	ENSG00000272368.2	3.84e-4
SLC47A1	ENSG00000142494.13	3.87e-4
FOSL1	ENSG00000175592.8	3.93e-4
SNAI3	ENSG00000185669.5	3.94e-4
FAM72B	ENSG00000188610.12	3.96e-4
KPNA2	ENSG00000182481.8	3.97e-4
LOXL2	ENSG00000134013.15	3.99e-4
ASUN	ENSG00000064102.14	4.00e-4
CDC73	ENSG00000134371.9	4.00e-4
RP11-206P5.2	ENSG00000248608.2	4.08e-4
COA6	ENSG00000168275.14	4.11e-4
CACYBP	ENSG00000116161.17	4.21e-4
SLC4A5	ENSG00000188687.15	4.22e-4
SGOL1	ENSG00000129810.14	4.22e-4
SERPINB5	ENSG00000206075.13	4.27e-4
RALGPS2	ENSG00000116191.17	4.29e-4
SEPT1	ENSG00000180096.11	4.31e-4
SKA1	ENSG00000154839.9	4.34e-4
RP3-461F17.3	ENSG00000268439.5	4.43e-4
FGF5	ENSG00000138675.16	4.44e-4
ACER1	ENSG00000167769.4	4.46e-4
KIF20A	ENSG00000112984.11	4.48e-4
TESPA1	ENSG00000135426.14	4.49e-4
DSCC1	ENSG00000136982.5	4.50e-4
SPC24	ENSG00000161888.11	4.53e-4
RP11-817O13.9	ENSG00000275645.1	4.54e-4
KNSTRN	ENSG00000128944.13	4.54e-4
DIAPH3	ENSG00000139734.17	4.57e-4
PRDX6	ENSG00000117592.8	4.61e-4
CD1D	ENSG00000158473.6	4.61e-4
GLRX2	ENSG00000023572.8	4.64e-4
AP000695.6	ENSG00000230479.1	4.66e-4
TRBV21-1	ENSG00000251578.1	4.72e-4
ARHGAP30	ENSG00000186517.13	4.72e-4
TMEM5	ENSG00000118600.11	4.74e-4
LINC01117	ENSG00000224577.1	4.76e-4
RP11-126K1.6	ENSG00000237976.1	4.78e-4
KIF11	ENSG00000138160.5	4.85e-4
RMDN1	ENSG00000176623.11	4.87e-4
CEACAM21	ENSG00000007129.17	4.89e-4
METAP1D	ENSG00000172878.13	4.94e-4
PTGDR2	ENSG00000183134.4	4.95e-4
FANCL	ENSG00000115392.11	4.96e-4
SBSN	ENSG00000189001.10	5.02e-4
TRIM74	ENSG00000155428.12	5.02e-4
PPT2	ENSG00000221988.12	5.07e-4
GATB	ENSG00000059691.11	5.07e-4
TYMS	ENSG00000176890.15	5.14e-4
ERH	ENSG00000100632.10	5.18e-4
NUSAP1	ENSG00000137804.12	5.18e-4
RP11-802O23.3	ENSG00000272182.1	5.24e-4
DIABLO	ENSG00000184047.15	5.27e-4
MCM5	ENSG00000100297.15	5.37e-4
CISD2	ENSG00000145354.9	5.42e-4
LRMP	ENSG00000118308.14	5.46e-4
LINC00628	ENSG00000280924.1	5.48e-4
PIK3R1	ENSG00000145675.14	5.48e-4
CCT7	ENSG00000135624.15	5.50e-4
KIF14	ENSG00000118193.11	5.52e-4
ADGRD1	ENSG00000111452.12	5.52e-4
CCAT1	ENSG00000247844.1	5.54e-4
ZNF674-AS1	ENSG00000230844.2	5.61e-4
DEPDC1	ENSG00000024526.16	5.62e-4
OSTC	ENSG00000198856.12	5.62e-4
PLEKHA6	ENSG00000143850.12	5.63e-4
RP11-511B23.1	ENSG00000257345.2	5.66e-4
RWDD4	ENSG00000182552.14	5.68e-4
STK33	ENSG00000130413.15	5.72e-4
RALB	ENSG00000144118.13	5.72e-4
DNAJC9	ENSG00000213551.4	5.75e-4
RACGAP1	ENSG00000161800.12	5.76e-4
MRPL12	ENSG00000262814.6	5.80e-4
CLEC17A	ENSG00000187912.11	5.84e-4
MATR3	ENSG00000280987.2	5.86e-4
SELK	ENSG00000113811.10	5.89e-4
DTYMK	ENSG00000168393.12	5.93e-4
RP11-89K21.1	ENSG00000259439.2	5.94e-4
PSMA4	ENSG00000041357.15	5.94e-4
GTSE1	ENSG00000075218.18	6.01e-4
SPACA5	ENSG00000171489.10	6.09e-4
DUT	ENSG00000128951.13	6.11e-4
CENPE	ENSG00000138778.11	6.14e-4
RP3-340B19.3	ENSG00000228559.1	6.28e-4
ALG3	ENSG00000214160.9	6.28e-4
SPECC1	ENSG00000128487.16	6.30e-4
ARHGAP15	ENSG00000075884.12	6.31e-4
RP11-8P13.5	ENSG00000274976.1	6.34e-4
CBX3	ENSG00000122565.18	6.34e-4
PFDN1	ENSG00000113068.9	6.35e-4
PAICS	ENSG00000128050.8	6.40e-4
CHEK1	ENSG00000149554.12	6.41e-4
NMB	ENSG00000197696.9	6.45e-4
RAN	ENSG00000132341.11	6.46e-4
LDLRAD3	ENSG00000179241.12	6.51e-4
LTC4S	ENSG00000213316.9	6.59e-4
SFN	ENSG00000175793.11	6.59e-4
KRT6B	ENSG00000185479.5	6.61e-4
RBP5	ENSG00000139194.7	6.62e-4
HSPA4	ENSG00000170606.13	6.66e-4
C20orf24	ENSG00000101084.16	6.72e-4
C1QTNF9B	ENSG00000205863.9	6.74e-4
RP6-159A1.4	ENSG00000274536.4	6.75e-4
MTERF3	ENSG00000156469.8	6.76e-4
KLF15	ENSG00000163884.3	6.86e-4
VIM-AS1	ENSG00000229124.6	6.89e-4
MMADHC	ENSG00000168288.12	6.98e-4
PTGFRN	ENSG00000134247.9	7.03e-4
ADGRF4	ENSG00000153294.11	7.13e-4
MAL	ENSG00000172005.10	7.14e-4
RP11-678G14.3	ENSG00000268555.1	7.15e-4
MAPRE3	ENSG00000084764.10	7.15e-4
IGFBP1	ENSG00000146678.9	7.17e-4
ZWILCH	ENSG00000174442.11	7.20e-4
ADAMTS9-AS2	ENSG00000241684.5	7.22e-4
CXorf21	ENSG00000120280.5	7.22e-4
MCOLN2	ENSG00000153898.12	7.26e-4
RP11-875O11.1	ENSG00000245025.2	7.30e-4
TNFRSF13C	ENSG00000159958.4	7.32e-4
IL16	ENSG00000172349.16	7.33e-4
ADGRG5	ENSG00000159618.15	7.35e-4
RTN1	ENSG00000139970.16	7.45e-4
GVINP1	ENSG00000254838.5	7.45e-4
MS4A1	ENSG00000156738.17	7.45e-4
RP11-87E22.2	ENSG00000248738.6	7.47e-4
TUBA1B	ENSG00000123416.15	7.50e-4
ANGPTL4	ENSG00000167772.11	7.51e-4
ITGB4	ENSG00000132470.13	7.52e-4
TFG	ENSG00000114354.12	7.58e-4
ZWINT	ENSG00000122952.16	7.66e-4
ABAT	ENSG00000183044.11	7.75e-4
MRPL16	ENSG00000166902.4	7.75e-4
ATP1A4	ENSG00000132681.16	7.76e-4
UPB1	ENSG00000100024.14	7.83e-4
RHPN2	ENSG00000131941.7	7.83e-4
PSMA3	ENSG00000100567.12	7.84e-4
KCNJ14	ENSG00000182324.6	7.93e-4
DARS2	ENSG00000117593.9	8.07e-4
MCM4	ENSG00000104738.16	8.09e-4
RP3-475N16.1	ENSG00000231113.2	8.10e-4
TMEM50B	ENSG00000142188.16	8.13e-4
MYO1E	ENSG00000157483.8	8.16e-4
RP11-30P6.6	ENSG00000234155.1	8.16e-4
TRIAP1	ENSG00000170855.3	8.18e-4
IRF8	ENSG00000140968.10	8.20e-4
ERO1LB	ENSG00000086619.13	8.21e-4
TXNDC15	ENSG00000113621.14	8.21e-4
IGF2BP2	ENSG00000073792.15	8.33e-4
RXFP1	ENSG00000171509.15	8.39e-4
CTD-2626G11.2	ENSG00000268416.1	8.47e-4
WWC2-AS2	ENSG00000251359.4	8.49e-4
RP11-415F23.2	ENSG00000271964.1	8.49e-4
CA9	ENSG00000107159.12	8.51e-4
PLCD3	ENSG00000161714.11	8.51e-4
GGT6	ENSG00000167741.10	8.52e-4
CCNB2	ENSG00000157456.7	8.54e-4
PGPEP1	ENSG00000130517.13	8.54e-4
KRT8P37	ENSG00000213771.3	8.63e-4
PTCSC3	ENSG00000259104.2	8.65e-4
NAA20	ENSG00000173418.11	8.68e-4
GRIN2D	ENSG00000105464.3	8.78e-4
TRAF3IP3	ENSG00000009790.14	8.81e-4
TTLL12	ENSG00000100304.12	8.95e-4
ST6GAL1	ENSG00000073849.14	9.02e-4
FOXM1	ENSG00000111206.12	9.04e-4
PPIA	ENSG00000196262.13	9.06e-4
IRX2	ENSG00000170561.12	9.06e-4
PTPRH	ENSG00000080031.9	9.08e-4
RP11-693J15.5	ENSG00000205056.8	9.10e-4
BEX4	ENSG00000102409.9	9.12e-4
UBA6	ENSG00000033178.12	9.20e-4
AC005077.14	ENSG00000230882.1	9.27e-4
RP11-1046B16.3	ENSG00000273797.1	9.28e-4
NMI	ENSG00000123609.10	9.28e-4
ENY2	ENSG00000120533.12	9.34e-4
KIF4A	ENSG00000090889.11	9.37e-4
CYC1	ENSG00000179091.4	9.39e-4
POC1A	ENSG00000164087.7	9.41e-4
PNMA2	ENSG00000240694.8	9.41e-4
CDCA4	ENSG00000170779.10	9.42e-4
MRPL21	ENSG00000197345.12	9.47e-4
SLC18A2	ENSG00000165646.11	9.48e-4
KATNBL1	ENSG00000134152.10	9.59e-4
PLEKHB1	ENSG00000021300.13	9.59e-4
CEP126	ENSG00000110318.13	9.63e-4
TMED1	ENSG00000099203.6	9.63e-4
MGP	ENSG00000111341.9	9.66e-4
HLA-DOA	ENSG00000204252.12	9.72e-4
C22orf31	ENSG00000100249.4	9.75e-4
SPOCK1	ENSG00000152377.12	9.82e-4
C19orf33	ENSG00000167644.11	9.83e-4
BLZF1	ENSG00000117475.13	9.85e-4
RASGEF1C	ENSG00000146090.15	9.92e-4
C10orf128	ENSG00000204161.13	9.92e-4
CNIH1	ENSG00000100528.11	9.93e-4
GAR1	ENSG00000109534.16	9.96e-4
RAB39B	ENSG00000155961.4	9.96e-4
DAD1	ENSG00000129562.10	9.99e-4
LINC-PINT	ENSG00000231721.6	9.99e-4
FAM117A	ENSG00000121104.7	1.01e-3
PAFAH1B2	ENSG00000168092.13	1.02e-3
SNX30	ENSG00000148158.16	1.02e-3
TPRKB	ENSG00000144034.14	1.03e-3
RP11-783K16.5	ENSG00000256940.1	1.03e-3
AP1AR	ENSG00000138660.11	1.04e-3
ARHGEF39	ENSG00000137135.17	1.04e-3
UPK1B	ENSG00000114638.7	1.04e-3
UBE2T	ENSG00000077152.9	1.04e-3
SEC13	ENSG00000157020.17	1.04e-3
CAMK2N2	ENSG00000163888.3	1.05e-3
VTA1	ENSG00000009844.15	1.06e-3
ALG8	ENSG00000159063.12	1.06e-3
TRIP13	ENSG00000071539.13	1.06e-3
WDHD1	ENSG00000198554.11	1.06e-3
MYL2	ENSG00000111245.14	1.07e-3
FCRL3	ENSG00000160856.20	1.07e-3
IL11	ENSG00000095752.6	1.07e-3
HMGN1P36	ENSG00000235734.4	1.07e-3
TLDC1	ENSG00000140950.15	1.08e-3
SPC25	ENSG00000152253.8	1.08e-3
RP11-452L6.7	ENSG00000260625.2	1.09e-3
RP13-463N16.6	ENSG00000242147.1	1.09e-3
GPR37	ENSG00000170775.2	1.10e-3
HHIPL2	ENSG00000143512.12	1.10e-3
FABP5	ENSG00000164687.10	1.11e-3
C12orf45	ENSG00000151131.9	1.11e-3
UBE2S	ENSG00000108106.13	1.11e-3
MANBAL	ENSG00000101363.12	1.12e-3
CC2D2B	ENSG00000188649.11	1.13e-3
RTCA	ENSG00000137996.12	1.14e-3
RP11-367G6.3	ENSG00000272053.1	1.15e-3
GNAO1	ENSG00000087258.13	1.15e-3
CEP135	ENSG00000174799.10	1.15e-3
IGHV5-78	ENSG00000211978.2	1.16e-3
MPEG1	ENSG00000197629.5	1.16e-3
HSPBP1	ENSG00000133265.10	1.16e-3
FAM64A	ENSG00000129195.15	1.17e-3
RP11-2H3.6	ENSG00000272885.1	1.17e-3
NDUFB3	ENSG00000119013.8	1.18e-3
CAPZA1	ENSG00000116489.12	1.18e-3
RP11-80P20.3	ENSG00000280399.1	1.19e-3
CD302	ENSG00000241399.6	1.20e-3
KIAA0101	ENSG00000166803.10	1.20e-3
SPAG5	ENSG00000076382.16	1.20e-3
PLEKHD1	ENSG00000175985.9	1.21e-3
IMMT	ENSG00000132305.20	1.21e-3
PLSCR1	ENSG00000188313.12	1.21e-3
LIN9	ENSG00000183814.15	1.21e-3
SP6	ENSG00000189120.4	1.22e-3
LCN6	ENSG00000267206.5	1.22e-3
RP11-1069G10.2	ENSG00000259727.1	1.22e-3
LINC01215	ENSG00000271856.1	1.23e-3
PPM1G	ENSG00000115241.10	1.23e-3
RP11-1191J2.2	ENSG00000242686.4	1.23e-3
MRPS24	ENSG00000062582.13	1.23e-3
DNASE1L3	ENSG00000163687.13	1.24e-3
PTPRC	ENSG00000081237.18	1.24e-3
GTF2H5	ENSG00000272047.1	1.24e-3
UBE2SP1	ENSG00000233966.1	1.24e-3
ZNF77	ENSG00000175691.8	1.25e-3
TNNC2	ENSG00000101470.9	1.25e-3
PSMC1P1	ENSG00000241506.1	1.25e-3
AHSA1	ENSG00000100591.7	1.25e-3
