Gene Symbol	Gene ID	P-Value (Survival os)
FAM178A	ENSG00000119906.11	1.23e-3
KCNJ14	ENSG00000182324.6	1.24e-3
GDE1	ENSG00000006007.11	1.24e-3
B4GALNT2	ENSG00000167080.8	1.25e-3
TUBA8	ENSG00000183785.14	1.29e-3
ANKRD24	ENSG00000089847.12	1.30e-3
RP11-626G11.4	ENSG00000260430.1	1.34e-3
AC078883.3	ENSG00000232788.1	1.34e-3
NTF4	ENSG00000225950.7	1.38e-3
CH17-472G23.2	ENSG00000223804.5	1.38e-3
RP1-178F15.4	ENSG00000272030.1	1.40e-3
KBTBD11	ENSG00000176595.3	1.40e-3
RP1-315G1.3	ENSG00000232412.1	1.41e-3
COLEC11	ENSG00000118004.17	1.41e-3
TMEM61	ENSG00000143001.4	1.41e-3
CACNA1C-AS1	ENSG00000246627.6	1.46e-3
RGS5	ENSG00000232995.7	1.46e-3
SFRP2	ENSG00000145423.4	1.47e-3
RP11-399K21.14	ENSG00000272692.1	1.48e-3
CCER2	ENSG00000262484.1	1.53e-3
ACTG1P17	ENSG00000259315.1	1.54e-3
CTD-2287O16.5	ENSG00000271918.1	1.56e-3
BVES-AS1	ENSG00000203808.10	1.62e-3
TNNT1	ENSG00000105048.16	1.63e-3
DDOST	ENSG00000244038.9	1.63e-3
CWC15	ENSG00000150316.11	1.67e-3
TUBA1C	ENSG00000167553.14	1.72e-3
GSR	ENSG00000104687.12	1.74e-3
PPP1R18	ENSG00000146112.11	1.76e-3
ST6GALNAC4P1	ENSG00000233469.1	1.78e-3
CS	ENSG00000062485.18	1.82e-3
CTC-559E9.6	ENSG00000267419.2	1.83e-3
SDHC	ENSG00000143252.14	1.84e-3
RP11-467L13.7	ENSG00000276900.1	1.85e-3
CTB-40H15.4	ENSG00000272057.1	1.89e-3
RP11-723O4.7	ENSG00000279507.1	1.89e-3
ANKRD6	ENSG00000135299.16	1.90e-3
CAPRIN2	ENSG00000110888.17	1.92e-3
INSC	ENSG00000188487.11	1.93e-3
RP11-435O5.4	ENSG00000271659.1	1.94e-3
KRTAP5-1	ENSG00000205869.2	1.95e-3
RP11-452L6.6	ENSG00000280132.1	1.95e-3
BANF1P2	ENSG00000230306.1	1.97e-3
TMEM191C	ENSG00000206140.9	1.97e-3
RPS2P55	ENSG00000216866.5	1.97e-3
KCNMB3	ENSG00000171121.16	1.98e-3
CRYBA4	ENSG00000196431.3	1.98e-3
HOXC4	ENSG00000198353.7	2.00e-3
AC005932.1	ENSG00000269019.1	2.04e-3
BGN	ENSG00000182492.15	2.06e-3
STX1B	ENSG00000099365.9	2.08e-3
EGFL8	ENSG00000241404.6	2.09e-3
LINC00441	ENSG00000231473.2	2.09e-3
MAK	ENSG00000111837.11	2.09e-3
RP11-1023L17.1	ENSG00000215158.9	2.11e-3
AC108488.4	ENSG00000242282.6	2.14e-3
RETNLB	ENSG00000163515.6	2.17e-3
RP3-395M20.7	ENSG00000225931.3	2.18e-3
RP11-80H5.2	ENSG00000232936.5	2.19e-3
WFDC10B	ENSG00000182931.9	2.19e-3
RP11-393I2.4	ENSG00000272008.1	2.20e-3
SACS	ENSG00000151835.13	2.23e-3
RP11-54O7.17	ENSG00000272512.1	2.26e-3
BACE1-AS	ENSG00000278768.1	2.29e-3
ANKRD18B	ENSG00000230453.9	2.29e-3
NUDT10	ENSG00000122824.10	2.31e-3
RP4-681N20.5	ENSG00000275582.1	2.33e-3
CBLN2	ENSG00000141668.9	2.35e-3
P4HA3	ENSG00000149380.11	2.36e-3
TMEM86B	ENSG00000180089.5	2.37e-3
SLC22A20	ENSG00000197847.12	2.38e-3
ITLN1	ENSG00000179914.4	2.40e-3
PAGE2B	ENSG00000238269.8	2.40e-3
RPL3L	ENSG00000140986.7	2.42e-3
ESCO2	ENSG00000171320.14	2.43e-3
JAZF1-AS1	ENSG00000234336.6	2.45e-3
RP11-423P10.2	ENSG00000272054.1	2.48e-3
STRCP1	ENSG00000166763.7	2.51e-3
FH	ENSG00000091483.6	2.53e-3
MEGF6	ENSG00000162591.15	2.53e-3
MACC1	ENSG00000183742.12	2.56e-3
RP11-66B24.2	ENSG00000232386.9	2.56e-3
RP11-87C12.2	ENSG00000256950.2	2.59e-3
AC079807.2	ENSG00000233230.1	2.62e-3
NPIPB8	ENSG00000255524.7	2.64e-3
AC062029.1	ENSG00000234028.3	2.66e-3
ATP6V1C2	ENSG00000143882.9	2.72e-3
ME2	ENSG00000082212.11	2.75e-3
SGCG	ENSG00000102683.7	2.76e-3
PARS2	ENSG00000162396.5	2.77e-3
CTD-3203P2.1	ENSG00000259940.2	2.80e-3
RP11-677I18.3	ENSG00000254433.1	2.81e-3
SUCLG2P2	ENSG00000236349.1	2.81e-3
REEP2	ENSG00000132563.15	2.81e-3
ARMT1	ENSG00000146476.10	2.81e-3
SMARCD3	ENSG00000082014.16	2.82e-3
CTF1	ENSG00000150281.6	2.83e-3
TMEM59L	ENSG00000105696.8	2.84e-3
LINC00634	ENSG00000205704.6	2.85e-3
CUZD1	ENSG00000138161.12	2.87e-3
RP11-417E7.1	ENSG00000223485.1	2.89e-3
RP11-230F18.5	ENSG00000276248.1	2.89e-3
LINC01011	ENSG00000244041.7	2.89e-3
ESRRB	ENSG00000119715.14	2.91e-3
AP001059.7	ENSG00000275799.1	2.91e-3
ALOX12-AS1	ENSG00000215067.9	2.94e-3
RP11-703I16.1	ENSG00000267480.1	2.99e-3
TTC38	ENSG00000075234.16	3.01e-3
UQCRQ	ENSG00000164405.10	3.01e-3
RP11-834C11.14	ENSG00000273046.1	3.02e-3
RP11-266L9.4	ENSG00000262587.2	3.05e-3
C1QTNF4	ENSG00000172247.3	3.07e-3
LINC00854	ENSG00000236383.7	3.10e-3
NTM	ENSG00000182667.14	3.11e-3
ABCA7	ENSG00000064687.12	3.11e-3
UTP18	ENSG00000011260.13	3.14e-3
RP11-996F15.4	ENSG00000275476.1	3.20e-3
REP15	ENSG00000174236.3	3.21e-3
RAB28P5	ENSG00000225400.1	3.21e-3
NMNAT1	ENSG00000173614.13	3.24e-3
PTRF	ENSG00000177469.12	3.24e-3
DCT	ENSG00000080166.15	3.25e-3
MRPL19	ENSG00000115364.13	3.27e-3
SENP8	ENSG00000166192.14	3.29e-3
DGCR9	ENSG00000273032.1	3.29e-3
FGF14	ENSG00000102466.15	3.29e-3
RN7SKP30	ENSG00000223305.1	3.32e-3
SALL1	ENSG00000103449.11	3.33e-3
DND1	ENSG00000256453.1	3.34e-3
RP5-1172A22.1	ENSG00000233521.5	3.36e-3
AC007040.11	ENSG00000258881.6	3.37e-3
NEK8	ENSG00000160602.13	3.41e-3
ELFN1	ENSG00000225968.7	3.41e-3
BBOX1	ENSG00000129151.8	3.43e-3
CCBL2	ENSG00000137944.16	3.45e-3
ROPN1	ENSG00000065371.17	3.46e-3
CLEC2L	ENSG00000236279.6	3.49e-3
RP11-153M3.1	ENSG00000257576.1	3.50e-3
RP4-751H13.7	ENSG00000273419.1	3.53e-3
HIST2H2BF	ENSG00000203814.6	3.53e-3
CALB2	ENSG00000172137.18	3.54e-3
AP000640.2	ENSG00000255355.1	3.55e-3
ENO3	ENSG00000108515.17	3.56e-3
RP11-843B15.4	ENSG00000277342.1	3.59e-3
RP11-815M8.1	ENSG00000238042.5	3.59e-3
PC	ENSG00000173599.13	3.66e-3
PPARGC1A	ENSG00000109819.8	3.66e-3
LGALSL	ENSG00000119862.12	3.69e-3
NOTCH4	ENSG00000204301.6	3.69e-3
R3HCC1L	ENSG00000166024.13	3.71e-3
RP11-523H20.3	ENSG00000272183.1	3.74e-3
LINC00702	ENSG00000233117.2	3.76e-3
RP11-19P22.8	ENSG00000266872.1	3.78e-3
CATSPER1	ENSG00000175294.5	3.82e-3
AC005740.6	ENSG00000271871.1	3.82e-3
RP11-622C24.2	ENSG00000277152.1	3.86e-3
LL22NC03-N14H11.1	ENSG00000272872.1	3.87e-3
CCDC136	ENSG00000128596.16	3.88e-3
ATP8B1	ENSG00000081923.10	3.92e-3
ELOVL4	ENSG00000118402.5	3.97e-3
PPA2	ENSG00000138777.19	3.98e-3
MFRP	ENSG00000259159.5	4.01e-3
IFITM10	ENSG00000244242.1	4.01e-3
IGSF8	ENSG00000162729.13	4.02e-3
AIP	ENSG00000110711.9	4.04e-3
CPEB1	ENSG00000214575.9	4.05e-3
TMEM189-UBE2V1	ENSG00000124208.16	4.11e-3
AC002398.9	ENSG00000188223.9	4.14e-3
RP11-235E17.6	ENSG00000262903.1	4.16e-3
SCRT1	ENSG00000261678.2	4.19e-3
GNPNAT1	ENSG00000100522.8	4.22e-3
C16orf96	ENSG00000205832.7	4.23e-3
DSCAML1	ENSG00000177103.13	4.25e-3
LINC00282	ENSG00000281106.2	4.29e-3
SCG2	ENSG00000171951.4	4.35e-3
RP11-474P2.6	ENSG00000275481.1	4.35e-3
ATP2A1	ENSG00000196296.13	4.42e-3
AC007128.1	ENSG00000229970.3	4.42e-3
RP11-454K7.3	ENSG00000260046.1	4.42e-3
RP11-78J21.6	ENSG00000280296.1	4.46e-3
ANO7	ENSG00000146205.13	4.48e-3
HOXC6	ENSG00000197757.7	4.51e-3
RP11-600F24.7	ENSG00000260285.1	4.52e-3
AC093732.1	ENSG00000233845.1	4.52e-3
RP11-272L14.2	ENSG00000274204.1	4.53e-3
EPO	ENSG00000130427.2	4.54e-3
ZFYVE27	ENSG00000155256.17	4.58e-3
RP11-337C18.8	ENSG00000237188.3	4.60e-3
RP11-165F24.3	ENSG00000227155.7	4.63e-3
MGP	ENSG00000111341.9	4.64e-3
ZNF594	ENSG00000180626.9	4.65e-3
TTC9B	ENSG00000174521.7	4.69e-3
AC007326.1	ENSG00000279560.1	4.69e-3
AC068282.3	ENSG00000236682.1	4.70e-3
GDF15	ENSG00000130513.6	4.70e-3
SLCO4A1	ENSG00000101187.15	4.72e-3
CYB5R4	ENSG00000065615.13	4.72e-3
CDH4	ENSG00000179242.15	4.75e-3
UBXN8	ENSG00000104691.14	4.75e-3
RP11-443P15.2	ENSG00000171658.8	4.77e-3
SBSN	ENSG00000189001.10	4.80e-3
RP5-999L4.2	ENSG00000275142.1	4.81e-3
HDGFRP3	ENSG00000166503.8	4.82e-3
HSPB2	ENSG00000170276.5	4.83e-3
KRT8P12	ENSG00000229320.3	4.83e-3
LEF1-AS1	ENSG00000232021.6	4.85e-3
AKAP12	ENSG00000131016.16	4.85e-3
FTCD	ENSG00000160282.13	4.87e-3
LIPT2	ENSG00000175536.6	4.90e-3
COX7A2	ENSG00000112695.11	4.90e-3
PRAM1	ENSG00000133246.11	4.92e-3
RP11-348N5.9	ENSG00000278601.1	4.96e-3
PARM1	ENSG00000169116.11	5.03e-3
NTN5	ENSG00000142233.11	5.05e-3
KIAA1467	ENSG00000084444.13	5.06e-3
LINC00638	ENSG00000258701.1	5.06e-3
SPOCK1	ENSG00000152377.12	5.11e-3
CTB-12O2.1	ENSG00000254226.5	5.13e-3
LRRN4	ENSG00000125872.7	5.13e-3
FAM223A	ENSG00000279245.1	5.13e-3
FAM223A	ENSG00000272681.2	5.13e-3
BX322557.10	ENSG00000215447.7	5.15e-3
TPT1-AS1	ENSG00000170919.15	5.17e-3
ATPAF1	ENSG00000123472.12	5.18e-3
NGF	ENSG00000134259.3	5.19e-3
COX6A1	ENSG00000111775.2	5.22e-3
RP11-169K16.4	ENSG00000224459.1	5.24e-3
PITRM1-AS1	ENSG00000237399.7	5.25e-3
LINC00174	ENSG00000179406.6	5.26e-3
TMEM233	ENSG00000224982.3	5.26e-3
CCDC108	ENSG00000181378.13	5.27e-3
RP5-823G15.5	ENSG00000259723.1	5.32e-3
C11orf52	ENSG00000149300.9	5.36e-3
AHNAK2	ENSG00000185567.6	5.36e-3
CTC-241N9.1	ENSG00000245317.2	5.38e-3
CCDC47	ENSG00000108588.13	5.42e-3
ZMIZ1-AS1	ENSG00000224596.7	5.43e-3
RP11-45A17.4	ENSG00000273521.1	5.44e-3
WASH1	ENSG00000181404.15	5.48e-3
SPAG8	ENSG00000137098.13	5.48e-3
CRYAB	ENSG00000109846.7	5.50e-3
FZD3	ENSG00000104290.10	5.51e-3
CTC-524C5.2	ENSG00000263272.1	5.52e-3
ASTE1	ENSG00000034533.11	5.53e-3
C3orf18	ENSG00000088543.14	5.57e-3
RP3-486I3.4	ENSG00000233558.1	5.58e-3
IDE	ENSG00000119912.15	5.59e-3
RP11-422P24.11	ENSG00000272654.1	5.61e-3
RASA4B	ENSG00000170667.14	5.66e-3
RP11-84A19.4	ENSG00000269967.1	5.69e-3
FSTL3	ENSG00000070404.9	5.73e-3
FASTKD2	ENSG00000118246.13	5.75e-3
SLC5A10	ENSG00000154025.15	5.76e-3
NPL	ENSG00000135838.13	5.76e-3
LINC01296	ENSG00000244306.9	5.77e-3
CATSPERB	ENSG00000133962.7	5.80e-3
MYL9	ENSG00000101335.9	5.81e-3
ANKAR	ENSG00000151687.14	5.81e-3
RP11-1246C19.1	ENSG00000273230.1	5.83e-3
RYR2	ENSG00000198626.15	5.86e-3
DLGAP4-AS1	ENSG00000232907.7	5.88e-3
GAST	ENSG00000184502.3	5.97e-3
RP11-476H16.1	ENSG00000277020.4	5.97e-3
NKAIN2	ENSG00000188580.13	6.00e-3
ZNF33A	ENSG00000189180.15	6.03e-3
LA16c-444G7.2	ENSG00000260420.2	6.04e-3
FGF5	ENSG00000138675.16	6.04e-3
RCN3	ENSG00000142552.7	6.07e-3
CYP2E1	ENSG00000130649.9	6.08e-3
POSTN	ENSG00000133110.14	6.08e-3
CCDC114	ENSG00000105479.15	6.11e-3
FBXL19-AS1	ENSG00000260852.1	6.16e-3
UQCRFS1	ENSG00000169021.5	6.17e-3
MFSD2A	ENSG00000168389.17	6.17e-3
CASP6	ENSG00000138794.9	6.25e-3
RP11-834C11.11	ENSG00000260470.1	6.28e-3
SLC6A1	ENSG00000157103.10	6.28e-3
SYN1	ENSG00000008056.12	6.29e-3
RP13-977J11.2	ENSG00000256576.2	6.32e-3
RP11-541N10.3	ENSG00000260461.1	6.33e-3
KIFC3	ENSG00000140859.15	6.33e-3
MFN2	ENSG00000116688.16	6.34e-3
AC093838.4	ENSG00000152117.17	6.35e-3
LPPR2	ENSG00000105520.10	6.35e-3
TCHH	ENSG00000159450.12	6.36e-3
ANKK1	ENSG00000170209.4	6.37e-3
RP11-549J18.1	ENSG00000251023.1	6.37e-3
ANKRD36	ENSG00000135976.16	6.37e-3
BEST2	ENSG00000039987.6	6.39e-3
RP11-230C9.2	ENSG00000271551.2	6.41e-3
MSANTD1	ENSG00000188981.10	6.44e-3
ADAMTS6	ENSG00000049192.14	6.48e-3
EXOC3L4	ENSG00000205436.7	6.54e-3
RP11-715J22.2	ENSG00000259895.1	6.54e-3
RP13-890H12.2	ENSG00000267288.2	6.56e-3
SAMM50	ENSG00000100347.14	6.56e-3
SCRG1	ENSG00000164106.7	6.58e-3
BAALC	ENSG00000164929.16	6.58e-3
SULT1B1	ENSG00000173597.8	6.60e-3
RGS17P1	ENSG00000229473.2	6.62e-3
TRIM74	ENSG00000155428.12	6.62e-3
IKBKG	ENSG00000269335.5	6.62e-3
LINC00632	ENSG00000203930.10	6.64e-3
HSPA1A	ENSG00000204389.9	6.67e-3
CSGALNACT2	ENSG00000169826.7	6.67e-3
ZNRF3	ENSG00000183579.15	6.68e-3
RP4-539M6.20	ENSG00000273350.1	6.72e-3
KCNAB2	ENSG00000069424.14	6.74e-3
CPT1C	ENSG00000169169.14	6.75e-3
RP11-482G13.1	ENSG00000282572.1	6.76e-3
PIAS1	ENSG00000033800.13	6.77e-3
RP11-553K23.2	ENSG00000214280.3	6.79e-3
CRIP2	ENSG00000182809.10	6.84e-3
CTD-3051D23.1	ENSG00000258811.1	6.84e-3
PAXBP1-AS1	ENSG00000238197.5	6.87e-3
GABRD	ENSG00000187730.7	6.90e-3
RP11-797A18.6	ENSG00000269951.1	6.91e-3
AC144450.1	ENSG00000228613.1	6.93e-3
C2orf48	ENSG00000163009.8	6.93e-3
CNN1	ENSG00000130176.7	6.97e-3
TIMM17A	ENSG00000134375.10	6.99e-3
RP11-531F16.4	ENSG00000273261.1	7.02e-3
SCN3B	ENSG00000166257.8	7.03e-3
XPO7	ENSG00000130227.16	7.03e-3
DNM1P35	ENSG00000246877.1	7.06e-3
NME9	ENSG00000181322.13	7.10e-3
RP5-827C21.6	ENSG00000273367.1	7.10e-3
CTA-276F8.1	ENSG00000276564.1	7.11e-3
RP11-517H2.6	ENSG00000272980.3	7.13e-3
NIFK	ENSG00000155438.11	7.15e-3
WDR86	ENSG00000187260.15	7.17e-3
CLDN11	ENSG00000013297.10	7.18e-3
RP11-429J17.2	ENSG00000181097.5	7.19e-3
U52111.14	ENSG00000232725.1	7.20e-3
CTAGE7P	ENSG00000233122.2	7.21e-3
AC104134.2	ENSG00000225420.1	7.23e-3
ARHGEF25	ENSG00000240771.6	7.24e-3
POFUT2	ENSG00000186866.16	7.24e-3
PDE12	ENSG00000174840.8	7.24e-3
RP11-484K9.4	ENSG00000272844.1	7.24e-3
KIAA0391	ENSG00000100890.15	7.26e-3
RP11-26J3.1	ENSG00000249328.2	7.30e-3
CERCAM	ENSG00000167123.18	7.33e-3
AEBP1	ENSG00000106624.8	7.34e-3
SHANK1	ENSG00000161681.15	7.37e-3
RP11-626H12.2	ENSG00000254605.1	7.37e-3
PANX2	ENSG00000073150.13	7.42e-3
RP11-34F20.7	ENSG00000274270.1	7.45e-3
PA2G4P4	ENSG00000230457.3	7.47e-3
SNX31	ENSG00000174226.8	7.48e-3
LOH12CR2	ENSG00000205791.3	7.49e-3
RP13-942N8.1	ENSG00000256092.2	7.54e-3
RP11-101O6.2	ENSG00000234937.1	7.54e-3
RP11-318E3.9	ENSG00000272764.1	7.55e-3
COL4A6	ENSG00000197565.15	7.55e-3
RP11-532F12.5	ENSG00000261183.5	7.59e-3
RP11-326N17.2	ENSG00000274281.1	7.61e-3
RP11-169D4.2	ENSG00000256633.1	7.62e-3
INSL3	ENSG00000248099.3	7.63e-3
C6orf15	ENSG00000204542.2	7.65e-3
SRD5A2	ENSG00000277893.1	7.67e-3
LA16c-361A3.3	ENSG00000261207.1	7.70e-3
PROCA1	ENSG00000167525.13	7.73e-3
CCT6A	ENSG00000146731.10	7.74e-3
FKSG51	ENSG00000280230.1	7.74e-3
SETD4	ENSG00000185917.13	7.76e-3
RP11-392O1.4	ENSG00000267747.1	7.78e-3
CSDC2	ENSG00000172346.14	7.81e-3
RP11-524F11.1	ENSG00000265511.1	7.82e-3
B3GNT6	ENSG00000198488.10	7.83e-3
CICP3	ENSG00000229376.3	7.83e-3
LA16c-395F10.2	ENSG00000260989.1	7.86e-3
AP000265.1	ENSG00000261610.1	7.86e-3
COG2	ENSG00000135775.13	7.87e-3
RGS17	ENSG00000091844.7	7.88e-3
SEPT14P2	ENSG00000244528.1	7.91e-3
RP5-1041C10.3	ENSG00000237788.1	7.91e-3
CNOT7	ENSG00000198791.11	7.95e-3
TMEM91	ENSG00000142046.14	7.98e-3
PTGS2	ENSG00000073756.11	7.99e-3
KLF17	ENSG00000171872.4	8.02e-3
RP11-638I8.1	ENSG00000272556.1	8.03e-3
FAM183B	ENSG00000164556.7	8.03e-3
CACNA1C-AS2	ENSG00000256271.1	8.06e-3
RP11-351C21.2	ENSG00000274943.1	8.08e-3
CLEC18B	ENSG00000140839.11	8.10e-3
AC097724.3	ENSG00000226833.5	8.12e-3
RPP14	ENSG00000255154.7	8.12e-3
PCOLCE2	ENSG00000163710.7	8.14e-3
ENPEP	ENSG00000138792.9	8.15e-3
DUXAP8	ENSG00000206195.10	8.16e-3
RP11-504P24.3	ENSG00000185495.10	8.17e-3
LINC00565	ENSG00000260910.1	8.20e-3
ENO2	ENSG00000111674.8	8.23e-3
RP11-734K2.4	ENSG00000270344.2	8.25e-3
LDLRAD2	ENSG00000187942.11	8.27e-3
TESC	ENSG00000088992.17	8.29e-3
RBM22P2	ENSG00000213411.2	8.34e-3
TMEM47	ENSG00000147027.3	8.36e-3
MMP23B	ENSG00000189409.12	8.37e-3
RP11-365O16.6	ENSG00000237101.1	8.39e-3
FAP	ENSG00000078098.13	8.40e-3
SSBP3	ENSG00000157216.15	8.45e-3
GJB7	ENSG00000164411.10	8.49e-3
LRRC59	ENSG00000108829.9	8.50e-3
C2orf74	ENSG00000237651.6	8.53e-3
INAFM1	ENSG00000257704.3	8.60e-3
RP11-367J11.3	ENSG00000245468.3	8.65e-3
PDE10A	ENSG00000112541.13	8.67e-3
RP11-506H21.5	ENSG00000278627.1	8.68e-3
AC010980.2	ENSG00000237732.9	8.71e-3
SLC4A3	ENSG00000114923.16	8.72e-3
YBX1P10	ENSG00000213866.3	8.76e-3
MAPKAPK3	ENSG00000114738.10	8.81e-3
LRRC26	ENSG00000184709.7	8.83e-3
ZFP30	ENSG00000120784.15	8.84e-3
SRD5A3-AS1	ENSG00000249700.8	8.87e-3
PRSS53	ENSG00000151006.7	8.88e-3
LDAH	ENSG00000118961.14	8.88e-3
