Gene Symbol	Gene ID	P-Value (Survival os)
TLR3	ENSG00000164342.12	2.80e-9
SLC25A42	ENSG00000181035.13	2.87e-9
LRRC28	ENSG00000168904.14	2.91e-9
METTL7A	ENSG00000185432.11	2.96e-9
COMMD3-BMI1	ENSG00000269897.5	2.97e-9
PLXNB3	ENSG00000198753.11	3.01e-9
LMBRD1	ENSG00000168216.10	3.02e-9
NCOA4	ENSG00000266412.5	3.03e-9
ITIH4	ENSG00000055955.15	3.09e-9
ZNF821	ENSG00000102984.14	3.19e-9
RP11-297L17.2	ENSG00000260963.1	3.43e-9
AMOT	ENSG00000126016.13	3.48e-9
SCP2	ENSG00000116171.16	3.49e-9
TDRD7	ENSG00000196116.7	3.62e-9
ADCY9	ENSG00000162104.9	3.73e-9
MAT2B	ENSG00000038274.16	3.77e-9
SMIM19	ENSG00000176209.11	4.12e-9
SAA1	ENSG00000173432.10	4.34e-9
RP13-39P12.3	ENSG00000228748.2	4.35e-9
EHHADH	ENSG00000113790.10	4.45e-9
SLC7A5	ENSG00000103257.8	4.47e-9
RNF185	ENSG00000138942.15	4.48e-9
GPR78	ENSG00000155269.11	4.52e-9
RMDN3	ENSG00000137824.15	4.68e-9
SLC3A1	ENSG00000138079.13	4.69e-9
CREBRF	ENSG00000164463.12	4.77e-9
TMEM59	ENSG00000116209.11	4.97e-9
CUBN	ENSG00000107611.14	5.28e-9
TMEM150C	ENSG00000249242.7	5.33e-9
ERBB2	ENSG00000141736.13	5.33e-9
EMX2	ENSG00000170370.11	5.52e-9
RP11-968A15.2	ENSG00000257596.1	5.55e-9
TMEM125	ENSG00000179178.10	5.63e-9
CDC37L1	ENSG00000106993.11	5.68e-9
NALCN-AS1	ENSG00000233009.1	5.86e-9
GJB1	ENSG00000169562.9	6.19e-9
ZNF189	ENSG00000136870.10	6.33e-9
DOCK8	ENSG00000107099.15	6.35e-9
SOWAHC	ENSG00000198142.4	6.35e-9
PRUNE2	ENSG00000106772.17	6.37e-9
DONSON	ENSG00000159147.17	6.48e-9
LINC01234	ENSG00000249550.6	6.59e-9
RORA	ENSG00000069667.15	6.80e-9
TEK	ENSG00000120156.20	6.88e-9
ADH5	ENSG00000197894.10	7.16e-9
CDHR4	ENSG00000187492.8	7.16e-9
MIA2	ENSG00000150526.11	7.30e-9
CILP	ENSG00000138615.5	7.35e-9
PECR	ENSG00000115425.13	7.38e-9
POLR1E	ENSG00000137054.15	7.41e-9
WFDC10B	ENSG00000182931.9	7.43e-9
TRUB2	ENSG00000167112.9	7.51e-9
GLYATL1	ENSG00000166840.13	7.52e-9
MGAM	ENSG00000257335.8	7.86e-9
ZNF14	ENSG00000105708.8	7.98e-9
TSPYL1	ENSG00000189241.6	8.10e-9
PDGFRL	ENSG00000104213.12	8.11e-9
EPB41L1	ENSG00000088367.20	8.42e-9
COL4A4	ENSG00000081052.11	8.42e-9
CCDC103	ENSG00000167131.16	8.48e-9
DAB2IP	ENSG00000136848.16	8.51e-9
NIPAL3	ENSG00000001461.16	8.54e-9
CLCN5	ENSG00000171365.15	8.62e-9
B3GNTL1	ENSG00000175711.8	8.86e-9
RMND5B	ENSG00000145916.18	8.92e-9
ECI2	ENSG00000198721.12	8.99e-9
RASEF	ENSG00000165105.9	9.05e-9
TMEM246	ENSG00000165152.8	9.32e-9
ACOX1	ENSG00000161533.11	9.48e-9
KAT5	ENSG00000172977.12	9.58e-9
AMD1	ENSG00000123505.14	9.78e-9
HERPUD1	ENSG00000051108.14	1.01e-8
CTB-50E14.5	ENSG00000269374.1	1.01e-8
PHOSPHO2	ENSG00000144362.11	1.02e-8
SLC45A4	ENSG00000022567.9	1.03e-8
SLC27A2	ENSG00000140284.10	1.03e-8
CUBNP3	ENSG00000235690.2	1.07e-8
HABP4	ENSG00000130956.13	1.07e-8
CRYZ	ENSG00000116791.13	1.08e-8
DYNLL2	ENSG00000264364.2	1.09e-8
CRAT	ENSG00000095321.16	1.15e-8
RUNDC3B	ENSG00000105784.15	1.18e-8
BPNT1	ENSG00000162813.17	1.19e-8
SASH1	ENSG00000111961.16	1.19e-8
ISPD	ENSG00000214960.9	1.20e-8
MED7	ENSG00000155868.7	1.20e-8
HSPA4L	ENSG00000164070.11	1.21e-8
NFU1	ENSG00000169599.12	1.24e-8
SENP8	ENSG00000166192.14	1.26e-8
LRRC19	ENSG00000184434.7	1.26e-8
TMEM232	ENSG00000186952.14	1.28e-8
RP11-386G11.10	ENSG00000258017.1	1.28e-8
FAM134A	ENSG00000144567.10	1.30e-8
FMO1	ENSG00000010932.15	1.33e-8
ZXDA	ENSG00000198205.6	1.34e-8
AC007036.5	ENSG00000251660.1	1.37e-8
AC090286.4	ENSG00000196893.3	1.38e-8
AP5M1	ENSG00000053770.11	1.38e-8
AJAP1	ENSG00000196581.10	1.41e-8
AC074212.5	ENSG00000259605.3	1.41e-8
ZIC2	ENSG00000043355.10	1.44e-8
ANXA8	ENSG00000265190.6	1.46e-8
SLC10A2	ENSG00000125255.6	1.46e-8
RBM47	ENSG00000163694.14	1.46e-8
SSFA2	ENSG00000138434.16	1.48e-8
MFAP1	ENSG00000140259.6	1.48e-8
FBXL5	ENSG00000118564.14	1.48e-8
UGT2A3	ENSG00000135220.10	1.50e-8
NBEA	ENSG00000172915.18	1.53e-8
PCGF5	ENSG00000180628.14	1.54e-8
RP11-298J20.4	ENSG00000249456.1	1.55e-8
AKR1B10	ENSG00000198074.9	1.57e-8
TNFRSF10A	ENSG00000104689.9	1.60e-8
TOMM20	ENSG00000173726.10	1.61e-8
PDZK1	ENSG00000174827.13	1.61e-8
PITX1	ENSG00000069011.15	1.63e-8
RP11-521I2.3	ENSG00000260368.1	1.68e-8
RP11-161H23.5	ENSG00000258232.2	1.68e-8
FAM120A	ENSG00000048828.16	1.70e-8
TJP2	ENSG00000119139.16	1.72e-8
RP11-166N17.1	ENSG00000227253.3	1.76e-8
PCBP1	ENSG00000169564.6	1.77e-8
CX3CL1	ENSG00000006210.6	1.83e-8
ATP6V1A	ENSG00000114573.9	1.85e-8
HSDL2	ENSG00000119471.14	1.86e-8
PRKAA2	ENSG00000162409.10	1.89e-8
ATP6V1E1	ENSG00000131100.12	1.90e-8
FUT6	ENSG00000156413.13	1.93e-8
RGP1	ENSG00000107185.9	1.96e-8
PVRL3	ENSG00000177707.10	2.00e-8
CALCRL	ENSG00000064989.12	2.02e-8
ZNF366	ENSG00000178175.11	2.04e-8
UFSP2	ENSG00000109775.10	2.05e-8
AC107081.5	ENSG00000236498.1	2.12e-8
ITGA6	ENSG00000091409.14	2.12e-8
NSA2	ENSG00000164346.9	2.13e-8
RP11-863K10.4	ENSG00000233170.4	2.15e-8
UNC119B	ENSG00000175970.8	2.20e-8
RP1-142L7.9	ENSG00000270661.1	2.20e-8
CRIM1	ENSG00000150938.9	2.22e-8
LINC01550	ENSG00000246223.8	2.22e-8
OGDH	ENSG00000105953.14	2.30e-8
RP11-531F16.4	ENSG00000273261.1	2.32e-8
POC1B	ENSG00000139323.13	2.33e-8
SDHD	ENSG00000204370.8	2.34e-8
CEACAM1	ENSG00000079385.21	2.35e-8
TMEM92-AS1	ENSG00000251179.1	2.35e-8
IGF1R	ENSG00000140443.13	2.37e-8
CCNDBP1	ENSG00000166946.13	2.49e-8
SLC40A1	ENSG00000138449.10	2.51e-8
SYNJ2BP	ENSG00000213463.4	2.53e-8
GPD1L	ENSG00000152642.10	2.55e-8
KCNK5	ENSG00000164626.8	2.66e-8
STX7	ENSG00000079950.13	2.73e-8
SERINC1	ENSG00000111897.6	2.76e-8
METTL20	ENSG00000139160.13	2.82e-8
DHX40	ENSG00000108406.9	2.83e-8
SESTD1	ENSG00000187231.13	2.85e-8
TRAF3IP1	ENSG00000204104.11	2.87e-8
CRHBP	ENSG00000145708.10	2.88e-8
HYAL1	ENSG00000114378.16	2.89e-8
CHRM3	ENSG00000133019.11	2.93e-8
RP4-657E11.10	ENSG00000270728.1	2.93e-8
GLUD2	ENSG00000182890.4	2.94e-8
HELQ	ENSG00000163312.10	2.96e-8
RP11-336K24.12	ENSG00000273002.1	3.00e-8
DLGAP1-AS2	ENSG00000262001.1	3.00e-8
ATXN7L3B	ENSG00000253719.3	3.01e-8
TPMT	ENSG00000137364.4	3.05e-8
IRF2BP2	ENSG00000168264.10	3.08e-8
SWT1	ENSG00000116668.12	3.09e-8
NR3C2	ENSG00000151623.14	3.15e-8
LIFR	ENSG00000113594.9	3.15e-8
CPEB4	ENSG00000113742.12	3.25e-8
HBP1	ENSG00000105856.13	3.26e-8
CTB-133G6.1	ENSG00000263264.1	3.36e-8
GATM	ENSG00000171766.15	3.43e-8
OGDHL	ENSG00000197444.9	3.54e-8
CNPPD1	ENSG00000115649.15	3.56e-8
RP11-84A19.4	ENSG00000269967.1	3.57e-8
TACC1	ENSG00000147526.19	3.58e-8
GAREM	ENSG00000141441.15	3.60e-8
ECHDC3	ENSG00000134463.14	3.61e-8
CCDC186	ENSG00000165813.16	3.64e-8
BSPRY	ENSG00000119411.10	3.70e-8
LDAH	ENSG00000118961.14	3.71e-8
ALAD	ENSG00000148218.15	3.75e-8
VAC14-AS1	ENSG00000214353.7	3.78e-8
RMDN2	ENSG00000115841.19	3.78e-8
TMEM82	ENSG00000162460.6	3.83e-8
PIAS1	ENSG00000033800.13	3.83e-8
BCL2	ENSG00000171791.11	3.84e-8
SAA2-SAA4	ENSG00000255071.3	3.91e-8
RPLP0P2	ENSG00000243742.5	3.93e-8
NCOA7	ENSG00000111912.18	3.98e-8
DUSP11	ENSG00000144048.10	3.99e-8
TMEM25	ENSG00000149582.15	4.12e-8
GRAMD1C	ENSG00000178075.19	4.14e-8
MAPK8IP1	ENSG00000121653.11	4.19e-8
UGT2B7	ENSG00000171234.13	4.19e-8
METTL24	ENSG00000053328.8	4.20e-8
EVC	ENSG00000072840.12	4.21e-8
FRMD3	ENSG00000172159.15	4.21e-8
ZNF549	ENSG00000121406.8	4.32e-8
MRPL46	ENSG00000259494.1	4.41e-8
LMTK2	ENSG00000164715.5	4.46e-8
RNF20	ENSG00000155827.11	4.51e-8
ACADSB	ENSG00000196177.12	4.55e-8
ITPKA	ENSG00000137825.10	4.66e-8
ACAT1	ENSG00000075239.13	4.72e-8
ITM2B	ENSG00000136156.12	4.77e-8
CHTF8	ENSG00000168802.12	4.83e-8
TNFRSF19	ENSG00000127863.15	4.86e-8
AKAP6	ENSG00000151320.10	4.91e-8
HSD17B8	ENSG00000204228.3	4.95e-8
WARS2	ENSG00000116874.11	4.95e-8
FAM63A	ENSG00000143409.15	4.99e-8
FITM2	ENSG00000197296.5	5.02e-8
C7orf61	ENSG00000185955.4	5.08e-8
GPR160	ENSG00000173890.16	5.10e-8
FAM160A1	ENSG00000164142.15	5.10e-8
FAM86C2P	ENSG00000160172.10	5.14e-8
AGPAT5	ENSG00000155189.11	5.15e-8
ATXN1L	ENSG00000224470.7	5.21e-8
ABHD6	ENSG00000163686.13	5.22e-8
PURA	ENSG00000185129.5	5.22e-8
HADH	ENSG00000138796.15	5.23e-8
AC005062.2	ENSG00000243004.5	5.25e-8
FBXO21	ENSG00000135108.14	5.28e-8
ALDH2	ENSG00000111275.12	5.38e-8
DHFRL1	ENSG00000178700.7	5.49e-8
NDFIP1	ENSG00000131507.10	5.51e-8
FBXO7	ENSG00000100225.17	5.57e-8
ZNF583	ENSG00000198440.9	5.59e-8
PLS1	ENSG00000120756.12	5.72e-8
KB-1208A12.3	ENSG00000245970.2	5.77e-8
PPAP2B	ENSG00000162407.8	5.84e-8
PEX3	ENSG00000034693.14	5.88e-8
ENAM	ENSG00000132464.11	5.92e-8
TNIP1	ENSG00000145901.14	5.98e-8
RAB21	ENSG00000080371.5	6.01e-8
PHYHIPL	ENSG00000165443.11	6.09e-8
NPY6R	ENSG00000226306.6	6.27e-8
SPTBN1	ENSG00000115306.15	6.29e-8
RP11-49I11.4	ENSG00000274849.1	6.32e-8
RP11-46B11.2	ENSG00000220154.2	6.52e-8
TRAF6	ENSG00000175104.14	6.55e-8
PEX19	ENSG00000162735.18	6.55e-8
RP11-372K14.2	ENSG00000270681.1	6.55e-8
SLC44A1	ENSG00000070214.15	6.57e-8
NMNAT1	ENSG00000173614.13	6.60e-8
TRPV3	ENSG00000167723.14	6.67e-8
KCNAB1	ENSG00000169282.17	6.68e-8
STX3	ENSG00000166900.14	6.76e-8
DNAJB14	ENSG00000164031.16	6.86e-8
PCCA	ENSG00000175198.14	6.93e-8
FBF1	ENSG00000188878.16	7.02e-8
SNX4	ENSG00000114520.10	7.05e-8
VRK3	ENSG00000105053.10	7.10e-8
MRPS2	ENSG00000122140.10	7.15e-8
TTC33	ENSG00000113638.12	7.16e-8
INIP	ENSG00000148153.13	7.16e-8
SDHB	ENSG00000117118.9	7.32e-8
RBM43	ENSG00000184898.6	7.51e-8
LNX2	ENSG00000139517.7	7.58e-8
PTPRB	ENSG00000127329.14	7.61e-8
ATP11A	ENSG00000068650.18	7.61e-8
MARS	ENSG00000166986.12	7.63e-8
LINC01507	ENSG00000230945.1	7.65e-8
KLF9	ENSG00000119138.4	7.66e-8
FCER1A	ENSG00000179639.10	7.68e-8
RP11-119D9.1	ENSG00000251637.6	7.72e-8
KCNN4	ENSG00000104783.11	7.81e-8
SERBP1P3	ENSG00000242142.1	7.82e-8
LINC00605	ENSG00000251533.2	7.84e-8
C1QTNF1-AS1	ENSG00000265096.1	7.85e-8
USP27X	ENSG00000273820.1	7.94e-8
ERLIN2	ENSG00000147475.14	7.95e-8
CNNM3	ENSG00000168763.15	8.01e-8
CTC-137K3.1	ENSG00000270137.1	8.07e-8
ASIC3	ENSG00000213199.7	8.17e-8
PACERR	ENSG00000273129.1	8.19e-8
ACBD5	ENSG00000107897.18	8.26e-8
ADGRG1	ENSG00000205336.11	8.27e-8
IMPA2	ENSG00000141401.11	8.29e-8
KIF3B	ENSG00000101350.7	8.32e-8
TBL1X	ENSG00000101849.15	8.36e-8
DNASE1L3	ENSG00000163687.13	8.41e-8
KBTBD4	ENSG00000123444.13	8.61e-8
NUDT12	ENSG00000112874.9	8.66e-8
DCAF11	ENSG00000100897.17	8.75e-8
NPM1P27	ENSG00000249353.2	8.89e-8
SGMS1	ENSG00000198964.13	8.93e-8
HOTAIRM1	ENSG00000233429.9	8.94e-8
FAM35A	ENSG00000122376.11	9.00e-8
SEC24B	ENSG00000138802.11	9.12e-8
HSP90AB4P	ENSG00000282100.1	9.15e-8
FIS1	ENSG00000214253.8	9.16e-8
MSNP1	ENSG00000251593.1	9.28e-8
KHDRBS3	ENSG00000131773.13	9.30e-8
DBT	ENSG00000137992.14	9.30e-8
APOOL	ENSG00000155008.13	9.35e-8
SH3YL1	ENSG00000035115.21	9.36e-8
LYRM7	ENSG00000186687.15	9.36e-8
OTUD7A	ENSG00000169918.9	9.45e-8
L2HGDH	ENSG00000087299.11	9.57e-8
CCBL2	ENSG00000137944.16	9.60e-8
KIAA1671	ENSG00000197077.12	9.65e-8
MOCS2	ENSG00000164172.18	9.85e-8
FCHO2	ENSG00000157107.13	9.87e-8
AP000577.2	ENSG00000280269.1	9.91e-8
RNF14	ENSG00000013561.17	9.95e-8
EPB41L5	ENSG00000115109.13	9.98e-8
NDFIP2	ENSG00000102471.13	1.00e-7
ATP6V1D	ENSG00000100554.11	1.01e-7
CLDN10	ENSG00000134873.9	1.01e-7
ATP5A1	ENSG00000152234.15	1.02e-7
NEBL	ENSG00000078114.18	1.02e-7
RP4-789D17.5	ENSG00000271914.1	1.03e-7
FBXO34	ENSG00000178974.9	1.03e-7
A1CF	ENSG00000148584.14	1.04e-7
NTN4	ENSG00000074527.11	1.04e-7
PRKCE	ENSG00000171132.13	1.04e-7
SMU1	ENSG00000122692.8	1.05e-7
TTC9	ENSG00000133985.2	1.05e-7
PRKD1	ENSG00000184304.14	1.06e-7
MFSD4	ENSG00000174514.12	1.07e-7
AR	ENSG00000169083.15	1.07e-7
VPS4B	ENSG00000119541.9	1.08e-7
ZNF704	ENSG00000164684.13	1.09e-7
COL22A1	ENSG00000169436.16	1.11e-7
TMEM159	ENSG00000011638.10	1.11e-7
CDKL2	ENSG00000138769.10	1.12e-7
TCTA	ENSG00000145022.4	1.12e-7
MPP5	ENSG00000072415.8	1.12e-7
GNG7	ENSG00000176533.12	1.12e-7
STOML2	ENSG00000165283.15	1.13e-7
IDNK	ENSG00000148057.15	1.15e-7
KIAA0825	ENSG00000185261.13	1.15e-7
RP11-423E7.2	ENSG00000279862.1	1.15e-7
DCTN6	ENSG00000104671.7	1.16e-7
APITD1	ENSG00000175279.21	1.16e-7
RIT1	ENSG00000143622.10	1.18e-7
SH3RF1	ENSG00000154447.14	1.18e-7
PELI2	ENSG00000139946.9	1.18e-7
SLC4A4	ENSG00000080493.13	1.19e-7
ABCB7	ENSG00000131269.15	1.23e-7
HLF	ENSG00000108924.13	1.27e-7
SIRT3	ENSG00000142082.14	1.27e-7
MYL3	ENSG00000160808.9	1.29e-7
FAM13B	ENSG00000031003.10	1.31e-7
TMEM170A	ENSG00000166822.12	1.32e-7
AC104654.2	ENSG00000234362.5	1.32e-7
RMND5A	ENSG00000153561.12	1.33e-7
TCIRG1	ENSG00000110719.9	1.33e-7
SLC16A4	ENSG00000168679.17	1.34e-7
C1orf228	ENSG00000198520.10	1.34e-7
STK32B	ENSG00000152953.12	1.34e-7
