Gene Symbol	Gene ID	P-Value (Survival os)
AC090286.2	ENSG00000235672.1	1.20e-2
RP11-248J18.2	ENSG00000269906.1	1.22e-2
RAPGEF5	ENSG00000136237.18	1.22e-2
RP11-815N9.2	ENSG00000248988.1	1.22e-2
PLCD3	ENSG00000161714.11	1.22e-2
RP11-330L19.2	ENSG00000239465.1	1.23e-2
C2	ENSG00000166278.14	1.23e-2
B3GLCT	ENSG00000187676.7	1.24e-2
TREML2	ENSG00000112195.8	1.24e-2
LINC01504	ENSG00000225434.2	1.25e-2
TOP1	ENSG00000198900.5	1.25e-2
FER1L5	ENSG00000249715.9	1.26e-2
CRIP2	ENSG00000182809.10	1.26e-2
AC253572.1	ENSG00000278882.1	1.26e-2
APOO	ENSG00000184831.13	1.27e-2
MS4A7	ENSG00000166927.12	1.27e-2
RP11-215P8.3	ENSG00000248559.1	1.27e-2
CTC-458A3.1	ENSG00000243537.1	1.28e-2
TUBB4B	ENSG00000188229.5	1.29e-2
RP11-535A5.1	ENSG00000273348.1	1.30e-2
SPATS2	ENSG00000123352.17	1.30e-2
CLK1	ENSG00000013441.15	1.30e-2
AQP8	ENSG00000103375.10	1.30e-2
PA2G4P4	ENSG00000230457.3	1.30e-2
NAT8	ENSG00000144035.3	1.31e-2
TRAV8-4	ENSG00000211790.2	1.31e-2
MME	ENSG00000196549.10	1.32e-2
HIST1H2BM	ENSG00000273703.1	1.32e-2
NDUFB8P2	ENSG00000270264.1	1.33e-2
RPL37	ENSG00000145592.13	1.34e-2
RGS16	ENSG00000143333.6	1.34e-2
RP11-58A17.3	ENSG00000257159.1	1.34e-2
FAM160B2	ENSG00000158863.21	1.35e-2
CPVL	ENSG00000106066.13	1.35e-2
TBX6	ENSG00000149922.10	1.35e-2
UFSP2	ENSG00000109775.10	1.36e-2
AC113404.1	ENSG00000254893.5	1.36e-2
C9orf69	ENSG00000238227.7	1.36e-2
EFCAB7	ENSG00000203965.12	1.36e-2
RP11-274J7.2	ENSG00000256571.1	1.36e-2
CSNK1G3	ENSG00000151292.17	1.37e-2
RP11-565J7.1	ENSG00000233626.2	1.37e-2
HCCS	ENSG00000004961.14	1.38e-2
CD27-AS1	ENSG00000215039.6	1.39e-2
AC018442.1	ENSG00000235683.1	1.39e-2
SUGT1P2	ENSG00000213842.2	1.39e-2
LLNLR-246C6.1	ENSG00000273218.1	1.40e-2
AC093732.1	ENSG00000233845.1	1.41e-2
GZMA	ENSG00000145649.7	1.42e-2
CTD-2560E9.3	ENSG00000254664.1	1.42e-2
RP11-5P18.1	ENSG00000234607.2	1.42e-2
GGA1	ENSG00000100083.18	1.42e-2
RP11-727F15.13	ENSG00000269463.1	1.43e-2
AC000095.11	ENSG00000273164.1	1.43e-2
ULK3	ENSG00000140474.12	1.44e-2
CD300LB	ENSG00000178789.8	1.44e-2
APLN	ENSG00000171388.11	1.44e-2
FAM163B	ENSG00000196990.8	1.46e-2
FAM175B	ENSG00000165660.7	1.46e-2
IDO1	ENSG00000131203.12	1.46e-2
AC066692.3	ENSG00000238111.1	1.46e-2
DFNB59	ENSG00000204311.11	1.46e-2
RP11-197P3.5	ENSG00000229587.2	1.46e-2
TRMT2A	ENSG00000099899.14	1.47e-2
RP11-246E12.2	ENSG00000278891.1	1.47e-2
CTD-2326C4.1	ENSG00000279757.1	1.47e-2
RP11-794G24.1	ENSG00000256443.1	1.50e-2
AC002128.5	ENSG00000271366.1	1.50e-2
MRPS18B	ENSG00000204568.11	1.51e-2
ALOX5	ENSG00000012779.10	1.51e-2
MLX	ENSG00000108788.11	1.51e-2
RN7SL801P	ENSG00000241230.3	1.52e-2
ETV1	ENSG00000006468.13	1.54e-2
SNORD3B-1	ENSG00000265185.5	1.54e-2
RP11-674I16.1	ENSG00000270846.1	1.54e-2
AL590762.7	ENSG00000213706.2	1.55e-2
CD3D	ENSG00000167286.9	1.56e-2
RP11-542C16.2	ENSG00000261915.6	1.56e-2
MORF4L1P4	ENSG00000225133.1	1.56e-2
CCT4	ENSG00000115484.14	1.56e-2
RP11-407P15.1	ENSG00000261522.5	1.57e-2
RP11-157K17.5	ENSG00000179038.8	1.57e-2
TRBV4-1	ENSG00000211710.3	1.58e-2
PCDH11X	ENSG00000102290.21	1.59e-2
TNNC2	ENSG00000101470.9	1.59e-2
POP5	ENSG00000167272.10	1.59e-2
TMEM223	ENSG00000168569.7	1.59e-2
RP13-258O15.1	ENSG00000225912.1	1.61e-2
NDUFAF5	ENSG00000101247.17	1.62e-2
CTD-2104P17.2	ENSG00000264932.3	1.63e-2
RP11-702L15.4	ENSG00000259682.1	1.63e-2
ST3GAL4	ENSG00000110080.18	1.64e-2
RP11-28F1.2	ENSG00000267701.2	1.64e-2
NDUFA1	ENSG00000125356.6	1.65e-2
PCF11	ENSG00000165494.10	1.66e-2
CDK5R2	ENSG00000171450.5	1.66e-2
RP11-102M11.1	ENSG00000240695.1	1.67e-2
CRYBA2	ENSG00000163499.11	1.67e-2
MAGEA9B	ENSG00000267978.5	1.69e-2
Metazoa_SRP	ENSG00000276396.1	1.70e-2
RP11-288K12.1	ENSG00000271500.1	1.71e-2
AC002480.3	ENSG00000232759.1	1.71e-2
AC010127.3	ENSG00000236107.7	1.71e-2
TMEM177	ENSG00000144120.12	1.71e-2
CTF1	ENSG00000150281.6	1.71e-2
ACTR2	ENSG00000138071.13	1.71e-2
GNPTG	ENSG00000090581.9	1.72e-2
RP11-311P8.2	ENSG00000232186.1	1.72e-2
APAF1	ENSG00000120868.13	1.75e-2
CPSF4	ENSG00000160917.14	1.75e-2
RP11-383C5.3	ENSG00000228021.7	1.75e-2
VTI1B	ENSG00000100568.10	1.75e-2
ABCA7	ENSG00000064687.12	1.75e-2
UBE2Q2P2	ENSG00000259429.5	1.76e-2
RP11-297L17.6	ENSG00000234337.4	1.76e-2
RP11-373N22.3	ENSG00000247199.3	1.76e-2
FAM86C1	ENSG00000158483.15	1.78e-2
TRIM9	ENSG00000100505.13	1.78e-2
CACNG8	ENSG00000142408.2	1.78e-2
TCEB1P33	ENSG00000271278.1	1.79e-2
VSTM5	ENSG00000214376.5	1.79e-2
PSMD6	ENSG00000163636.10	1.80e-2
LRP6	ENSG00000070018.8	1.80e-2
RP11-182I10.2	ENSG00000233877.2	1.80e-2
ESM1	ENSG00000164283.12	1.81e-2
FAAH2	ENSG00000165591.6	1.81e-2
RP11-187O7.3	ENSG00000259124.1	1.82e-2
RP11-370A5.1	ENSG00000266850.1	1.82e-2
LINC01068	ENSG00000227676.3	1.83e-2
CRNKL1	ENSG00000101343.14	1.83e-2
MS4A6A	ENSG00000110077.14	1.84e-2
ZFYVE19	ENSG00000166140.17	1.85e-2
RP11-264L1.4	ENSG00000260733.1	1.85e-2
SERPINC1	ENSG00000117601.13	1.86e-2
DNAJC5B	ENSG00000147570.9	1.87e-2
CTD-2310F14.1	ENSG00000271828.1	1.88e-2
RPS2P1	ENSG00000225246.1	1.88e-2
OR7E22P	ENSG00000179799.8	1.89e-2
RP11-388C12.8	ENSG00000262410.1	1.89e-2
HSDL1	ENSG00000103160.11	1.89e-2
SERPINA10	ENSG00000140093.9	1.89e-2
RP11-378G13.2	ENSG00000219951.4	1.90e-2
RP11-50E11.2	ENSG00000231588.1	1.90e-2
CTA-797E19.1	ENSG00000254484.1	1.90e-2
GPR42	ENSG00000126251.6	1.90e-2
CBR4	ENSG00000145439.11	1.90e-2
RPL23AP63	ENSG00000243721.1	1.92e-2
CH17-385C13.2	ENSG00000277406.1	1.92e-2
FOS	ENSG00000170345.9	1.92e-2
CARNS1	ENSG00000172508.10	1.93e-2
LMBRD1	ENSG00000168216.10	1.93e-2
RPL7AP34	ENSG00000213312.3	1.94e-2
RP11-834C11.5	ENSG00000250432.5	1.94e-2
PRDX4	ENSG00000123131.12	1.95e-2
LRFN5	ENSG00000165379.13	1.95e-2
PRPF4	ENSG00000136875.12	1.96e-2
VPREB3	ENSG00000128218.7	1.96e-2
RP11-754B17.1	ENSG00000255158.1	1.97e-2
RP11-1149M10.2	ENSG00000253214.1	1.97e-2
TMC3	ENSG00000188869.12	1.97e-2
RP4-585I14.3	ENSG00000278153.1	1.98e-2
AC009120.6	ENSG00000259972.2	1.99e-2
C15orf53	ENSG00000175779.1	1.99e-2
REC114	ENSG00000183324.10	2.00e-2
STAG2	ENSG00000101972.18	2.01e-2
TADA2B	ENSG00000173011.11	2.01e-2
RP11-342F17.1	ENSG00000213755.3	2.01e-2
SH3D21	ENSG00000214193.9	2.01e-2
PGAM1P7	ENSG00000213997.3	2.01e-2
AC114271.2	ENSG00000274425.1	2.03e-2
CTD-2369P2.10	ENSG00000167807.15	2.04e-2
DLG3-AS1	ENSG00000231651.1	2.04e-2
TMEM74	ENSG00000164841.4	2.04e-2
BOLL	ENSG00000152430.17	2.04e-2
RAB34	ENSG00000109113.17	2.04e-2
GOLT1B	ENSG00000111711.9	2.05e-2
LCP2	ENSG00000043462.11	2.05e-2
TAF3	ENSG00000165632.7	2.06e-2
ARRDC3	ENSG00000113369.8	2.06e-2
RP11-274J7.3	ENSG00000256399.1	2.07e-2
TRGV10	ENSG00000211694.2	2.07e-2
RP11-247A12.7	ENSG00000268707.1	2.07e-2
AC017081.1	ENSG00000279921.1	2.08e-2
FAM102A	ENSG00000167106.11	2.08e-2
ROGDI	ENSG00000067836.12	2.09e-2
HEXIM2	ENSG00000168517.10	2.09e-2
HMGB3	ENSG00000029993.14	2.09e-2
WNT5B	ENSG00000111186.12	2.10e-2
RP11-391L3.5	ENSG00000260229.1	2.10e-2
RP11-388C12.5	ENSG00000263321.1	2.10e-2
JUN	ENSG00000177606.6	2.10e-2
AF146191.4	ENSG00000245685.6	2.10e-2
RP5-965G21.5	ENSG00000274507.1	2.11e-2
DLEU2	ENSG00000231607.8	2.12e-2
GNRH1	ENSG00000147437.9	2.13e-2
AC107081.5	ENSG00000236498.1	2.13e-2
ZFP91	ENSG00000186660.14	2.13e-2
AIFM1	ENSG00000156709.13	2.13e-2
TDGF1P6	ENSG00000241438.1	2.14e-2
RP4-657D16.6	ENSG00000272175.1	2.14e-2
KIAA0040	ENSG00000235750.9	2.14e-2
RP11-424M22.3	ENSG00000256564.1	2.15e-2
RP11-535A19.2	ENSG00000255507.5	2.15e-2
TDP2	ENSG00000111802.13	2.17e-2
SNHG3	ENSG00000242125.3	2.17e-2
SEC13P1	ENSG00000223899.1	2.17e-2
RP11-48B3.4	ENSG00000260317.1	2.18e-2
NOL7	ENSG00000225921.6	2.19e-2
MT2A	ENSG00000125148.6	2.19e-2
RP11-407G23.7	ENSG00000276663.1	2.19e-2
PPT2-EGFL8	ENSG00000258388.7	2.19e-2
C2orf47	ENSG00000162972.10	2.20e-2
SMARCE1P2	ENSG00000226309.1	2.20e-2
RP11-180P8.5	ENSG00000272164.1	2.20e-2
AC013439.4	ENSG00000233996.1	2.22e-2
TP53TG3C	ENSG00000205457.10	2.22e-2
MS4A4A	ENSG00000110079.16	2.22e-2
HSPE1P13	ENSG00000225900.1	2.23e-2
MRPS26	ENSG00000125901.5	2.23e-2
MTND4P12	ENSG00000247627.2	2.24e-2
FAM3C2	ENSG00000174028.6	2.25e-2
RP11-465N4.2	ENSG00000238003.1	2.26e-2
RP11-648O15.1	ENSG00000254843.1	2.26e-2
RP11-159D12.3	ENSG00000280233.1	2.27e-2
TLR3	ENSG00000164342.12	2.28e-2
MTND1P32	ENSG00000232282.1	2.28e-2
RP11-246A10.1	ENSG00000239941.1	2.28e-2
LIME1	ENSG00000203896.9	2.28e-2
TFAP4	ENSG00000090447.11	2.29e-2
BDNF-AS	ENSG00000245573.7	2.30e-2
LRRC58	ENSG00000163428.3	2.30e-2
HNRNPA1P15	ENSG00000214761.3	2.31e-2
RP11-242C19.2	ENSG00000241886.1	2.31e-2
RN7SL684P	ENSG00000243959.3	2.32e-2
SLC23A2	ENSG00000089057.14	2.32e-2
MTATP8P1	ENSG00000240409.1	2.32e-2
RPS2P44	ENSG00000243609.1	2.32e-2
RP3-467L1.6	ENSG00000269925.1	2.33e-2
MAP1LC3B	ENSG00000140941.12	2.34e-2
ACSF3	ENSG00000176715.15	2.34e-2
KAT2A	ENSG00000108773.10	2.34e-2
RP5-902P8.10	ENSG00000230415.1	2.34e-2
AC018462.3	ENSG00000242735.1	2.35e-2
KB-1732A1.1	ENSG00000253669.3	2.35e-2
AL049794.1	ENSG00000280240.1	2.36e-2
GABARAPL3	ENSG00000279980.1	2.37e-2
SCML1	ENSG00000047634.14	2.37e-2
RP11-791G15.2	ENSG00000272275.1	2.38e-2
PSMD10P1	ENSG00000228663.1	2.38e-2
RP11-33I11.2	ENSG00000254432.1	2.39e-2
PAEP	ENSG00000122133.16	2.40e-2
FLJ30679	ENSG00000280278.1	2.40e-2
CORO2B	ENSG00000103647.12	2.40e-2
PLIN2	ENSG00000147872.9	2.40e-2
METTL2A	ENSG00000087995.15	2.42e-2
AC007128.1	ENSG00000229970.3	2.43e-2
RCL1	ENSG00000120158.11	2.43e-2
MBIP	ENSG00000151332.18	2.44e-2
RP11-134K13.2	ENSG00000232389.1	2.45e-2
RP11-470B22.1	ENSG00000270390.1	2.45e-2
FGL1	ENSG00000104760.16	2.46e-2
RP5-1112D6.4	ENSG00000230177.1	2.46e-2
DLG5	ENSG00000151208.16	2.48e-2
RP11-505K9.5	ENSG00000274677.1	2.49e-2
RP5-1056L3.3	ENSG00000226396.1	2.49e-2
RGL2	ENSG00000237441.9	2.50e-2
TMEM41B	ENSG00000166471.10	2.50e-2
CTD-3214K23.1	ENSG00000271555.1	2.51e-2
ZNF711	ENSG00000147180.16	2.51e-2
RARSP1	ENSG00000257037.1	2.51e-2
FABP6	ENSG00000170231.15	2.51e-2
TIGD3	ENSG00000173825.6	2.52e-2
IFNA20P	ENSG00000226393.1	2.52e-2
IER2	ENSG00000160888.6	2.53e-2
TRAV6	ENSG00000211780.3	2.53e-2
HIST1H3J	ENSG00000197153.4	2.54e-2
OR2A7	ENSG00000243896.3	2.54e-2
RP11-173A8.2	ENSG00000258439.1	2.54e-2
MOB4	ENSG00000115540.14	2.57e-2
SMS	ENSG00000102172.15	2.58e-2
CTC-499B15.4	ENSG00000267343.1	2.58e-2
SCARF1	ENSG00000074660.15	2.59e-2
TRAV26-1	ENSG00000211807.3	2.59e-2
RP4-616B8.6	ENSG00000277581.1	2.60e-2
TSSC1-IT1	ENSG00000224885.1	2.61e-2
CHMP4BP1	ENSG00000258469.1	2.61e-2
RP13-465B17.5	ENSG00000280767.2	2.61e-2
RP11-240D10.4	ENSG00000230728.1	2.62e-2
COX6B2	ENSG00000160471.12	2.63e-2
CHP2	ENSG00000166869.2	2.63e-2
HNRNPA1P5	ENSG00000259512.3	2.63e-2
CD48	ENSG00000117091.9	2.64e-2
AATF	ENSG00000275700.4	2.64e-2
KDM4D	ENSG00000186280.6	2.64e-2
ANGPT2	ENSG00000091879.13	2.65e-2
GPR135	ENSG00000181619.11	2.65e-2
SMC1B	ENSG00000077935.16	2.66e-2
RP11-946L16.2	ENSG00000275278.1	2.66e-2
ERAP2	ENSG00000164308.16	2.67e-2
APOPT1	ENSG00000256053.7	2.67e-2
NCBP2-AS2	ENSG00000270170.1	2.67e-2
PTRF	ENSG00000177469.12	2.68e-2
APOBR	ENSG00000184730.10	2.68e-2
AURKAPS1	ENSG00000213033.4	2.68e-2
RP11-361D15.2	ENSG00000259238.1	2.69e-2
COQ4	ENSG00000167113.10	2.69e-2
TPM3P8	ENSG00000183022.5	2.69e-2
