Gene Symbol	Gene ID	P-Value (Survival os)
AC079922.2	ENSG00000231747.1	4.71e-3
FGF7	ENSG00000140285.9	4.73e-3
MORC2	ENSG00000133422.12	4.74e-3
HOGA1	ENSG00000241935.8	4.75e-3
MMP8	ENSG00000118113.11	4.78e-3
SERP1	ENSG00000120742.10	4.78e-3
EFCAB2	ENSG00000203666.12	4.83e-3
PM20D1	ENSG00000162877.12	4.89e-3
PEX19	ENSG00000162735.18	4.90e-3
PLA2G5	ENSG00000127472.10	4.94e-3
MMP23A	ENSG00000215914.4	4.95e-3
AC074286.1	ENSG00000213963.6	4.97e-3
FEZF1	ENSG00000128610.11	4.97e-3
HPRT1	ENSG00000165704.14	5.03e-3
RP11-434H6.6	ENSG00000273174.1	5.06e-3
ZNF567	ENSG00000189042.13	5.06e-3
IST1	ENSG00000182149.20	5.08e-3
CTSD	ENSG00000117984.12	5.17e-3
LRCH1	ENSG00000136141.14	5.22e-3
RP11-173M11.2	ENSG00000250327.1	5.24e-3
ADGRD1	ENSG00000111452.12	5.24e-3
JPH2	ENSG00000149596.6	5.29e-3
RP11-20F18.1	ENSG00000279844.1	5.29e-3
ZP1	ENSG00000149506.10	5.31e-3
PPAPDC3	ENSG00000160539.4	5.32e-3
RP5-943J3.2	ENSG00000272931.1	5.33e-3
SNX29	ENSG00000048471.13	5.35e-3
SLC16A4	ENSG00000168679.17	5.36e-3
NKAPL	ENSG00000189134.3	5.39e-3
PKIG	ENSG00000168734.13	5.40e-3
CTD-3157E16.1	ENSG00000265519.1	5.43e-3
PDGFRB	ENSG00000113721.13	5.45e-3
ATP13A5	ENSG00000187527.10	5.47e-3
GSTA9P	ENSG00000243236.6	5.47e-3
TNFRSF8	ENSG00000120949.14	5.48e-3
RP11-460N11.2	ENSG00000197550.3	5.49e-3
HGF	ENSG00000019991.15	5.50e-3
DACT3	ENSG00000197380.10	5.56e-3
OVOL1-AS1	ENSG00000255120.5	5.56e-3
MICAL2	ENSG00000133816.13	5.57e-3
ATP6V1F	ENSG00000128524.4	5.59e-3
SUMF1	ENSG00000144455.13	5.59e-3
SUGT1P2	ENSG00000213842.2	5.63e-3
CFB	ENSG00000243649.8	5.64e-3
RP11-700J17.2	ENSG00000272936.1	5.67e-3
GALNT2	ENSG00000143641.9	5.67e-3
MED12L	ENSG00000144893.12	5.67e-3
LA16c-380H5.5	ENSG00000272079.2	5.68e-3
RNF181	ENSG00000168894.9	5.69e-3
RHD	ENSG00000187010.18	5.71e-3
RP11-48B3.3	ENSG00000254162.1	5.76e-3
RWDD2B	ENSG00000156253.6	5.77e-3
RP11-506H20.1	ENSG00000251307.1	5.79e-3
TDGF1	ENSG00000241186.7	5.85e-3
IL3RA	ENSG00000185291.10	5.86e-3
RP3-412A9.16	ENSG00000273387.1	5.87e-3
REL	ENSG00000162924.13	5.88e-3
RP11-903H12.5	ENSG00000259171.1	5.89e-3
P2RX4	ENSG00000135124.14	5.92e-3
SNRPC	ENSG00000124562.9	5.98e-3
LATS2	ENSG00000150457.8	5.99e-3
RP11-6N17.3	ENSG00000266601.1	6.00e-3
CD300LG	ENSG00000161649.12	6.00e-3
HID1	ENSG00000167861.15	6.01e-3
PTGR2	ENSG00000140043.11	6.03e-3
ST3GAL5-AS1	ENSG00000232504.4	6.03e-3
FGA	ENSG00000171560.14	6.06e-3
ZNF749	ENSG00000186230.6	6.18e-3
RP11-265N6.2	ENSG00000261822.1	6.18e-3
HOXB4	ENSG00000182742.5	6.24e-3
PCDHA5	ENSG00000204965.8	6.27e-3
ASL	ENSG00000126522.16	6.35e-3
SEMA7A	ENSG00000138623.9	6.37e-3
LIPK	ENSG00000204021.3	6.40e-3
GAPDHP72	ENSG00000216624.2	6.49e-3
FN1	ENSG00000115414.18	6.54e-3
ESR1	ENSG00000091831.21	6.64e-3
FLRT3	ENSG00000125848.9	6.64e-3
RPL6P27	ENSG00000235552.4	6.66e-3
FMO6P	ENSG00000117507.5	6.70e-3
AC012442.5	ENSG00000243389.1	6.72e-3
KATNAL1	ENSG00000102781.13	6.76e-3
RP11-86H7.7	ENSG00000235565.1	6.78e-3
TNFRSF10B	ENSG00000120889.12	6.80e-3
C5orf17	ENSG00000248874.5	6.83e-3
LINC01089	ENSG00000212694.8	6.83e-3
RP11-680F8.1	ENSG00000256802.2	6.85e-3
TAS2R2P	ENSG00000203523.3	6.94e-3
TGM2	ENSG00000198959.11	6.94e-3
CTD-2245F17.3	ENSG00000269051.5	6.95e-3
WDR78	ENSG00000152763.16	6.99e-3
GPR182	ENSG00000166856.2	6.99e-3
BHMT2	ENSG00000132840.9	7.02e-3
RP11-1E11.1	ENSG00000204429.4	7.02e-3
AC016739.2	ENSG00000218175.2	7.06e-3
AIFM1	ENSG00000156709.13	7.07e-3
SLC9A7P1	ENSG00000227825.4	7.07e-3
TFCP2L1	ENSG00000115112.7	7.08e-3
CRISPLD2	ENSG00000103196.11	7.10e-3
TMEM92	ENSG00000167105.7	7.15e-3
SMIM22	ENSG00000267795.5	7.17e-3
STOX1	ENSG00000165730.14	7.20e-3
MOCOS	ENSG00000075643.5	7.21e-3
FBLIM1	ENSG00000162458.12	7.21e-3
UGT2B4	ENSG00000156096.12	7.26e-3
PCBD2	ENSG00000132570.14	7.27e-3
GGCT	ENSG00000006625.17	7.27e-3
RP11-57C13.6	ENSG00000225913.2	7.28e-3
CTC-510F12.4	ENSG00000267174.5	7.28e-3
MCCC1-AS1	ENSG00000243368.2	7.29e-3
RPS6KA1	ENSG00000117676.13	7.35e-3
MMP28	ENSG00000271447.5	7.38e-3
APIP	ENSG00000149089.12	7.40e-3
MICALCL	ENSG00000133808.4	7.40e-3
SLC4A1APP1	ENSG00000232060.3	7.45e-3
LSM2	ENSG00000204392.10	7.49e-3
TRABD2B	ENSG00000269113.3	7.51e-3
GCOM1	ENSG00000137878.16	7.53e-3
RP11-356B19.11	ENSG00000271833.1	7.55e-3
CTSL	ENSG00000135047.14	7.58e-3
DPP6	ENSG00000130226.16	7.60e-3
KNDC1	ENSG00000171798.17	7.61e-3
PCDHA10	ENSG00000250120.6	7.63e-3
PCDHA12	ENSG00000251664.3	7.65e-3
FGG	ENSG00000171557.16	7.68e-3
RIN2	ENSG00000132669.12	7.69e-3
TMEM204	ENSG00000131634.13	7.72e-3
RP11-95G6.1	ENSG00000279393.1	7.79e-3
TFPI2	ENSG00000105825.11	7.79e-3
FBLN2	ENSG00000163520.13	7.82e-3
TMX4	ENSG00000125827.8	7.84e-3
CD5L	ENSG00000073754.5	7.85e-3
RP11-166D19.1	ENSG00000255248.6	7.86e-3
DBP	ENSG00000105516.10	7.86e-3
STAC2	ENSG00000141750.6	7.91e-3
RP11-475C16.1	ENSG00000218426.5	7.92e-3
SCG5	ENSG00000166922.8	7.93e-3
CPA2	ENSG00000158516.11	7.98e-3
TMC4	ENSG00000167608.11	8.00e-3
RALGAPA2	ENSG00000188559.13	8.01e-3
ANO3	ENSG00000134343.12	8.01e-3
CEACAM6	ENSG00000086548.8	8.10e-3
CASP4	ENSG00000196954.12	8.13e-3
HAS2	ENSG00000170961.6	8.17e-3
KBTBD6	ENSG00000165572.7	8.21e-3
RP5-940J5.9	ENSG00000269968.1	8.22e-3
CCDC177	ENSG00000267909.2	8.23e-3
AC144450.2	ENSG00000203635.2	8.23e-3
PCDH8	ENSG00000136099.13	8.23e-3
GLYATL2	ENSG00000156689.6	8.25e-3
EDEM1	ENSG00000134109.10	8.36e-3
L1CAM	ENSG00000198910.12	8.39e-3
SMCP	ENSG00000163206.5	8.47e-3
LMO4	ENSG00000143013.12	8.47e-3
RP11-216B9.6	ENSG00000228395.1	8.51e-3
PWWP2A	ENSG00000170234.12	8.52e-3
NAV2	ENSG00000166833.19	8.54e-3
IGHV3-71	ENSG00000254056.1	8.55e-3
GRAPL	ENSG00000189152.10	8.57e-3
FAM72B	ENSG00000188610.12	8.61e-3
RP1-159A19.4	ENSG00000237429.1	8.62e-3
POC5	ENSG00000152359.14	8.63e-3
RP11-54A9.1	ENSG00000257219.5	8.63e-3
SFTA3	ENSG00000229415.9	8.63e-3
MIR31HG	ENSG00000171889.3	8.63e-3
CD68	ENSG00000129226.13	8.64e-3
RPL7P9	ENSG00000137970.7	8.67e-3
HEG1	ENSG00000173706.12	8.74e-3
SPRYD4	ENSG00000176422.12	8.78e-3
TNFRSF12A	ENSG00000006327.13	8.80e-3
NOL3	ENSG00000140939.14	8.83e-3
MME	ENSG00000196549.10	8.84e-3
RGN	ENSG00000130988.12	8.86e-3
SEPT9	ENSG00000184640.17	8.88e-3
RP11-535M15.2	ENSG00000233820.2	8.93e-3
HNRNPA1P12	ENSG00000220157.4	8.94e-3
PPM1N	ENSG00000213889.10	9.01e-3
TMEM255B	ENSG00000184497.12	9.01e-3
RP11-1100L3.7	ENSG00000257663.1	9.02e-3
SEZ6L2	ENSG00000174938.14	9.09e-3
CALML6	ENSG00000169885.9	9.10e-3
AC007952.6	ENSG00000197665.7	9.12e-3
AC005162.5	ENSG00000233517.1	9.15e-3
ADAT1	ENSG00000065457.10	9.16e-3
RP11-685B14.1	ENSG00000244593.1	9.19e-3
RP5-1180E21.5	ENSG00000273221.1	9.25e-3
MAP1LC3B	ENSG00000140941.12	9.26e-3
RP11-69L16.4	ENSG00000238221.1	9.26e-3
ROS1	ENSG00000047936.10	9.27e-3
TMA7	ENSG00000232112.3	9.28e-3
RP11-161H23.5	ENSG00000258232.2	9.31e-3
RPS4XP2	ENSG00000226948.1	9.34e-3
GPR160	ENSG00000173890.16	9.39e-3
LPL	ENSG00000175445.14	9.41e-3
RP5-1061H20.4	ENSG00000177788.5	9.41e-3
WDPCP	ENSG00000143951.15	9.42e-3
TRIB1	ENSG00000173334.3	9.44e-3
LINC00968	ENSG00000246430.6	9.47e-3
BMP2	ENSG00000125845.6	9.50e-3
PINK1	ENSG00000158828.5	9.50e-3
CPB2	ENSG00000080618.13	9.52e-3
SRRT	ENSG00000087087.18	9.54e-3
RPL7P28	ENSG00000218632.3	9.62e-3
ACTG2	ENSG00000163017.13	9.64e-3
RP11-672L10.2	ENSG00000265179.6	9.68e-3
KRT17P5	ENSG00000205266.9	9.68e-3
TRIM45	ENSG00000134253.9	9.70e-3
HCG4P5	ENSG00000227766.1	9.77e-3
EDNRB	ENSG00000136160.14	9.85e-3
NFKB2	ENSG00000077150.17	9.87e-3
SLC26A9	ENSG00000174502.18	9.88e-3
GABRA5	ENSG00000186297.11	9.90e-3
APP	ENSG00000142192.20	9.92e-3
AC004453.8	ENSG00000146677.7	9.92e-3
ANXA5	ENSG00000164111.14	9.94e-3
RP11-114H24.2	ENSG00000260776.5	9.96e-3
PTGIS	ENSG00000124212.5	9.97e-3
FKBP3	ENSG00000100442.10	9.99e-3
RP11-347I19.8	ENSG00000272849.1	1.00e-2
RP11-13E5.2	ENSG00000237208.1	1.01e-2
PTPN21	ENSG00000070778.12	1.01e-2
NPDC1	ENSG00000107281.9	1.01e-2
CTB-113P19.4	ENSG00000260581.1	1.02e-2
LINC01481	ENSG00000257613.1	1.02e-2
HNRNPA1P48	ENSG00000224578.4	1.02e-2
PTEN	ENSG00000171862.9	1.02e-2
RP3-523K23.2	ENSG00000261116.1	1.02e-2
SLC51B	ENSG00000186198.3	1.02e-2
HILS1	ENSG00000188662.6	1.03e-2
AP006285.2	ENSG00000278919.1	1.04e-2
PTGDS	ENSG00000107317.11	1.04e-2
AC090044.2	ENSG00000224239.1	1.05e-2
RP11-54D18.4	ENSG00000234297.2	1.05e-2
CRYBB3	ENSG00000100053.9	1.05e-2
IFT57	ENSG00000114446.4	1.05e-2
ASCL4	ENSG00000187855.5	1.05e-2
ARC	ENSG00000198576.3	1.06e-2
RN7SL731P	ENSG00000264501.2	1.06e-2
SLC35F2	ENSG00000110660.14	1.06e-2
TRAPPC2	ENSG00000196459.13	1.06e-2
CTD-2626G11.2	ENSG00000268416.1	1.07e-2
RP11-25I15.1	ENSG00000240759.1	1.07e-2
C17orf50	ENSG00000270806.1	1.07e-2
KNTC1	ENSG00000184445.11	1.07e-2
FHIT	ENSG00000189283.9	1.08e-2
RP11-464F9.22	ENSG00000272791.1	1.08e-2
FBN1	ENSG00000166147.13	1.08e-2
KRTAP4-1	ENSG00000198443.6	1.08e-2
GNPTG	ENSG00000090581.9	1.08e-2
VPS35	ENSG00000069329.15	1.08e-2
RP11-168F9.2	ENSG00000272088.1	1.08e-2
RP11-198M15.1	ENSG00000215284.2	1.08e-2
RP11-302I18.1	ENSG00000232883.1	1.09e-2
TMEM217	ENSG00000172738.11	1.10e-2
TINAGL1	ENSG00000142910.15	1.10e-2
ANGPTL2	ENSG00000136859.9	1.10e-2
PDE3A	ENSG00000172572.6	1.11e-2
TBC1D1	ENSG00000065882.15	1.11e-2
AC093850.2	ENSG00000230838.1	1.11e-2
NACC2	ENSG00000148411.7	1.11e-2
XXbac-BPG249D20.9	ENSG00000235781.1	1.12e-2
DES	ENSG00000175084.11	1.12e-2
C4BPB	ENSG00000123843.12	1.12e-2
FHL5	ENSG00000112214.10	1.12e-2
STXBP1	ENSG00000136854.17	1.12e-2
RP11-848P1.3	ENSG00000265743.1	1.13e-2
